# p_0,p_1
7.522985774955766036e-01,1.033100787183997671e+00
2.591344041360292838e-01,2.967971306058625469e-02
1.050369407797108190e-01,1.122472836753232173e-01
5.074368861276027376e-01,2.894982213879455646e-01
5.312567212255844273e-01,5.092443635968839644e-01
1.352862654960975686e+00,6.966734048600775608e-02
1.471905657312854832e+00,4.044615254630608003e-01
1.099912787468747100e+00,1.371142260714705019e+00
2.299032750607253317e-01,1.535158132944249409e+00
5.011322500221209175e-01,2.492509897719843437e-01
1.175507847558157959e+00,9.339894400077303205e-01
4.328340634001844878e-01,6.177307986649210880e-01
5.378771460612166155e-01,3.639226809166232202e-01
5.920474601938043868e-01,4.385934078607932052e-01
1.162577017678677604e+00,1.089533261644534123e+00
2.776704329202790422e-01,4.109344547091519639e-01
1.057713950359845390e-01,6.706328856132308669e-01
4.598392466914144050e-01,1.066243872379676327e+00
1.675880901238313792e+00,9.879884412287287532e-01
8.058665235430580998e-01,4.188011780397687400e-01
4.235405883901813828e-01,1.223983390967819940e+00
7.972148409857555684e-01,6.395493727327767886e-01
6.876658691376074106e-01,5.246465545018552667e-01
8.391231165775613343e-01,1.253826672858397995e+00
6.585231606231179979e-01,1.377725608757781384e+00
1.214041340316472706e+00,1.578085742139788028e+00
1.230887354746834861e+00,6.659851206862357209e-01
7.945483126261029261e-01,7.659721565990054160e-01
1.295195884668265407e-01,9.858450737344172099e-01
5.328041795983080586e-01,4.789032956691627874e-01
9.114139037266908439e-01,7.323062527100843155e-01
2.927476207304317013e-01,5.349878196247208617e-01
5.810794628929427663e-02,7.796615210231647719e-01
1.063256996888778394e+00,8.675098502373133069e-01
7.227320765905745903e-01,3.490397850664043733e-01
1.221039367287791721e-01,9.411818928058267586e-01
2.295980323146843971e-01,8.613755079725351482e-01
1.172533502899355096e+00,5.255199952285853904e-01
1.118736512858978349e+00,1.163552960817233917e+00
1.690202707243788627e-01,9.064576769481696994e-01
1.192554603567508753e+00,6.209298179224898018e-01
1.742803066334354556e+00,8.765813290132961066e-01
7.416699636328836220e-01,1.553216376008467847e+00
5.405250311672574748e-01,7.194598831066975064e-01
7.886131595408406580e-01,3.940366484695013716e-01
3.996960427510721781e-01,4.258484405371593673e-01
1.134697195442014861e+00,5.881686990481493904e-01
4.225474610663583763e-01,1.813139921769948426e-01
1.282841986473877149e+00,3.710969936614493814e-01
7.459011892785278874e-01,4.941109884514652273e-01
1.010929621883911889e+00,1.153734019658088306e+00
3.994114577550762490e-01,9.817775998675783988e-01
1.042713398982316519e+00,1.567184664760824964e+00
9.311040071820122499e-01,2.542039059740965889e-01
4.127936799425989678e-01,7.775738762474155852e-01
3.237492940912685135e-01,3.746075201350227979e-01
5.437128274063953715e-01,8.844639330782001485e-01
1.813436131111409111e+00,1.375109311962298575e+00
1.008154264944593370e+00,1.261121377615115557e+00
8.535088305969299460e-01,3.474647360852383127e-01
6.755281674313884377e-01,5.308134725315485358e-01
2.517148453380385620e-01,1.112512055030550062e+00
1.242790576143190329e+00,5.521153520761367117e-01
7.023414683901894051e-01,5.301150832612633312e-01
6.172353239018063542e-01,8.456002186710518398e-01
9.664103416600244856e-01,1.354626336879461324e+00
1.254866128556604288e-01,6.724209700084532448e-01
1.269473709608867740e+00,1.212823788746278719e+00
5.207154200150004852e-01,2.784436067389129965e-01
3.629013353820924603e-01,1.157600891259430664e+00
1.277600767571103191e-01,5.841703235778806791e-01
1.745586466979677454e+00,1.170397453338881455e+00
7.307347150564876825e-01,4.251280078995544609e-01
8.155364562191158573e-02,1.515129209779256136e+00
7.359473152475987101e-01,4.414173277262026795e-01
6.741558992875643641e-01,1.942778380633478630e-01
1.491534620511348885e-01,2.586973246486721223e-01
1.265063698258456437e+00,1.291803169563463305e+00
9.012001274185805766e-01,1.072433564332455846e+00
1.033691355673923340e+00,3.605170493026841894e-01
7.313175487508908335e-01,5.705094904724934413e-01
9.486383774952589221e-03,1.177020938402191241e+00
5.119806680087490847e-03,9.689976899566682400e-01
3.112360339324364844e-01,1.282269910598788920e+00
3.354416330931457302e-01,1.010110593045110194e+00
9.649941721349264423e-01,1.105550356813000512e+00
3.809016523753374628e-01,4.793931831274441113e-01
8.908283039510980217e-01,1.139538279556091327e+00
1.184001729928569890e+00,8.002369539622719019e-01
7.782792162184619666e-01,5.635298458650890296e-01
1.597398038752271265e+00,9.757179079089589591e-01
7.761676722814426777e-01,8.404338774307741344e-01
6.921359019181291261e-01,3.529579216451517176e-02
1.714572820213643212e+00,2.653324295880039596e-01
8.797576343193518333e-01,8.311735241971257571e-01
9.387724037844876745e-01,6.699476865852136420e-01
6.172867988688048868e-01,8.617946376808963693e-01
1.389183727931498913e+00,4.297715188945352982e-01
3.259946330288754357e-01,1.204021226463870997e+00
1.613820786853024547e+00,1.246729051379809272e+00
5.235338677602073831e-01,8.846379525066359051e-01
6.417401844984728099e-01,4.607317671156586636e-01
4.957331803480902188e-02,3.645875365451770600e-01
2.538199786407483449e-01,8.820966652095028060e-01
1.373599994753091913e-01,1.104439390116371822e-01
5.987996006557220197e-01,1.162998742134338404e+00
1.142244880421902309e+00,1.164256678785795973e+00
3.999934700231814744e-01,7.200313083819500637e-01
1.176150357382724554e+00,2.309727328279613801e-01
7.004940540623522116e-01,8.551737251696728270e-01
8.057160644665970484e-01,8.390704406166359375e-01
7.814626039215232245e-01,9.267484399599004163e-01
1.449682381221904848e+00,1.424380119416473356e+00
1.802397406493887466e-01,1.535063394417951255e+00
9.946529330952402770e-01,7.550710340674102738e-01
8.743748907538617665e-01,5.075351668886880496e-01
3.898966913031711723e-01,6.567070834983190775e-01
1.884187887104760151e-03,1.373930494482701770e+00
1.123461188038120673e+00,2.620300287855625854e-01
7.111604794703896282e-01,1.166756672284712470e+00
9.205959612101239919e-01,1.768350907372884251e+00
1.917664587744272175e-02,3.001312531041352649e+00
3.322478639835255709e-01,1.437193709441165312e+00
5.122419954919696927e-01,6.851141082637079993e-02
1.658981348313751658e+00,9.971234739324017493e-01
7.135879567769279896e-01,1.031000071894543568e+00
6.271617338181303403e-01,2.222574645798817139e-01
1.056351493776761519e+00,1.076349946581472761e+00
1.772605029086556927e-01,4.823673461749206082e-01
1.908015139195998744e-01,1.168044978601216810e+00
3.824340807166281553e-01,1.006724510210405210e+00
1.024281271196670673e+00,1.049869038252801090e+00
9.596895320199505530e-02,1.143601905341502523e+00
9.617650807042195105e-01,1.541906363902396659e-01
1.406603344535110045e-01,9.724988674261474397e-01
4.097112071997952576e-01,5.099400718973614577e-01
1.085896262225877207e-01,6.389603370959291428e-01
9.405114421364920707e-01,1.043009475289155219e+00
1.217022354978219534e+00,6.356398047572331400e-02
2.394526996355441639e-01,1.020574222438006329e+00
4.023547608754628468e-01,6.767089087094796396e-01
1.087269467105171916e+00,2.059870206804377268e-01
3.078354297925658956e-01,6.390107506457616271e-01
1.321762030312033431e+00,3.843733306740466649e-01
2.600404539201657261e-01,6.171379432719146241e-01
5.016006374112929045e-01,1.861941160918108018e-01
7.764227330381600067e-01,9.090267548979189538e-01
1.618533747078326090e+00,1.321460851009942150e+00
4.335914716307940342e-01,4.857967678214060170e-01
4.104735552546042165e-01,6.264430503432683039e-01
9.026052132405306683e-01,3.865056129137234286e-01
1.242816196359922687e-01,1.181486481605353411e+00
2.498654217043503878e-01,1.313301708026000103e+00
6.284995198827557639e-01,7.071658262355461355e-01
4.602421277547731338e-01,1.562601059825160510e-01
1.390526238733493791e-01,2.760499809566221430e-01
1.157077400911767695e+00,2.649643666472442094e-01
9.801543333396700586e-02,6.662090896154905240e-01
1.084313904930474859e+00,2.089999356203011693e+00
4.015573767626792190e-01,2.317384647217259896e-01
6.748496441703828452e-01,1.064262519698103038e+00
3.867716861652298332e-01,4.924004204824122266e-01
2.160275982056059085e-02,8.918980179302470335e-01
3.161695186759410081e-01,2.163657549134534896e+00
7.330184348738111311e-03,1.334381965910700352e+00
5.127497619628033076e-01,3.483652277587941937e-01
1.473191324089876186e+00,1.227524471314469956e+00
1.240498092015289711e+00,1.428749888350464126e+00
1.130045002281038879e+00,1.300705525429997733e+00
1.786442060237899643e+00,8.646595460945428746e-01
6.372903719912497156e-01,6.968690521669566040e-01
7.722269210976289155e-01,3.727334876702785293e-01
8.841104681133848953e-01,9.712591670825456713e-01
6.910848177862832786e-01,6.751238030590339667e-01
2.434402648727290730e-01,6.407554291049264439e-01
9.681355250472686302e-01,7.323904990677210236e-01
7.513800753384294318e-01,1.077999798639078577e+00
1.837433310146080467e-01,6.747261235581286654e-01
1.329539853854562192e+00,1.498020973049495330e+00
7.776353642313841297e-01,2.736569965340841515e-01
1.040808464098551100e+00,1.421811104468042153e+00
1.295252339014904663e+00,1.125914863293374646e+00
1.492351492311129402e+00,1.199867080419931842e+00
1.092719434229219910e+00,1.181076658326828399e-01
1.204416967793925153e+00,1.688424504567559215e+00
1.060650375531498213e+00,4.548889557658017946e-01
5.447996653469225903e-01,5.659106096969837019e-01
4.170186971701491108e-01,1.503825831718670791e+00
1.256816988848385108e+00,1.032940195125780614e+00
6.074375652644514734e-01,1.244902935256249288e+00
5.601634070189461800e-01,1.017642983168365767e+00
7.537179254847730103e-01,2.392732340596919194e-01
4.223302435966672097e-01,6.539300051064366182e-01
6.876550847721411008e-01,5.705196156057992241e-01
9.349752262527455393e-01,6.399127425618968967e-01
2.185360603893242715e-01,1.400658263252451130e+00
1.434291575907594041e+00,7.715961569224539796e-01
1.380885713276522209e+00,3.192511511916194533e-01
4.814568043698062016e-01,1.179490112380357170e+00
5.146669179782950021e-01,1.303191946737374707e+00
5.833050626319995491e-01,5.873476330135575241e-01
3.850755813822354101e-01,6.998851960208024581e-01
1.018578480425072375e+00,9.591513154498040317e-01
8.612064908497781834e-01,9.024170269222061558e-01
7.833300536777273448e-01,1.039072910876582156e+00
3.094528088118877474e-01,1.208525165055982509e+00
8.423484376444951849e-01,1.163197191212991477e+00
1.454357073028307301e+00,3.877164970155361767e-01
5.146293071414617115e-01,1.354026145844717144e+00
5.970389757454931390e-01,6.838657096653775191e-01
8.517090790053620797e-01,8.672051593034783012e-01
2.330053558541888559e-01,1.517705654234442036e+00
3.064245467061521566e-04,1.062654406983821076e+00
1.352332400221295305e+00,5.858723389611821819e-01
1.076021179453626520e+00,6.397697100667543157e-01
1.000372790603767381e+00,8.638523233720631911e-01
1.163351373206800821e+00,4.679095387325003519e-01
2.650985178639148621e-01,4.146393238594324182e-01
1.128403849697230621e+00,1.190092489384786401e+00
5.290481779682711938e-01,3.718384721215763911e-01
3.403004086947769014e-01,3.232405426286176775e-01
4.517906706206742395e-02,1.585117912260670892e+00
9.958532607879033716e-02,2.522333412042873091e-01
1.048326672128469639e+00,1.363866397380282258e-01
5.677137659437604400e-01,1.125341831640868095e+00
2.270988414013830892e-01,9.058990268436333260e-01
3.873221554952781531e-01,1.185778313267220163e+00
4.473056687903209649e-02,1.041727430837191104e+00
7.490689787334573468e-01,4.086502108713524484e-01
9.586128246377298989e-01,1.495096272225679979e+00
2.879953145836019468e-01,1.038412779657165830e+00
8.906956523774656187e-02,1.535598393889249680e+00
2.552608742098650407e-01,1.445876098958068567e+00
8.804855443219541389e-01,1.481879358655941559e+00
4.744620962331214664e-01,5.835289503819579560e-01
3.157734753886616841e-01,6.947790642962455854e-01
1.010972647374954736e-01,9.513388367400332779e-01
1.928944179596711050e-01,8.978292745995218871e-01
1.014845644659184698e-01,1.458450057868539762e+00
5.644951958550777915e-01,4.257578327881710312e-01
1.518966931463965331e+00,1.401963966801759831e+00
4.117203187457609270e-01,6.039602249229865105e-01
8.416946373911134982e-01,6.995813735228689767e-01
6.972746435205023907e-01,1.558443834032008590e+00
6.659416859576068326e-01,6.696219288831077865e-01
4.195338531646053415e-02,4.382992103373850590e-02
1.084787391343547958e+00,2.726033859330128095e-01
6.610499321475939993e-01,7.394228845891591684e-01
5.573975867584152200e-01,6.695907275924640745e-01
3.107533368311789501e-01,4.859203466469932953e-01
8.805718628202419129e-01,4.588060095394342341e-01
1.498491439806451053e+00,1.561779453745056445e+00
3.540912528875239662e-01,6.156531844640361628e-01
8.093651077759478341e-02,7.538381385870877027e-01
1.724322825599622355e+00,1.582437209007425460e+00
8.476667068157817120e-01,4.498631146861205576e-01
1.157215115943099004e+00,8.452954898079966251e-01
9.163635676313025558e-01,3.938949822673076806e-02
7.574793528346871474e-01,1.174416062194956201e-01
3.991830942248575931e-01,1.420150641416297432e+00
2.334481476045607296e-01,8.258532976402553905e-01
1.584259154928033597e+00,3.897954356140404530e-01
1.166478823349913263e+00,7.939360801578559945e-01
3.946897735697492693e-01,3.559689461831086477e-01
3.901673785305401765e-01,1.017120825642635173e+00
5.243884299099537127e-01,7.450127257582422891e-01
8.332253393074062764e-01,4.301450093036680578e-01
4.346056866249450867e-01,7.621789252372958012e-01
4.041953325455630019e-01,1.700419784534928036e+00
1.453064494882882141e+00,1.122679938597973326e+00
3.217257026125239783e-01,8.100133366404762558e-01
9.681119974546256168e-01,1.018389266068643551e+00
9.386457325791874862e-02,1.302944423316580780e+00
8.180789514032842380e-01,1.384043630603053021e+00
1.777610851260049030e+00,5.212336089657210181e-01
1.185698097754357194e+00,6.003612735294364677e-01
2.914154023474324617e-02,4.149146140447574904e-01
5.774318739094108643e-02,5.363037597130203560e-01
6.661246433242627996e-01,1.122894558529041076e+00
3.123012003702776429e-01,6.552186298437188139e-01
8.227887717239867893e-01,1.489825647637167405e+00
1.003148674688179032e-01,1.182831602087723644e+00
6.018031364037724762e-01,5.781502603027126597e-01
9.943694135159663050e-01,7.528991496918210347e-01
8.849957872811440307e-01,3.786772025960405963e-01
1.380353463994222762e-01,6.337673586184945362e-01
8.067135585800971898e-01,7.788922043835811992e-01
1.172481727780619432e+00,6.132279170765696508e-01
2.221008526433306263e-01,7.439895170677881531e-01
2.015286660081081926e+00,4.945513080890352464e-01
1.518796108425651825e+00,3.772388839236127112e-01
8.424425414286818015e-01,1.068497326705128092e+00
4.709002756105734044e-01,6.992679832498127634e-01
1.288548312332799428e+00,9.534212216481852131e-02
9.095368914932144833e-01,2.950963720703265736e-01
4.627793173782909220e-01,1.031024657476792061e+00
7.343273123663178747e-01,1.064469919240650153e+00
4.712615099566641597e-01,5.081763869252723387e-01
2.863182561948255378e-01,1.130251294988097399e+00
2.295966199757926152e-01,8.928395383383265216e-01
1.729757581464703708e-01,9.338111326453966132e-01
1.353102888163452810e+00,4.099508399174968121e-01
1.332825058524558459e+00,1.371798861547979254e+00
3.215141527194853577e-01,8.952355642907646738e-01
5.012839235690089712e-01,9.190843081985130558e-01
1.514906624374709576e+00,1.483636119187237146e+00
1.136042380995972767e+00,3.008642090960880200e-01
1.008775956281425801e+00,1.027283022514847710e+00
5.615828781123710645e-01,1.561104339188848833e+00
2.897893539946002073e-01,8.695969440854918187e-01
2.880830075153572034e-01,1.055637585591715277e+00
1.198538595237780058e+00,3.605381522866598076e-01
8.704879388479512814e-01,8.444890820253386776e-01
1.225840778663124020e+00,9.442129814027855339e-01
3.764808357079406087e-01,1.015751480876263546e+00
1.257752233616607374e+00,1.602757642800185067e+00
1.651057956580048725e+00,8.398279280897172905e-01
7.216451783689168398e-01,7.016446736995528566e-01
7.584125377037120863e-01,2.462957888808835483e-01
1.317008703629297450e+00,3.046352922464169444e-01
6.581852964821673924e-01,1.156910695601586880e+00
2.688736520845451117e-01,5.147094609844116153e-02
6.293888822759236001e-01,1.206781404957270265e+00
1.203029970543780358e+00,9.420175347318218151e-01
9.327411382711314758e-02,9.233383228786009589e-01
8.240047304207709367e-01,2.811782872211175954e-01
6.544977588060677531e-01,7.471093537920270311e-01
5.031840808611324212e-01,1.330442959774080780e-02
5.176233627889192945e-02,1.214225480964420401e+00
4.800491863432885253e-01,8.279841451212641701e-01
2.617507285468221312e-01,1.464580918451381830e+00
8.988774376512522757e-01,5.595042543466371976e-01
5.295189116234170212e-01,6.865172352189544691e-01
1.237115889816951864e+00,4.545245490220485851e-01
1.398065369362511579e+00,1.047698675667019907e+00
1.706380829104202634e-01,2.630206372051204777e-01
2.165011137954226950e-01,7.804995984156135602e-01
1.770000615577816516e+00,1.939335115200697679e-01
9.442352982088030311e-01,1.414679875389894370e+00
5.512689068825493699e-02,4.258104001944301165e-01
5.791415731688167590e-01,2.687832626439139450e-01
3.014842454467838162e-01,4.769720902349566805e-01
1.267519975944397803e+00,1.104015125580680490e+00
1.434564991085768071e+00,1.842151997775074435e-01
6.495865213875806621e-01,5.804595642436192193e-01
1.309634028340498801e+00,1.000975573293823029e+00
2.679404748033301087e-01,1.699901810492153498e+00
6.190310796940283744e-01,3.271880956740739199e-01
2.146757628989663935e-01,1.594114353687158259e+00
4.930975211427540694e-01,9.405826116614084409e-01
1.022485421217824708e-01,3.380283488576321105e-01
5.857436775980146004e-01,1.680466910520121093e+00
1.922853041937839791e-01,1.048517686638778645e+00
5.891468079654221812e-01,6.993609082193597004e-01
6.876650863675183301e-01,4.991398607258437092e-01
9.570134628837696500e-01,4.337853506901524492e-01
8.158301292787352166e-01,4.285234770144690231e-01
2.973103674404675711e-02,8.621295764129160988e-01
4.758923125923865127e-01,6.692362644085628753e-01
9.504029723685809561e-01,4.281432344872186935e-01
8.975719303272944316e-01,6.483240670691650109e-01
8.967263825761619955e-01,1.029687859568297226e+00
1.197595079179586630e+00,1.080689961143582289e+00
1.550033851274856822e-02,3.838328596297919670e-01
6.698430885918286171e-01,4.934084430168850788e-01
1.107220803034759005e+00,9.095333649178068969e-01
6.333433572714597393e-01,2.408775783061045672e-01
8.232761766781455659e-01,6.448679175152086662e-01
6.433926801659139993e-02,6.206245868683847311e-01
3.965515236447189062e-01,4.895082541822337596e-02
8.200487909977541845e-01,1.153988657503669524e-01
7.309090338211995386e-01,1.154781704838868883e+00
5.965071547578353339e-01,1.366544463802698228e+00
3.643444752964867805e-01,4.397582737594321611e-01
1.319487424956340416e-01,1.259651177731861971e+00
1.040392745743410119e+00,1.151229224234231019e+00
4.362309419239580044e-01,7.950073129438103292e-01
1.417543192096129001e-01,1.497491955631809146e+00
1.069581071129751315e+00,1.573555218025228353e+00
6.809297799235423110e-01,1.282937224049599534e+00
4.567602581572693943e-02,7.113396749069436087e-01
1.241864270381126678e-01,9.409971174725406673e-01
5.386122358680043298e-01,5.679296737307343301e-01
9.621043157912819721e-01,7.416878378782865155e-02
1.548863603264333921e+00,5.614617197558248174e-01
8.583231646799955872e-01,1.014761117155884129e+00
4.331781507481136662e-01,3.285938889837101695e-01
1.051958664710731517e-01,4.720491769484567723e-01
6.738015328560525985e-01,3.545743245511495112e-01
7.866715177049752317e-01,9.126385394690289532e-01
8.553357673808796857e-01,1.095575600368682068e+00
8.353593443164355481e-01,8.793511313831472442e-01
9.901343045884014593e-01,9.406828268288114359e-02
1.342785000669191930e+00,3.680408521699940483e-01
1.674318595018366995e+00,1.079349911611294122e+00
4.265838751333007051e-01,4.707919226584664774e-01
5.052669809608436591e-01,5.275470815056234608e-01
2.979406149207546317e-01,1.378072332110599207e+00
4.179006945893730673e-01,1.516896102331189988e-01
1.017316483907654723e+00,4.362174062156944920e-01
8.409090969827257567e-01,2.918086037796799870e-01
4.180818476655093208e-01,3.618401142124538783e-01
7.793603792406789132e-02,6.248579921071510945e-01
8.740233762845288634e-01,7.166437419029676459e-01
1.233873547648892677e+00,5.629501160910608260e-01
1.123585492566737010e+00,4.734133990421125482e-01
7.942953995053774197e-01,5.328854337286739185e-01
9.762376389897720053e-02,1.184089295976371803e+00
1.710485773510238117e+00,2.637478872979339695e-01
7.940234218664516952e-01,1.336974453758537074e+00
6.745347037118664124e-01,1.076965758374177629e+00
7.673667258507904654e-01,1.075655619918323591e+00
3.115298346795077888e-01,6.561915516415187666e-01
6.030176010290433375e-01,1.072878150241791007e+00
1.008002529968400562e+00,7.108692038791725176e-01
9.166084465421625582e-01,6.614087698960215977e-01
1.895996542794001760e+00,3.570087184058541308e-01
1.391332503028402279e+00,1.444762204737380262e+00
8.127844123725136427e-02,1.970871092603058150e-01
3.397590919883894389e-01,1.042036666234051667e+00
1.288615840794175904e+00,8.718953238164162123e-01
1.437511871904803673e+00,5.642149375617255824e-02
1.410357236146599025e+00,1.740561914279525446e+00
5.960124206410674086e-01,1.338589550772080417e+00
1.391188593440292109e+00,6.400059534763564706e-01
6.524696437818842121e-01,1.723410426465203926e+00
3.884419920455210451e-01,1.457998550256899284e+00
1.470612630624400952e+00,1.086895340974319168e+00
1.160952543396561509e+00,6.718058833895792503e-01
1.894701583777538278e-01,1.771843622816028363e-01
3.726127388851991351e-01,9.948677430860850546e-01
7.392651994814770644e-01,1.034821415984665594e+00
5.920979918977933298e-01,7.686991743815952960e-01
1.464037048643719974e+00,2.045181294204352351e+00
7.892785984160979318e-01,1.514345161025898001e+00
1.877380458389588114e-02,1.318149561872378417e+00
8.649731366673386601e-01,5.442090925414561076e-01
4.453720623487752439e-01,1.084616118144533514e+00
1.106681580551604815e+00,7.057683001388266320e-01
2.267716460373906395e-01,1.461913533009431720e+00
4.165488753179749093e-01,6.836721681847385268e-01
3.204947563413205192e-01,3.666826600548186432e-01
1.140794232795055319e+00,7.481407848880974321e-01
6.020710361889760609e-01,6.992805725511568316e-01
1.268175776145459288e+00,3.268779441770359728e-01
1.159487833933276368e+00,1.153930642948447938e+00
3.121076009620543101e-01,3.174167401993244764e-01
7.318123306648132154e-01,7.012731195109644933e-01
6.392008432712465993e-01,7.374480589715657342e-01
1.033367240632777628e-01,5.172907901563429389e-01
6.059789127986200397e-01,1.130242230443526230e+00
5.975254416227357979e-01,5.781015967827206614e-01
5.174510933172749017e-01,1.640940951355589039e+00
8.509554566857628899e-01,1.143534805507651297e+00
5.074133589906817399e-01,5.462077233273318067e-01
7.550876443445752040e-01,1.097024345889139774e+00
7.162946548302626670e-01,1.673841246635723312e+00
1.477212646965792686e+00,1.322450754567785491e+00
1.567539280808734059e+00,1.077994209346273102e+00
3.268228101779378503e-01,1.464442189857033005e+00
9.932484981651328315e-01,6.274514629366737539e-01
3.700686523383161508e-01,1.159488125720786744e+00
8.771819082701831638e-01,9.991571633608979930e-01
3.493287281429976465e-01,8.551419956590939897e-01
3.580677428548828534e-01,1.773132524752933925e+00
9.871262983901023524e-01,4.776810996532334652e-01
1.195133687257437405e+00,1.256911845756043533e+00
6.753138933162334823e-01,6.135868476772170510e-01
1.130077575398778178e+00,5.043279131548772387e-02
6.402671874527008367e-01,6.312194911015576171e-01
3.510915017171455932e-01,2.023217664949283900e-03
4.753069684807477158e-01,8.802031540558242773e-01
4.692636352349467410e-01,6.150485078078542500e-01
6.136206775415351533e-01,1.138433500131388998e+00
1.253745211060464104e-02,2.340751384735145546e+00
5.427794995429962022e-01,6.279980370811621970e-01
2.934088618470997445e-01,7.412247538976933781e-01
7.514817996779900033e-01,9.993454876452804170e-01
1.355757694615973730e+00,8.408327820733382252e-01
1.562744226746974885e-01,9.446735998391170286e-01
7.551753322798918644e-01,1.214238574028391193e+00
1.002562585542668305e+00,9.491498188191382912e-02
6.199445022053724497e-01,9.643988181544167482e-01
1.339677839956434635e+00,4.645641476780762447e-01
1.298097849018481353e-01,6.123224032612117895e-01
5.583034578602749098e-01,1.234241040955989632e+00
5.333795421055728125e-01,5.986021775675113288e-01
8.632717974398779193e-01,4.878621607175445685e-01
9.677398608976771621e-01,1.122240152863090756e+00
8.090924012989301195e-01,1.912134594094726969e+00
8.088866424281133671e-01,1.051780620005329236e+00
4.009574026857525841e-01,1.162075075540286884e+00
8.726206855788088967e-01,1.261025260916577517e+00
4.033229472504658020e-01,2.678125242226458980e-02
7.476667339650593380e-01,4.802037134337429625e-01
1.257675386165826525e+00,1.218692304485258671e+00
1.428687276576740661e+00,1.645534184988465265e+00
7.357997846998560743e-01,1.368594115391071675e+00
8.333007398745986283e-01,1.542944525396090505e-01
4.745427286160868174e-01,2.423402156192857593e-01
1.086264726607588216e+00,5.694226558577589747e-01
3.133487051961985070e-01,4.853705245642815358e-01
3.827554614125756038e-01,2.551979719426902271e-01
1.381279768328853574e-01,3.598343776818092032e-01
9.943866081479935115e-02,6.091677489631093234e-01
8.892447049336147380e-01,8.723263595465935438e-04
1.298692779307009770e+00,1.243515197610107759e-01
6.736140579352524194e-01,4.152414588743884027e-01
6.620525679746258607e-01,3.651434435500160447e-01
