# p_0,p_1,p_2,p_3
1.108564725859182865e+00,9.047331673473510971e-01,1.500818502723067160e+00,6.625502944258685467e-01
2.281818103392259101e-01,2.727668967110531639e+00,4.910543347283048421e-01,1.172435132142521264e+00
4.405336219405738829e-01,1.019110369605722655e+00,1.798693755646877168e+00,1.379405047011002861e+00
3.508615685611965462e-01,1.723464645183010457e+00,4.828927700801127765e-01,1.078403309465740811e+00
3.311024328697129149e-01,8.449956020097307841e-01,1.388128058159725953e+00,1.871456442084771243e+00
3.621605031242304817e-01,1.739226432352473761e+00,1.214857003388013945e+00,4.649180645350454721e-01
1.198742737333923780e-01,1.113202879549656688e+00,6.273618098636468687e-01,9.626005080592731078e-01
4.296940499579166017e-02,8.403735503868834389e-01,2.063176389248968512e+00,1.228190117944405024e+00
5.173165670022379370e-01,2.083585535617754836e+00,5.241524531620955774e-01,6.215933011115897244e-01
9.989388496944762164e-01,4.132063897365981786e-01,1.182995366683399663e+00,1.585796744280159043e-01
2.759376180628411723e-01,1.662374884655014817e+00,1.211087938691227439e+00,5.866283936915261954e-01
4.550015112209521151e-02,1.804599160262613911e+00,1.826861912833481094e+00,1.726384715360667732e+00
1.154511521460333867e+00,1.189657128203156056e+00,1.227812258046917515e+00,6.639788962939716654e-01
7.674922476987079412e-01,7.633705897027949216e-01,2.124529883968207411e+00,1.145576531459006953e+00
1.159369215653824670e+00,9.289490019956496702e-01,1.510059464267841101e+00,1.064465161792321091e+00
4.082697384416353881e-01,1.474451904174125083e+00,3.636133475708135387e-01,4.758488841794927815e-01
6.872663814165695939e-01,1.240850277859893547e+00,8.291356469556849795e-01,6.925750011832546571e-01
1.078389052533940573e+00,2.283466535434883760e+00,1.007692344150137531e+00,4.855993901752082564e-01
2.259997052786943406e-01,2.506060962664554470e+00,5.754891738021952197e-01,1.583110768823983161e+00
1.225390033831800896e+00,1.770900469898849083e+00,6.938814859376786215e-01,9.209905346074193089e-01
7.546721536276539410e-01,8.907170444495067230e-01,1.337654190118003683e+00,1.367108991454807576e+00
1.753149997971920060e-02,1.568757413533640399e+00,1.136780928226892584e+00,7.443815973047921419e-01
3.296986399031016091e-01,1.134585306891200407e+00,2.262490903094973582e+00,1.059565055648133747e+00
5.799853022705876437e-01,6.625588325790301436e-01,1.037772288046223235e+00,9.514425282636042036e-01
1.662077126743253530e-01,1.106945214321293225e+00,6.517111927924468251e-01,3.466665726287742055e-01
4.282445209442247713e-01,1.716192710227115281e+00,1.644527765233933625e+00,8.452745868900188864e-01
2.984744792260408675e-01,1.284532814575691573e+00,1.950087210954693617e+00,8.064691719896894817e-01
2.028420297313492937e-01,1.220241260007440598e+00,1.617552131111915870e+00,5.504681747336357400e-01
7.050481794199287000e-01,2.041196538313492681e+00,1.915264529848514918e-01,8.490026083686077474e-01
2.895416648780028135e-01,8.498165643579622675e-01,1.117075910193211508e+00,3.992346318836490493e-01
3.571807435358413940e-01,1.297719663501346155e+00,6.029159723336084964e-01,9.905013911316288278e-01
6.777560537287535825e-01,6.969234670986050872e-01,1.355863031645835548e+00,7.151089577512368400e-01
1.024602707264981927e+00,1.173838045382247230e+00,6.641716570064595260e-01,2.551310672824450565e-01
4.523250195942259411e-01,1.453729796226932436e+00,5.333519072215600065e-01,8.203729637504283412e-01
5.330599995991169848e-03,1.650722366264550489e+00,4.081636418453722381e-01,3.419924831525239517e-01
1.705078654468575039e-01,1.041340618763334280e+00,8.967602101249212421e-01,9.313066187128834494e-01
9.951840794401568546e-01,7.950072471025014798e-01,1.251531236302382055e+00,7.917492322621422218e-02
6.113532645775959784e-02,1.275895422513604993e+00,9.423353363746229672e-01,4.953712755499674047e-01
6.304489948935818600e-01,7.966555564157011826e-01,1.006069564205055666e+00,1.240100285356648513e+00
2.834042539542435124e-01,1.041231798511319084e+00,1.521468236539757601e+00,1.377661893080804667e+00
1.292505762723024643e-01,1.287725861781022330e+00,4.719410430141297574e-01,8.091801297710868868e-01
2.142473414730598769e-01,1.790395564992935729e+00,9.448300855345421745e-01,2.094290813496280101e-02
4.734849227309619879e-01,1.025390924780341217e+00,8.205799529079048638e-01,2.639761170020412662e-01
7.806155020321988713e-01,1.422272675351628601e+00,8.303945895196048754e-01,1.069501379346390335e+00
1.042411176167600484e+00,2.157284364442736191e+00,1.349486940350929309e+00,1.240643917671555352e+00
4.223577962574542877e-02,1.640972179352091942e+00,1.558027713095800237e+00,1.248105356385118991e+00
1.486528891323996682e+00,1.675005512889553128e+00,6.474624146405247860e-01,1.350521932995522700e+00
1.010661531991172479e+00,5.228908799328538803e-01,1.074297849720406095e+00,9.348007882183194672e-01
4.213254166925300970e-01,5.963786225680256514e-01,6.494797983003706143e-01,1.193025191881354585e+00
5.703462745441565396e-01,1.182130782503026056e+00,7.404867989700154585e-01,1.589241507722789493e+00
4.647601417200809548e-01,2.059502025264499991e+00,4.001439461732373415e-01,1.140393042333681883e+00
2.680335226572742591e-01,7.706852560800572238e-01,1.062140716011002128e+00,5.130683377936982037e-01
1.050119589193052594e-01,3.879279902807373226e-01,1.346980291646451722e+00,1.257645800856026952e+00
1.114005788320944657e+00,1.748674134464399010e+00,1.748303496867172235e+00,4.651677900681253641e-01
4.388105251634056847e-01,1.139291371825936539e+00,1.073497958484565862e+00,1.306534668689405265e+00
1.317862691534050334e+00,1.624664023848936933e+00,7.968061649720536987e-02,1.115981569034968146e+00
3.490174796585790440e-01,7.489626606150318056e-01,8.193902408209079447e-01,8.487263953682733231e-01
5.263084964560230672e-01,9.222391916043074511e-01,5.793182861115300231e-01,5.759990661852052440e-01
4.359739590746315452e-01,1.682774892309309767e+00,1.242734087426241141e+00,6.084450062858911545e-01
1.171106060628861689e+00,2.003598180498771253e+00,1.685664306813644764e+00,1.263105332807290315e+00
7.395713015353907460e-01,1.341278575537931506e+00,1.456355811065514594e+00,2.418535724440160628e+00
1.667740904066604968e-01,2.010841464856286898e+00,9.699436153648077763e-01,7.697501237786804618e-01
4.602391643090555928e-01,1.812547027193574189e+00,1.135923817810481351e+00,3.783308744227155129e-01
1.022411727779569235e+00,1.570395745705003065e+00,1.058299197633636224e+00,5.206511414850254482e-01
5.709518833984461583e-02,9.562710581996227699e-01,1.583707187761381752e+00,1.143757025730634647e+00
3.396388237918048780e-01,5.916140361763430056e-01,1.077839173244803161e+00,1.044758198159640994e+00
1.067476918928434326e+00,1.882080008195227805e+00,1.237077789805646644e+00,1.310200352067780516e+00
4.353623457706536914e-01,3.041059470023503852e-01,1.086038455796275004e+00,1.656039624236938845e+00
8.747775099605118454e-01,1.140990932644288192e+00,8.054996275056470756e-01,1.070602756787121468e+00
2.055295584536909748e-01,1.420511766823685296e+00,1.409809973482616385e+00,4.904514625928718674e-01
1.058166400933958640e+00,2.373499737384336061e+00,9.349126039242499075e-01,1.279899670693706248e+00
1.464623458505878717e-01,1.311607896223482284e+00,1.404572621869742965e+00,1.646584243114454171e+00
7.035045639680078677e-01,1.179339651888010598e+00,1.641654295382954931e+00,6.384357886014115913e-01
6.513440116931243917e-01,6.847137448504315715e-01,8.497885217676848235e-01,1.304427171847920341e+00
6.027439722470394612e-01,8.474940288391481502e-01,9.349457005507666452e-02,1.031245875960270508e+00
2.080123389286876734e-01,1.025401093245465578e+00,6.909636415327558012e-01,3.149744764569184508e-01
4.826020802987341929e-01,1.063992428986494598e+00,6.501772735221128530e-01,6.209529374799211965e-01
1.028699491894563778e+00,1.366622135861486731e+00,2.089927853805624292e-01,1.536195367987560623e+00
4.591516018692653467e-01,1.319923473199582808e+00,5.644970081459252942e-01,1.418740467716206322e+00
1.935679182108565322e-01,1.960091411578718246e+00,9.030225358148072923e-01,1.464646594408924862e-01
1.636342225529046901e-01,2.932559605635988831e+00,1.660898521938754868e+00,9.018337192015073445e-01
4.421576658821342320e-01,7.876686471727938343e-01,1.250446131253772464e+00,1.240626410209545449e+00
4.312860005127439056e-02,5.411017137746545469e-01,1.050811676917252191e+00,1.362860412145138644e+00
1.345745557140975990e+00,1.613837108993188219e+00,1.512868905382199536e+00,8.497987219851169671e-01
5.202836977556714038e-01,1.300645124008238174e+00,1.385375335248862028e+00,1.070067871335382614e+00
4.053321088593200838e-01,1.664602376289248120e+00,1.373222598404436390e+00,9.007275462956433332e-01
4.694472191317957122e-01,1.395512949244124723e+00,1.121025857381247270e+00,1.563897767301527297e+00
3.038272545599142171e-01,9.885522890469617963e-01,8.453224483136877465e-01,7.588974469989648863e-01
9.973567242900016616e-02,1.171549176550080507e+00,1.207010233534455246e+00,5.534958492903685467e-01
6.437493829205126472e-01,1.228216276383232719e+00,1.105940842382112654e+00,9.298373698732174120e-01
1.018292784433141307e+00,1.508049249301752992e+00,1.465428452932314496e+00,1.615579710201117347e+00
8.482957711593791528e-01,9.236231809667209136e-01,5.309892742301614010e-01,7.556165545950233042e-01
4.475361510559771605e-01,7.957224703096684726e-01,2.835186013221772106e-01,1.891365626473284767e+00
1.417267661088441599e+00,1.268934469876166871e+00,1.657897138198965559e+00,1.392717892754365749e+00
5.581236198947510108e-01,1.095113187832831958e+00,1.373239938008757877e-01,1.847047660207646214e+00
5.274514484474577269e-01,6.401502146354868250e-01,1.029944585971782844e+00,7.917016408348077627e-01
9.785149102090906492e-01,8.561347788350088805e-01,1.368039502792798956e+00,3.452566023486824953e-01
1.478620069403929760e-01,1.776520529824916705e+00,7.673138884207535426e-01,1.051600114516072271e+00
2.777006772698132897e-01,1.419721464734827299e+00,1.024546899966126245e+00,1.206044327802713312e+00
1.453223703942784883e+00,1.944314989438472363e+00,3.071291775066464780e-01,4.782871797190854091e-01
3.269200876675493195e-01,1.066837912081970208e+00,6.240693627570907953e-01,9.364808337368490943e-01
1.334973333617702762e-01,1.214792524624312531e+00,6.242462053409725264e-01,5.749367340397845139e-01
2.935199215314773236e-01,1.453511231768947143e+00,1.329087457775067538e+00,8.162479447253246923e-01
2.485315296680083719e-01,5.832679870706425351e-01,8.165441766056467099e-01,8.840547644790913706e-01
4.465931552435433716e-01,1.515063467050186130e+00,2.660357983672791971e-01,7.724954146739559935e-01
1.316625540623452828e-01,1.636043003170414289e+00,8.012336518272987762e-01,5.449740660558588523e-01
3.421825525562524062e-01,8.998765234004085789e-01,9.187550392465964055e-01,5.248531224036254716e-01
8.657714121407392716e-01,1.723578221074340444e+00,1.390190135558398765e+00,5.617136169306291560e-01
3.364721358200851720e-01,1.104137846803080025e+00,1.288104792857971415e+00,9.997981132923521308e-01
1.735284916645603914e+00,8.456674827581529552e-01,1.359932939661540052e+00,1.783842900814484267e+00
8.193197644620549003e-01,1.398572738792926984e+00,5.118845543966545897e-01,9.070487420587943772e-01
3.040975912666563641e-01,2.212259913633864095e+00,9.183895922740192841e-01,1.186612449959456583e+00
1.023715014825298253e+00,1.095814096857554043e+00,1.976059590130444299e+00,1.245509819187838652e+00
2.223585930449678560e-02,2.095690080680804090e+00,1.107338802674649791e+00,6.673344026468783774e-01
7.472636836162614982e-01,1.479329858968268407e+00,1.798608601477981406e+00,8.354525618045786084e-01
2.257005689158755879e-01,1.288657799159336870e+00,1.868668658837129737e+00,1.129101040039080184e+00
5.015502569177500147e-01,5.368873544175873924e-01,1.191712734291840992e-01,1.311047345474439352e+00
1.131594391283342826e+00,5.926761393868316130e-01,1.007393965310776851e+00,4.948324141588721359e-01
1.112955115066338152e+00,1.888729829376525338e+00,1.075996376708895585e+00,7.537493415505330807e-01
5.916218757854988519e-01,1.699602512051506364e+00,9.546446400448452829e-01,1.341256449070639123e+00
1.531994145798026175e+00,1.466065404504110381e+00,1.083733153136895444e-01,1.863973651213778560e+00
6.264305794595667054e-01,5.982899356769473265e-01,7.461490452852970190e-01,1.385611278617036923e+00
1.954397706849899663e-01,1.075911758213258906e+00,8.036552192929535821e-03,1.863527611623776226e+00
8.722421055445966909e-02,1.973274980522959243e+00,7.623036618124364727e-01,1.097304880849210074e+00
6.127738381431795389e-01,1.540970940371795717e+00,1.050056433192684935e+00,1.766222148107808199e+00
3.123687370319065959e-01,1.500401143679202631e+00,1.031631304965971330e+00,9.892407209491093090e-01
4.912648704128090293e-01,1.548218826578072083e+00,1.052475644225336238e+00,1.192600092060681849e+00
2.835689447839734312e-01,1.313087157543998851e+00,1.943501853524759238e+00,1.395741505247432457e+00
8.016017852540847644e-01,5.636445149607349769e-01,9.273837037595081823e-01,1.806766319465867632e+00
1.011843306310408863e+00,1.072808984493255569e+00,7.436593401794171498e-01,7.091912316643647074e-01
9.604192732774156083e-01,1.145161141185555120e+00,6.782351655228290310e-01,1.179129738332526767e+00
7.034190884268922694e-01,1.904710673095867168e+00,6.034761702231983271e-01,1.272868783393766634e+00
6.655135921191829285e-02,1.834956078392083745e+00,8.458186730964927236e-01,6.996014269775153727e-01
8.726250868343877753e-01,1.176011998028922312e+00,4.258673894240557756e-01,5.094268893841558121e-01
8.880032319784237904e-01,1.419164733255791733e+00,1.650481218541815398e+00,5.737793408426397068e-01
8.292887715215729871e-01,1.659848282675306264e+00,1.302178836819325447e+00,2.344932477928086456e+00
1.076739601732158658e+00,1.520318006222263207e+00,1.935947023666923172e+00,1.082891786338139095e+00
7.063463727916727830e-01,1.221461409858889180e+00,7.117691146733392538e-01,9.393107930821160689e-01
4.573903220299325167e-01,1.804774024485745532e+00,1.122314575580837692e+00,9.369757453671128111e-01
9.336015682776599434e-02,1.497014203586510606e+00,2.923798597366202845e-01,6.228539995751514180e-01
1.219872581288447666e+00,3.647371351272958862e-01,7.744870371987933044e-01,7.689276964558572347e-01
3.127274920514411805e-01,9.353813687661074461e-01,1.130423791543081258e+00,1.641672152800137230e+00
2.481044746593749906e-01,9.127894741678517221e-01,1.406585938535629188e+00,3.217583431517823112e-01
9.977191547781901759e-01,1.867937782440433514e+00,9.735401706918029863e-01,1.511767567036448323e+00
9.329320393203835993e-01,1.052926652748714664e+00,1.696702477384695484e+00,9.045177242213185975e-01
1.111334926407471446e+00,1.682130877839609351e+00,6.459817981151744215e-01,8.881389008515385708e-01
1.178737503198804548e-01,1.608608879646214573e+00,6.840328207542800687e-02,1.573383080360401642e+00
1.008641626604298347e+00,1.273632811489613825e+00,8.327803109504808843e-01,8.999779536451015804e-01
6.505682175220788288e-01,1.937685443402751062e+00,7.828650140396703483e-01,1.471243173372631219e+00
4.281372564601815256e-02,2.833826137954774005e+00,1.209685738864969551e+00,6.480914204153087610e-02
7.127170483053083538e-01,1.517381880985307685e+00,5.301905153867225717e-02,1.196430225599456998e+00
6.462312166305547168e-01,2.087910518928091541e+00,4.445578035522823601e-01,8.282549734511559514e-01
3.095419991585376396e-01,1.779877395681449537e+00,7.466915540300178566e-01,4.506992290469746809e-01
1.187325366555394002e-01,1.586986160462048989e+00,5.421341596282283071e-01,1.443795328240854436e+00
7.100516790233413200e-01,1.139381124418488600e+00,1.469225924029869290e+00,6.395122126652266203e-01
8.100514782749239640e-01,1.313822805627941737e+00,1.555120144864955201e+00,1.879872801359289136e-01
3.688934985086615992e-01,1.037097082491916566e+00,1.153156209566228441e+00,5.133788679892192786e-01
1.602989457098397130e-02,8.613101794750241957e-01,5.475713027428500412e-01,8.668611765804974389e-01
6.114929955391051886e-01,1.743205442995974463e+00,2.471932540337120621e+00,1.322223886552150063e+00
4.301133936657760559e-01,3.368590936251921741e-01,9.060675878693700280e-01,1.165060635090679808e+00
5.260655709588507589e-01,9.054761079083190056e-01,9.659430137826109375e-01,1.385753689388422583e+00
6.747602674820969426e-01,1.471696956058636374e+00,3.992813338914942278e-01,5.869509622886350808e-01
7.757781477179235274e-01,1.374377459271777902e+00,1.835281390046268335e+00,1.531603900054921974e-01
1.152247784867113101e+00,1.769250342092898887e+00,1.380307162764867979e+00,5.745455831051414775e-01
5.229028959462799220e-01,1.006644445345792338e+00,1.158111653095146965e+00,1.016212032489780981e+00
1.111157887725705562e-02,1.699372122873748392e+00,1.330701286197233379e-01,9.427656221316320639e-01
1.139683625047326787e+00,1.916515963012300983e+00,1.523297253946104046e+00,1.644608556698628155e+00
4.621602758315226378e-01,1.751777219363308324e+00,1.325059544796129529e+00,8.675250208051952239e-01
2.303286424708744784e-01,1.287425812973318484e+00,7.177198577024461734e-01,3.809269401702018998e-01
6.053089668229011400e-01,1.007189016917996449e+00,1.476039535191058238e+00,7.747374175578909394e-01
2.162005122821758496e-02,9.480961787667429030e-01,3.693174366159368560e-01,3.371073277121409140e-01
2.519482322406286778e-01,1.848460744308708215e+00,1.476368101857759463e+00,3.612627957746459284e-01
5.288192419738124705e-01,2.081795984950769007e+00,1.726981988117609834e+00,7.944998518898884754e-01
4.526624816434914877e-01,1.473555966655307969e+00,9.526585202696564725e-01,9.730463199551631082e-01
9.026926331549108840e-01,1.832378576109709112e+00,4.085734189452405740e-01,9.209354952091155511e-01
2.084869897976533437e-01,1.597794720940417523e+00,1.523515529515722333e+00,1.818684080032670902e-01
4.560418820344079860e-01,6.101359714920530086e-01,8.357017554219917654e-01,7.077248538323845928e-01
3.190362020144770216e-01,1.294985796581571869e+00,5.604356176833157344e-01,2.276568562727786293e+00
1.050452062750781845e-01,1.173238327101173928e+00,1.668329423265630940e-01,1.462039541856662961e+00
5.088680289403723078e-01,1.343511146135390799e+00,1.280036939033947219e+00,1.119959403022696920e+00
1.950049197176035032e-01,1.591003419147331233e+00,1.144164569513182350e+00,7.773188952237071181e-01
1.297218228034796028e-01,1.801646890451268357e+00,6.009612152447720845e-01,8.831563737823769911e-01
4.841414832316348615e-01,3.764701313753506806e-01,1.013189715357578846e+00,1.490555190749085712e+00
8.090492525265773338e-01,1.380900438132794950e+00,6.121916987602094018e-01,5.073688509877933850e-01
6.181231756408218647e-01,1.386570101363826524e+00,1.056100845547226497e+00,6.385514516137077434e-01
6.251965265708264718e-02,1.499410658975453003e+00,9.924432482638864128e-01,9.469863127085678123e-01
2.193616054235706936e-01,2.591242094252621087e+00,1.306627586109978978e+00,1.602631718124431170e+00
1.010743787693419993e+00,1.040210260679307996e+00,2.178031558005933732e+00,5.404342766270354703e-01
9.375354885880876621e-02,5.489574739586832175e-01,1.630325021882901293e-01,9.790694961676065233e-01
8.356130028316464120e-01,2.572727223763359383e+00,1.385243602192285373e+00,1.110142115058263768e+00
2.868629296886473501e-01,1.663672370824504698e+00,1.755077054824305982e+00,8.584489553055094646e-01
4.904551520481509330e-02,1.361106433274643646e+00,6.320239131990874615e-01,6.637022894722056643e-01
3.222387177485609433e-01,1.119550218007645981e+00,2.163081055977387201e+00,1.210591350584821813e+00
5.041426162429596403e-01,1.009259191844013470e+00,1.702780046797278901e+00,9.190020768709800114e-01
6.686454507805794645e-01,1.021277889665620275e+00,8.213006136346985286e-01,3.337070085455536850e-01
5.785851865902319480e-01,1.425027553918306822e+00,1.630938710403703862e+00,1.029697094671623514e+00
5.755376517291476146e-01,1.338028836237917796e+00,8.220737619124267592e-01,1.020783324047022100e+00
2.590428167453231456e-01,1.178605267157537773e+00,6.976114799306121217e-01,1.159181330912076424e+00
3.593269530757817742e-01,1.259993367802041631e+00,3.724272330798895636e-01,1.385879258147304283e+00
9.849009368441102863e-02,1.933986941312691332e+00,1.039502436102156091e+00,5.723617923922098560e-01
1.150340466240026505e+00,7.308585045416435833e-01,1.481590365977930368e+00,1.477960019285773363e+00
3.119128474248823446e-01,1.282171672369976534e+00,7.184536619705139682e-01,1.817836358352410642e+00
8.398787616976389758e-01,1.178894634128697660e+00,1.272214328670756345e+00,5.128320537402311086e-01
8.390507597235004056e-01,2.102190212141875403e+00,1.992906377530326845e-01,6.632719384560337161e-03
1.347178764232915826e-01,1.019677518839665842e+00,1.007786319511188688e+00,4.474906088329388965e-02
1.699158195075993305e+00,1.216152188245495092e+00,4.235104742168165348e-01,1.150070140492984727e+00
1.034179981064013099e+00,1.204161277741818248e+00,3.655060660517528426e-01,7.436153969822454357e-01
3.164221437077435750e-01,1.393096357490638981e+00,6.272326712885951672e-01,9.750524855126322388e-01
6.019095715277323899e-01,1.470055427454366459e+00,1.915193538827053121e+00,6.272778567063015398e-01
6.088767594417110463e-01,1.212106052606058970e+00,6.599964123137840311e-01,1.530892689018980679e+00
1.650639366764108384e+00,1.299763496664100515e+00,1.106144421748768591e+00,1.110844996829095654e+00
3.262294883785069599e-01,7.749273537477326945e-01,2.634377248370452840e+00,7.125388058358474996e-01
3.000330722111166359e-01,1.266667176369338677e+00,1.739444676696784597e+00,2.016614459496115508e+00
1.122328343382018812e+00,1.522854003965123049e+00,6.249044250200009865e-01,1.482583043331054284e+00
6.700424485296184729e-01,7.175578951364711688e-01,9.315519120299500244e-01,1.131330556776283469e+00
6.584867467898546378e-01,1.364702839356334296e+00,1.513210735751611802e+00,9.403090653981676095e-01
1.456075148520724838e+00,1.247562968672183636e+00,7.123805252466273163e-01,2.226870706873211869e-01
6.463514316903981038e-01,1.393976671643804011e+00,4.565239330713318777e-01,1.671998345187989177e+00
7.554711145492037927e-02,1.823170158911758154e+00,7.300995116826405340e-01,1.089609485863793248e+00
2.404788583693888149e-01,1.410252476974881874e+00,2.117598405368987802e-01,1.644557724345500294e+00
1.049209911787107208e+00,1.760713980184028138e+00,1.134507800696529012e+00,3.471922026568282638e-01
5.324003816830160662e-01,1.845588780342578783e+00,1.497670637700297069e+00,1.516356436727056778e+00
1.206636294209570415e-01,1.021527752728249361e+00,5.890089136156795302e-01,8.710151761900080114e-01
1.393100854524051968e+00,2.076701467323214700e+00,7.655454028620800599e-01,2.043771666881378790e-01
4.022967145086942531e-01,1.803080262574018988e+00,1.005025210942645408e+00,2.082094240819701625e+00
1.303605887673615848e+00,2.114921941715655507e+00,5.202062639659814636e-01,1.269305758906542403e+00
6.807415976535435842e-02,6.099637048383644844e-01,1.552682516706109794e+00,1.108461300284002693e+00
3.722616426861634631e-01,1.730936471278073263e+00,1.974061828056986601e+00,9.770467320300766367e-01
4.853623587147276597e-01,1.503341699656406627e+00,1.060841417662464981e+00,2.054465961242806227e-01
3.071469479200664709e-01,2.208878428545859585e+00,8.936703273605094422e-01,9.335429083856654486e-01
3.501150755450762042e-01,5.441886167439971000e-01,8.066716495413545074e-01,6.675547249474156342e-01
7.261025560068984364e-01,1.409973026364720994e+00,1.647105093785234065e+00,1.120868430407344629e-01
3.530866383356972560e-01,5.620883302760958378e-01,8.685449913817915313e-01,8.413918517734936264e-01
3.495806344549075018e-01,1.182466114718054628e+00,9.352573442062538378e-01,7.865203607540287578e-01
1.804156741925481977e-01,1.320843220426523912e+00,1.092692941311750543e+00,1.279392153265168197e+00
1.947919210509770904e-01,1.474320314153772404e+00,1.314692424361253664e+00,1.969672385547590610e+00
6.440530604025778150e-01,1.555075228799017717e+00,1.642391269248559382e+00,8.848029537709722891e-01
2.843995683519525697e-01,1.270068655609590813e+00,8.054823763984493290e-01,1.005656580559809221e+00
2.938052850373410463e-01,3.470420323962105646e-01,1.170097414460705032e+00,1.130798444634450783e+00
3.346934790846327612e-01,5.675950628658487096e-01,1.581027737218658746e+00,1.173403622159933990e+00
6.054368847174388391e-01,1.085191956394615964e+00,3.029042439483724536e-01,9.764583296719091532e-01
5.412257245615701429e-01,2.325566333121188656e+00,1.650871352182297525e+00,1.142902496750496599e+00
9.555839851669258866e-01,1.187506149199147432e+00,1.147191969849624682e+00,5.958085922836051651e-01
1.739526475349789658e-01,9.091071475769684218e-01,1.497191872247817690e+00,1.355162404096550421e+00
6.282106988353420851e-01,1.022573038106782350e+00,2.419871168176663812e+00,6.453892270283669852e-01
9.314325119831986521e-01,1.413166681920986711e+00,1.465682980879474240e+00,1.890977728003672365e+00
1.943554961754689892e-04,2.740534633193438374e+00,1.216014708758172747e+00,7.299577147438223168e-01
7.192687131447310644e-01,1.151689343109114638e+00,6.627046395630180609e-01,5.807077078380058488e-01
3.024565037219789088e-01,1.669197050853957975e+00,6.231453235403299207e-01,1.190559442117371525e-01
4.180524558709018956e-01,1.552760742833754426e+00,1.085492477470018757e+00,6.340733869868021566e-01
6.725301805107470887e-01,3.261016945022762181e-01,3.108512371507425875e-01,1.463147400378727925e+00
2.383184760741952068e-02,1.347572363252921734e+00,1.366409170210240553e+00,6.086556299394139113e-01
6.197075952880376493e-02,1.072230777802915647e+00,8.770149890261813574e-01,1.937833578927947720e-01
9.031642198135707567e-01,1.431961167582480154e+00,9.262752948072829895e-01,1.498903213065563289e+00
2.024041042984413563e-01,1.632453761832389105e+00,2.695953789987486360e-01,1.053973854395224397e+00
