# p_0,p_1
1.085201826766362565e+00,2.722583396396173194e-01
8.434192607306241207e-01,6.724468298117060039e-01
2.138169827532850897e-01,8.159827505111939550e-01
4.782847265036826445e-01,1.487511760568456687e+00
1.159215066455029586e+00,8.167737718635804667e-01
6.441088288759259095e-01,6.022821323558443796e-01
1.434649542464047300e+00,1.263182159492266754e+00
5.499805763222824773e-01,9.637531771630416522e-01
1.030914663857674274e+00,8.995903573268714259e-01
7.504294596799386818e-01,2.311113342055979292e-01
4.949793586920814281e-02,1.242738157859144987e+00
2.409005295919333656e-01,6.768574241847638007e-01
7.803230715525599770e-01,8.706853668463103713e-01
1.044185181931045925e+00,5.143726304833490248e-01
2.392031292173735224e-01,2.991570903256624003e-01
1.443160462336969818e+00,1.009801181726550201e+00
2.451935565331234690e-01,8.127331181532099214e-01
1.490695661863532306e+00,1.606550833373343368e+00
2.654935726177376498e-02,3.452541315027768398e-01
1.030839708158099111e+00,1.117265195452289639e+00
8.822303778830757892e-01,1.738000308135945193e+00
1.652076234953894440e+00,1.714648761405181521e+00
4.302230862469735850e-02,1.233488872756731691e+00
2.116089981778895290e-01,5.642460434758597154e-01
1.245696032949506371e+00,1.106201366901812921e+00
6.930924689772103298e-01,4.732845384072676964e-01
8.179664235894886781e-01,2.749308028213663935e-01
9.837680994419075731e-01,9.696347360358943401e-01
1.082263214635320825e+00,7.617835110054851366e-01
1.221472420930741487e-01,4.156683174038199313e-01
8.657158572500013305e-01,2.518055529536215031e-01
3.298179302749049135e-01,7.994791408358237206e-01
8.448542221409710562e-01,9.666222389938001758e-01
9.209240282728984317e-01,1.353554731387897725e+00
4.566836364436542284e-01,1.403037796364330791e+00
1.287353952157355153e+00,1.172250594726855333e+00
1.392350865746523336e+00,9.640807970077729383e-01
1.338649425190263642e+00,7.979500859699449888e-01
8.837500849379990031e-01,2.774886311528446114e-02
1.168523402405031053e+00,6.265997294264702422e-01
3.748398152754853774e-01,9.433778913538330979e-01
8.329866439864073158e-01,2.018595410685981584e-01
1.004881409107577284e+00,6.608987902991748653e-01
2.872007501351423464e-01,1.499759036438558457e+00
9.682899851897349697e-01,8.704019948417496266e-01
4.408309511139846815e-01,5.242195665903244262e-01
1.589149018514017353e+00,3.968878013993770715e-02
1.594058060384207831e+00,5.010440448584578821e-01
7.022390823483435351e-01,6.868355386118702999e-01
5.320143431987761629e-01,1.121363393248701712e+00
4.355881099573263304e-01,9.302402533836479082e-01
4.927909820855365108e-01,4.868306426254137564e-01
6.536524021297267506e-01,6.603815971643582916e-01
1.085923608595459999e+00,5.725422898962334584e-01
4.887605344848947597e-01,7.337065074379252039e-01
1.142989603529565468e+00,3.672153246495918344e-01
1.258387329260945986e-01,4.185270429454418517e-01
1.382019742372622151e+00,1.046587638603458048e+00
5.583119309884186920e-01,2.692809041485577648e-02
1.111678671048662137e+00,1.209744555748174077e+00
2.489900750147563957e-01,8.829520215735942035e-01
1.601320342390181617e+00,1.120344532338075627e+00
1.093773935110001538e+00,1.000970008507947373e+00
6.369587003616954402e-01,6.378530429958128023e-01
1.156746697947719227e+00,1.047944489516508426e+00
7.063226512096762999e-01,2.867054420618375676e-01
5.657392701813418467e-01,4.029737699549716390e-01
5.470149439568268157e-01,3.146182753830946699e-01
2.400394114736517648e-01,1.973807405858308384e+00
1.829958156635582256e+00,4.802216355208103749e-01
5.624900837413657761e-01,3.922689077340175134e-01
4.882538208313850769e-01,8.137235991544955471e-01
1.417538294344706795e-01,1.327817787924483461e-01
4.878896455032608603e-01,9.187549050026635467e-01
5.753479637732874519e-01,1.633484047853927645e+00
4.488408478839109317e-01,2.365404315401965496e-01
1.184950860882960200e+00,1.046207156206806710e+00
5.630365261669012522e-02,2.909444529735711882e-01
3.148283558566233320e-01,1.204734143379597056e+00
1.371338655839306586e+00,9.924273464099979680e-01
6.336055987953669311e-01,7.856683542782220142e-01
1.289510146757783637e+00,1.068991198427184264e+00
4.249617127001917294e-01,4.936373400970036074e-01
2.448205844380335616e-01,5.158164038197383672e-01
1.555534975086835914e+00,1.364716228987271407e+00
7.025565055243401247e-01,1.441373505875132022e+00
4.301543723261969654e-01,1.248055344638269615e+00
7.846417034699734172e-01,5.172846194707629852e-01
1.352745274746724125e+00,1.194690446625363167e+00
4.131328722045684576e-01,7.545931809030403947e-02
2.391141854991832294e-01,1.719319665565627542e+00
7.362461084303245640e-01,1.126939783062825828e-01
1.026587318315621555e-01,1.127391742684642706e+00
5.109480289535860420e-01,6.062856833268237544e-03
4.350107304340999348e-01,1.620353142110297684e+00
7.758336153469335139e-01,4.094985192883691116e-01
9.687246606484393174e-01,1.220184440295290607e+00
6.013074800467426151e-01,2.288151187731384262e-01
1.043591047764919288e+00,1.241012074638405238e+00
6.996745173552575414e-01,1.236107798835609728e+00
4.337683976634060246e-01,1.094595689302109820e+00
6.630702958939519442e-01,7.372398406531434079e-01
9.587321847950308618e-01,7.125167616639263013e-01
5.610393901618133672e-01,8.063155115197394585e-01
2.913780571512497586e-01,1.771465282591349943e+00
5.680124311206136145e-02,8.958929430833395546e-02
9.887355676960652984e-01,6.618515719427077171e-01
5.316358308849189473e-02,5.791083243701845573e-01
5.302108901988175083e-01,4.640171126813367741e-01
2.644726134829102904e-01,4.173864880813383804e-01
9.478569083924405225e-01,6.532466871571271927e-01
2.341131078549623101e+00,1.124514340603099516e+00
3.660928953767278449e-01,2.594530839537956268e-01
8.197750182941890840e-01,7.177897642409588608e-01
1.156953911647918165e+00,1.007853236125795693e+00
9.599503763312879911e-01,9.074672138392726461e-01
5.623216014274259322e-01,1.281033036745581555e+00
3.697316717064771940e-01,1.480080179116879613e+00
3.176159174390134066e-01,7.214040462253364927e-01
7.461307967005204045e-01,1.075228198585685968e+00
2.508618096004150422e-01,7.858240703274148586e-01
3.499961988233147303e-01,4.994640188146718951e-01
2.920033976115106733e-01,6.123063364691829769e-01
9.028408667539801202e-01,6.048189044741996145e-01
1.759570173205089239e+00,8.493215289514808308e-01
7.349424684682341891e-01,8.195195686407228397e-01
5.134395018648894027e-01,1.217536770359844089e+00
3.843827255540441801e-01,1.737076191453608587e+00
8.661122042628385254e-01,5.867140643514165976e-01
1.132373895739970049e+00,5.250143161676941173e-01
4.502576820175488992e-01,1.414917533830669871e+00
4.625378902983396934e-01,8.093427927590364224e-01
1.437634269494157069e+00,8.776369003576756089e-01
8.372111372789906580e-01,8.566711661043497905e-01
9.909637197032842293e-01,6.889170515286255903e-01
8.064262733148412909e-01,8.021642808975761874e-01
1.124084182478668259e+00,1.303403647556386824e+00
2.365824920285253263e-02,4.394675099595626300e-01
1.800772411002181439e+00,1.733780435403083242e+00
1.161129278465946602e-01,1.302217601195226226e+00
4.726689310519668341e-01,9.724420452289300743e-01
1.008526425872749765e+00,7.055087603680562092e-01
1.062177808470462725e+00,1.135703107549236313e-01
2.924382861516925391e-01,7.748232045903501453e-01
6.503107029817728479e-01,2.859139016342979733e-01
3.928756887502126705e-01,1.030582933236652732e+00
1.371847132967166427e+00,1.402654335525368445e+00
5.242021789778450458e-01,9.445141461099971769e-01
2.312272194132895531e-01,1.417403106916421018e+00
9.763625605250010331e-01,1.681012613968416503e+00
7.449087524041042574e-01,2.064497671596185135e+00
8.106688010826399449e-01,2.195702630268911992e-01
1.052701883237732616e+00,1.488687219015258911e+00
3.574609263710129547e-01,1.329044992657700153e+00
4.496291211920236397e-01,7.181888218732938034e-01
2.347740701596601198e-02,1.269061324879824371e-01
5.435019940684031603e-01,1.107834420508083006e+00
1.259196554629883336e+00,1.640108524020128522e-01
8.726915110336751491e-01,6.225350299487122374e-01
7.985943423891574966e-01,8.534826712337075794e-01
2.458523945135460131e-03,1.087804399240924313e+00
4.181111030416166385e-01,8.563257184717606441e-01
1.018805604564914979e+00,5.291475786800553527e-01
1.098636453984030315e+00,5.988318093621394222e-01
1.220428202413915031e+00,9.804328137556490574e-01
9.491436865279411217e-01,1.502747636686136756e+00
1.156078193848698366e+00,7.048583562161881977e-01
8.921796206168786103e-01,5.908462446725649686e-01
7.996303047446222667e-01,5.687933545767489552e-01
6.463670836526038688e-01,3.903791129075585564e-01
1.216269660953196441e+00,4.967396365772306921e-01
6.082954032572572833e-01,1.640893593184281185e+00
1.205022380783461688e+00,9.465294096685670233e-01
1.105813580017983355e+00,4.320172792419414987e-01
1.409277453499582222e-01,6.195143820445819793e-01
9.042019248100984230e-01,6.279813359565211695e-01
1.632624490175095922e+00,5.960991897550933505e-01
4.716092534575531126e-01,2.055844990494986035e+00
5.199421327342912402e-02,7.223755279014780761e-01
1.010116801060480851e+00,4.968766335469798623e-02
1.821944538774177724e+00,5.408055116090280112e-01
1.034493636548595497e+00,9.599972672633840798e-01
5.722792561326104366e-01,6.264357522525874078e-01
5.169114266443786132e-02,1.943820967627171159e+00
7.336315390343410847e-01,5.879396640982270661e-02
1.120303026522233569e+00,1.231325411006934267e+00
9.743226997240621579e-01,7.070267433992122319e-01
6.152377563944602112e-01,1.117882158657561797e+00
6.233353551295867101e-01,1.761502392517849680e-01
1.937778738370201648e-01,1.075755873397047369e-01
1.756638248260035118e-01,3.632012226806399235e-01
8.864529893883567047e-01,4.758541172324880497e-01
1.574544588031135728e+00,8.798007985375042583e-01
4.921898460593184810e-01,5.314640913234656150e-01
6.723755568129222704e-01,3.545537135078147273e-01
9.276167731035266373e-01,3.109942285297945808e-01
2.547739041638320545e-01,8.873920848520081561e-01
1.067959019778323526e+00,3.754218136410292228e-01
5.504763393315166287e-01,5.738849606184547314e-01
4.797562556367611641e-01,1.872962841730529959e-02
3.586066429822652446e-01,9.534248237741875798e-01
8.898858687640956999e-01,1.009301867443156198e+00
1.380006536993007682e+00,1.610910650094808494e+00
4.058423560085079873e-01,2.728999230001397658e-01
1.040783002611851416e+00,1.409258241997214389e-01
1.119971730490727735e+00,8.044950180531633688e-01
6.153326207902707345e-01,1.171767274830455285e+00
7.700640557222881988e-01,7.563080332941360950e-01
7.424436782467752627e-01,5.911444907245163582e-01
1.010982629817072542e+00,4.980526304309343955e-01
1.583293989574540372e+00,1.162058436042406884e-01
5.571505276956995045e-01,9.202625006430545929e-01
1.184089822938678704e+00,1.004821293282312178e+00
4.523624919467866823e-01,1.385950821679592160e+00
5.888729904278543481e-01,1.243790991720819195e+00
9.569638814680536676e-03,1.031686047068780310e+00
8.465798808774509521e-01,5.975391164402519273e-01
2.040022642829433797e-01,7.263006241640933558e-01
2.626695412021991527e-01,7.184680918541109795e-01
6.904347272819745251e-01,2.176612825401812445e-01
1.620554700805834081e-01,1.226372470450626473e+00
3.269960406099479133e-01,1.123498309804559447e+00
7.311751818410437975e-01,6.279905257680620245e-01
1.667707583874744603e-01,8.020381302594494777e-01
1.114754516011467800e+00,9.925581576656987703e-01
8.968658825195219286e-01,2.546560948756724230e-01
4.922389740637974631e-01,1.234057796001136742e+00
6.862242984237272303e-01,3.779267590422514811e-01
1.073661760672668164e+00,5.668425402170210736e-01
1.323360337609798876e+00,8.961277927040340874e-01
6.359759669312988750e-01,1.114512379821286148e+00
7.586330838423194223e-03,1.703803222149168350e-01
9.812946017915158414e-03,1.314751414132282026e+00
9.957726442700975955e-01,1.303110884597359131e+00
8.508444689497753899e-01,8.123706107549549804e-01
1.195988380810411034e-01,7.845590655521050838e-02
5.223644469521391276e-01,7.662949916131254202e-01
7.880407696096946024e-01,2.841517462878846434e-01
1.627579778608456706e+00,1.360470626631770541e+00
1.439288890913380969e+00,5.295637077179629060e-01
4.295557653083015848e-01,9.912986292027330393e-01
5.633800858409565571e-02,6.788036779029725798e-01
7.168415169509279039e-01,3.919703972088384725e-01
3.755647311510497688e-01,1.380034364443903483e+00
1.756687890890103576e+00,9.261743920952888454e-01
5.714388736962157100e-01,3.360318521280601933e-01
8.427753489916471885e-01,1.593348536268805571e+00
8.879488397903143593e-01,1.912434543110841378e-01
3.374043708956575016e-01,1.385899808331311434e+00
6.231997986846525839e-01,4.914013087407362868e-01
7.219377847840954265e-01,1.832743499184745994e+00
3.702287303569946619e-01,1.452849015665947263e+00
7.198421079319200500e-01,1.764423007514095865e+00
3.281118446755170170e-01,1.198185361176379082e+00
4.831268805621921070e-01,1.078603248618889676e+00
7.430444760257044479e-01,1.052837720940097865e+00
1.051724552013294511e+00,2.408377691994956216e-01
3.175084252102142734e-01,1.688620827583062312e+00
1.707610374645773810e-01,3.056466800709324860e-01
1.545453160495519063e-01,6.885134999623199192e-01
1.242037897716879780e+00,1.699982943630640175e+00
4.141370623662701256e-01,4.504971887770636840e-02
7.500768148645620137e-01,9.898127046852818189e-01
5.215967152526934658e-01,1.333489019100553730e+00
2.116381004957173517e-01,1.167647899144684143e+00
8.443100419026068337e-01,1.596497503685956332e+00
1.357144276418778883e+00,5.857145325617096887e-02
4.789344297279074514e-02,1.603213439204321578e+00
9.616850942355223975e-01,7.003539421258611064e-01
5.785016451702176266e-01,1.135693042527557983e+00
2.718063039704934347e-01,3.232722462533524355e-01
1.142614541143186502e-01,7.865648144092725058e-01
9.856283925101265719e-01,7.946493589980262451e-01
1.402260757113759082e-01,5.232688761756141282e-01
1.108074865857932023e-01,1.152080625258739888e+00
7.090764184115940783e-01,1.249370035096825760e+00
1.435015460544049493e+00,4.686462203910370383e-01
6.216885625939405635e-01,1.341685854710095160e-02
4.403691775312498780e-01,7.947145869335685564e-01
6.286576470714506648e-01,8.738694665121067295e-01
1.022174330504283857e+00,5.464702679001005592e-01
1.219816431741794105e+00,1.508069814762168059e+00
6.420956338466453639e-01,9.743251436365488738e-01
1.148170084083719900e+00,5.067892799589670538e-01
2.506868150570589759e-01,6.374127608926560828e-01
1.945530592871723696e-01,1.889011811753251724e-01
6.679444358287178751e-01,8.337853312304314146e-01
1.176396663035069290e+00,1.954188698876242913e+00
3.187671727917287257e-01,1.005513769902849797e+00
1.826061593791483917e+00,1.276551251508330376e+00
6.345236758749457362e-01,1.115453298654686343e+00
7.612856673196570778e-01,9.116863845001121902e-02
7.533146001057363650e-01,1.194466801608001338e+00
8.897763901374664552e-01,9.276006497367689230e-01
1.061148331271136502e+00,9.698127488364649551e-01
1.062049382524958396e+00,9.487933186850699974e-01
5.076044116483044988e-01,9.675450002440211250e-01
1.003056059667996269e+00,4.179819256351036683e-01
1.019773192950575336e+00,7.875104187404274869e-01
3.600345328305121217e-02,1.217000986024577402e+00
1.726880569859082781e-01,5.393760737612123268e-01
3.246470773461131998e-01,1.128698696277141700e+00
1.848488682432701147e+00,6.033923086264834090e-01
3.496784256490428899e-01,8.785329158402955807e-01
1.453159210985132788e+00,3.855186444832455206e-01
6.117592729572783883e-01,9.978043258620317157e-02
5.125383705284520808e-01,7.169523580715214672e-01
2.457241245184638156e-02,2.184460279748692724e+00
5.052251520329563705e-01,9.875268418339246956e-01
9.259157815807379510e-01,9.745501734325978660e-03
2.802868811370980429e-01,1.158064999199203360e+00
2.346708419932764245e-01,1.149182820584547127e+00
4.692277667270347008e-01,9.377322620764393379e-01
5.211592942718106247e-01,1.055559889463724144e+00
2.716315830411505372e-01,8.418377648984942674e-01
8.132896923986373539e-01,1.036087743143818685e+00
8.096938089709085906e-01,9.604593350868668722e-01
5.538160085378407427e-01,7.727814776064889646e-01
7.291925287948738399e-01,6.120245424327867001e-01
4.868022812504387842e-01,4.933173662970128937e-01
8.686934677831520402e-01,1.104776835510904887e+00
3.500450396286765575e-01,8.114282873320937117e-01
5.999381154909277925e-03,1.554991567418221976e+00
8.839372659295394730e-01,1.131253579051550329e+00
6.448220057825184703e-01,2.320078551930752075e-01
1.326791502483585017e+00,3.675021855849198160e-01
2.815374017139192775e-01,5.426898164129467794e-02
1.273646403318049902e+00,5.884559913046947255e-01
8.542681008408332666e-01,1.068207684755674958e+00
1.286454699875025032e+00,4.126259483997806177e-01
8.736080903241346673e-01,8.669500917364236781e-01
1.316537132349715256e+00,4.838126218689647873e-01
3.842170257080756435e-01,1.246507193138075564e-01
1.380039453249516379e-01,2.217805435566556849e+00
6.367845220083113711e-01,1.189292188937884465e+00
7.562032581754628557e-01,5.404970739498115018e-01
5.051232816986327423e-01,8.572989563115177569e-01
1.739458736795789440e+00,1.662785104333409869e+00
2.216091561090993700e-01,4.874773084704583925e-01
7.980692759993552876e-01,1.470555023909975834e+00
9.932436228706229553e-01,4.648753933038906050e-01
2.156881391817491167e-01,1.782170888906514872e+00
2.010916181195795960e-01,5.424968194941940380e-01
1.778923066405736941e+00,6.739582667100932900e-01
6.904430899091646978e-01,6.219135004094437091e-01
5.143331566703227553e-01,6.096404966711184148e-01
8.360965155726987064e-01,6.976262509581276916e-03
4.943819703345777028e-01,1.122403483761528209e+00
3.458732582341606521e-01,1.188520632997852822e+00
1.402243014848394420e+00,1.714312671881994543e-01
1.171668320887145898e+00,2.866706727336235661e-01
2.729520870605539606e-02,2.147263072775278392e-01
6.850286545310274589e-01,9.192502146387904194e-01
9.976725560346773047e-01,8.820679053464609565e-01
7.324706888998365750e-01,9.390743575823963241e-01
7.576419111256342820e-01,1.394272799505974270e+00
1.177420426640057638e+00,8.839197522292824294e-01
8.646598291801791403e-01,1.871688412369076682e+00
8.239372869648740050e-01,3.761701335171954153e-01
3.524794420358408620e-01,4.597993192211487501e-01
1.312637812673528304e+00,6.967053333939771109e-01
1.202034736124681924e+00,6.943449182371155270e-01
1.773460395340257234e-01,1.901093110247221718e-01
9.712898217270462542e-01,1.066098754134515492e+00
2.017571775384591204e-01,3.147811321622395742e-01
1.258839386417557327e-01,1.385025946716244016e-01
1.481445208709884831e+00,1.889086873901778540e-01
2.560146392629396583e-01,1.285605619632099517e+00
1.302022374102659530e+00,1.262915903723603517e+00
9.107754549419208034e-01,9.292026008658096359e-01
1.893415431195666132e+00,1.281360314818408952e+00
4.596891335381188548e-01,1.129450958673900995e+00
7.064712129226319304e-01,1.507036868299997279e+00
7.798984316741390810e-01,1.056462512459723779e+00
9.743956750764359853e-02,9.886736417864183668e-01
1.201104180319424009e+00,1.456033662926364158e+00
1.769524304103204493e+00,6.758644558561670568e-01
1.058296108543966607e+00,1.453697317368483510e+00
4.389519747607764089e-01,1.505538319974873307e+00
1.041418530495130446e+00,1.242522142785647654e+00
1.369587369606862115e+00,7.423504338507436184e-01
1.539107510023320913e+00,9.689329463148859123e-01
1.377294071239758555e+00,1.455085423337951323e+00
6.196738143308113678e-01,9.954872332287023617e-01
1.186226279993904065e+00,1.786260273302450408e+00
8.415584868148119346e-01,9.857129850593265852e-01
2.530313034586965104e-01,6.001757146587192171e-01
5.526589584300345415e-01,3.858988648631503371e-01
1.528758195610843140e-01,8.876009053499416268e-01
1.551350742824650242e+00,1.350156019165678511e+00
4.591369854739054679e-01,5.942500354675768204e-01
5.062934964928259562e-01,6.599686134712301477e-02
2.237907256279853541e-01,7.096470669679582066e-01
2.681922470391546187e-01,6.212387793540683489e-01
1.043569786205016836e+00,1.283193216135547488e-02
6.195571590620798652e-01,5.657217327610680746e-01
1.062854755009390750e+00,1.289314712461277379e+00
1.255881685664077096e+00,6.529134042357765955e-01
6.584535380430798224e-01,8.424733235370078788e-01
1.019850054348868662e-01,9.069193840678091423e-01
6.827901104965484747e-01,7.530854317004012088e-01
9.000741876427109656e-02,1.106003520984105704e+00
3.189040738217113757e-01,1.071976978174504769e+00
1.026464845055453212e+00,1.517300427543430530e+00
1.041693705141511161e+00,7.247729393028576883e-01
9.907221302866922041e-01,7.154381452601287217e-01
1.385788494082773603e+00,1.751251139339073504e+00
1.770442866429863260e+00,1.998547183569497898e-01
5.330310925465868710e-01,9.874373512287158983e-01
5.589177309142436822e-01,1.016020480191508257e+00
1.028769755393235119e+00,1.672326379874984781e+00
9.600385492980281210e-01,2.611512895400361245e+00
2.776170304364689034e-02,6.079637525573677870e-01
1.790724736533491290e+00,6.666587682210511900e-03
9.884794849731382005e-01,1.247369962686412315e+00
1.464769601993828774e+00,1.175863918853470524e+00
1.113996871881763440e+00,1.277000024062747929e+00
8.394740221430485594e-02,9.072645577045856946e-01
2.179418297750537747e-01,7.734520027104665463e-01
4.882350760745731710e-01,3.237759840699542813e-01
6.684374530792337454e-01,2.696228051200564302e-01
1.037489690765666550e+00,1.154995519553748018e+00
1.141573362942799319e+00,1.724277408205188156e-02
1.732892830472890111e+00,1.269127549735053595e+00
4.628783115012564120e-01,6.285958337378654281e-01
1.404931984116246868e+00,1.567833145132166095e+00
5.429212368272420264e-01,1.320095050305434281e+00
6.705045151472571741e-01,1.025478711590255498e+00
7.895700063816440961e-01,7.007958016339237428e-01
3.504698132446098513e-01,3.986046533664526215e-01
1.252037801718791643e-01,3.927109409942331486e-01
1.038778366723364543e+00,8.581182545616637958e-01
8.927595776352630352e-01,1.765063551606689263e+00
8.716209333759940003e-01,3.892041641353055081e-01
8.222786091994537250e-01,1.228152817563717969e+00
7.861014570933207990e-01,7.821444066203293577e-01
1.592291284850891664e+00,4.029592728831486448e-01
6.857016915506054522e-01,1.192146490279470950e+00
5.448063604683350825e-02,3.477544850301428903e-01
7.286539755417734687e-01,2.452803112815696851e-01
2.910573888167097278e-01,1.441902820468458080e-01
1.084275434015081974e+00,1.273281906673147335e+00
3.928875689649186098e-01,4.144056203829994400e-01
1.836129229751110925e+00,7.426489389340942271e-01
1.378720568436272664e+00,9.190438235482312201e-01
7.891910949901781436e-02,5.336473931880471033e-01
7.719859557605365241e-01,7.940108998599211265e-01
6.653698963847853864e-01,6.131670804125974872e-01
8.247569455619869760e-01,1.422469792484404749e+00
1.289417535052400643e+00,5.384633683628399226e-01
5.278607578295566594e-01,4.953527176955487832e-01
4.896215713511287149e-01,6.557448229745423962e-01
9.891480162277769272e-01,2.316665609621675337e-01
1.183309949952604745e+00,4.100394822920979121e-01
7.068505350383835761e-01,5.001878300544260192e-01
9.052604626120245301e-01,1.686524457986663172e+00
1.103342446740017246e+00,9.765190646139598751e-01
1.005714798438146707e+00,9.289685199491690692e-01
6.030001448921851193e-02,1.587671837267820685e+00
3.262104533955889618e-02,1.332882958392731965e+00
1.355217044930915549e+00,1.767488786625605712e+00
4.601065041404855949e-01,1.201874789495019247e+00
1.032934133922807529e+00,1.208395832192035391e+00
6.393964209216740358e-02,5.349075517494542575e-01
2.887564282584790254e-01,1.603343837838432151e+00
1.630813397261863029e+00,5.027005460492406375e-01
1.115310670458726783e+00,7.565725901617177396e-01
9.522632111935362964e-01,7.605219412849328897e-01
7.408438973086008961e-01,1.022240904719796006e+00
1.418075804097622683e+00,1.129702344116072510e+00
3.984498367652831163e-01,7.497432146648548290e-01
1.111359648779742360e+00,8.431932484878836842e-01
3.058323386030987745e-01,7.775983222720179722e-01
6.076234519106249454e-01,1.161431390852037948e+00
1.715028841892038303e+00,5.368143175391117961e-01
1.163214719637998273e+00,1.046746394445523975e+00
7.402655010954435344e-01,7.117270552136655271e-01
8.917111220743657585e-01,3.730768303552614573e-01
3.694169322673589440e-01,6.252746182090704874e-01
1.246834461257396498e+00,9.076824850167001246e-01
2.460983446767383009e-01,1.625192042199438580e+00
2.589614867430949374e-01,1.568454739376391682e+00
5.417196146755326458e-01,5.562906872420753102e-01
9.138038922838848110e-01,2.048748800968454020e-01
9.343365698641039607e-01,1.025039162447905161e+00
8.921917683515181441e-01,8.030044577788886251e-02
1.381598577692400465e+00,9.286682590083203959e-01
5.094423837735921889e-01,6.758690718251907370e-01
7.084593610437941447e-01,1.063335458100800324e+00
3.621497398686455149e-01,1.254858097420763041e+00
1.178237431314149486e+00,8.122921352765469782e-01
9.035573676895545248e-01,1.202632398952156123e+00
6.518155148838677970e-01,1.855790915545241226e-02
2.380815436734222135e-01,6.578328574752844160e-01
1.584074770256034714e+00,1.402012369634798583e+00
1.826939418850594521e+00,9.682996695731166392e-01
9.941495207694052150e-01,8.716906068262570972e-01
4.415204576062694009e-01,1.031077955587442752e+00
1.632220874612375638e-01,1.439298496270244865e+00
1.008207860604500627e+00,4.839431305214335621e-01
7.037162839198696229e-02,3.720569954276142788e-01
5.544729648611191886e-01,1.163106533867260817e+00
2.912251447302195428e-01,6.128157243767713425e-01
4.032474059832568125e-01,8.855538390206076915e-01
8.699325599780923790e-01,7.649424322067280846e-01
1.213221902155973808e+00,1.760961167450303400e-01
3.808364308605027837e-02,1.062193555268004186e+00
