# p_0,p_1
1.110738089250103977e+00,7.663024605277068968e-01
6.016971689852143035e-01,5.274804690200907142e-01
5.462093665443118473e-01,1.562803895278529698e+00
6.461886875401805508e-01,7.931578619532990704e-01
6.250450953591955017e-01,7.438141032049295776e-01
1.621594394921422877e+00,9.727553206189164525e-01
6.275085936912598861e-01,5.169550927895749659e-01
1.498039253278684590e-01,9.614219837912896249e-01
3.322512472844740827e-02,5.447525744843833007e-01
3.295321891697374217e-01,3.214719705879698353e-01
8.617345560145128758e-02,1.214894787478241422e+00
5.901730364414984331e-01,1.079447528253483668e+00
8.413227214569749535e-01,8.851566730664455207e-01
1.237002514451679414e+00,8.623616018837731989e-01
8.516926366753945210e-01,4.249491984308073622e-02
9.340098804207146443e-01,1.402594247944382033e-01
1.072362821301697799e+00,1.042368411337639245e+00
6.487664052484058974e-01,9.501235255894313614e-01
8.221231533057016261e-01,1.186219275677467655e+00
4.578133286508058175e-01,1.841978379770791152e-01
6.036350727520617410e-01,7.371386528707835062e-01
3.382770223439834911e-01,3.202529067580570654e-01
3.127203263689153911e-01,5.827975776421390197e-01
8.215474636949736675e-01,8.405909612265050068e-02
1.822397674904578935e-01,7.244198056122225227e-01
6.854138244687898451e-01,1.394642186972418374e+00
8.926270916935097333e-02,1.160223156938666511e+00
7.057537819032242421e-01,1.334257093678858030e+00
6.042438890255306116e-01,1.056423043815440721e+00
4.018229149959140489e-02,6.160687454751671011e-01
1.105388567401158539e+00,1.383437618070175956e+00
4.778745946305586467e-01,1.218118969594486067e-01
1.176975291095994525e+00,2.251218281906379737e-01
1.241465201180617983e+00,1.415087952118729397e+00
1.524401263901713932e+00,5.557791701749430491e-01
1.398811557268608841e-01,1.196040180390358199e+00
5.387935560997900719e-01,1.019817438698534584e+00
7.827764596092047222e-01,1.809901578532054911e-01
3.400500449305701722e-01,1.982377363531895087e+00
1.501026979926851634e-01,1.297756074206202648e+00
7.515369989194323752e-01,2.857626998400323304e-01
1.751474897961314836e-01,8.722095379767571544e-01
8.995799841195128987e-02,1.473666450573607012e+00
2.708450759860409063e-01,6.596717536370664270e-01
1.880834823816192047e-01,1.141541975363386641e+00
2.007950188801699287e-02,1.520565606928465430e+00
8.397575144190789764e-01,7.005162254593800819e-01
4.626127470641316908e-02,1.065903708258716165e+00
6.686129659661685931e-01,4.190159727840449544e-01
1.300316634751199407e+00,3.986533001071783655e-01
1.056792249741597578e+00,3.130818659618916922e-02
7.461859893879330130e-02,1.152239328927738171e+00
4.938571849064354868e-02,1.088509389098772706e+00
9.103452425759781530e-01,9.899870774104155835e-01
1.047859159081348412e+00,1.319157376379482605e+00
1.471194505335380320e-01,8.142738468000361163e-01
1.327610077094799168e+00,9.920686201692252570e-02
7.709305246971309700e-01,2.010930344442601880e-01
9.547834734260662870e-01,8.829070887370356058e-01
4.044317935113745377e-01,4.097099783147475915e-01
4.798708589020568294e-01,1.753936588573833610e+00
8.065590863222646956e-01,8.002478359390479135e-01
9.502952543957827736e-01,3.041495563726795415e-01
4.819275136782635860e-01,1.524535429661804997e+00
5.450465758241216374e-01,3.899152502380860419e-01
7.025094640573045224e-01,1.233069344215638630e+00
6.157582759439856890e-01,1.178068838042704014e-01
4.705973827897026451e-01,5.575639226752578947e-01
6.727324720104914668e-01,6.366798757812290877e-01
3.081067714914147992e-01,7.496800963224535819e-01
9.610054539399475182e-01,4.865439030135698673e-02
1.185418350231044027e+00,9.365694999962145273e-01
1.905250136053662446e+00,1.498085593032377538e+00
4.294352308354646985e-01,1.470691209219852524e+00
1.091367934902298442e+00,7.987422303350851793e-01
1.680610278369550237e+00,6.401667258738021893e-01
2.791513954514754925e-01,6.667094839807865547e-01
1.281665477277960319e+00,2.398293460909086683e-01
9.181554772048640123e-01,3.618197149091965659e-01
6.292745020227397124e-01,3.914359121625420879e-01
1.118600050169545224e+00,1.293282606000123902e+00
7.442282728410913872e-01,2.823631741528693784e-01
1.402642187882958691e+00,1.298156864021738466e+00
7.141777413624674775e-01,3.430299084154412870e-01
1.704229204355121041e-01,1.115138820961343535e+00
1.541697101809225368e+00,4.326289976870226761e-01
1.253095257160927734e+00,9.590579408673549633e-01
1.048593454512051215e-01,7.303692443680008806e-01
7.514331989888689556e-02,1.212100847124450542e+00
3.241427517126471702e-01,5.056686870213804585e-01
3.044920003219867000e-01,5.339903575492066512e-02
1.143007588649943340e+00,6.481055468959362464e-02
2.567755133959605529e-01,1.997643343718658704e+00
3.242853178790701119e-01,6.851161112595830494e-01
1.092225359911182858e+00,1.428605503508565633e+00
9.292798649653271070e-01,1.057114296828547184e+00
4.216261612339387566e-01,5.488290360911012300e-01
9.070931994032066514e-01,6.660087227685811406e-01
3.319561968359772131e-01,4.767669740244267484e-01
1.377016296617389335e-01,9.479452837161209677e-01
7.386380104930738710e-01,4.314625658291573740e-01
6.167608986691498485e-01,7.010734806515510620e-01
1.591911168324517289e+00,9.509126908978684511e-01
8.987023474781941079e-01,1.393192911478582374e+00
1.178009848644761215e+00,4.115603619420749593e-01
8.615084098147235414e-01,7.459692895188793083e-01
1.416314797341028831e+00,9.504455820499984053e-01
5.608037774542928844e-02,3.180450122807420010e-01
3.682273674474718650e-01,8.613440377008887427e-01
4.346746145617917390e-01,4.324968300225072726e-01
1.027092033085218681e+00,7.462117132756207472e-02
1.074354819715928722e+00,6.250050917159616359e-01
7.169346115213430792e-01,9.684389821852238400e-01
7.684126237726696118e-01,7.225562926299188282e-01
1.192724225661196957e+00,5.221813797514447408e-01
1.028886693487799375e+00,9.653408904523457235e-01
9.980017309513800061e-01,2.220844998219384525e-02
3.359808065111867803e-01,9.372143464556264014e-01
1.755896211340540969e+00,5.767203801828448828e-01
6.735628679160851062e-01,2.004676806429357860e+00
6.060620410318957596e-01,1.374852477052558308e+00
5.655633650611904262e-01,1.182954623296131214e+00
1.385812062217971041e+00,8.884904073673329794e-01
3.717738450191798716e-01,7.010987257386652738e-01
5.139688509539938055e-01,1.003633885733864251e+00
1.012491146974858314e+00,5.639124108628895682e-01
9.827813747386027199e-01,5.582804807674351943e-01
1.463593742555950872e-01,9.229734261732458478e-03
5.174413615297837055e-01,4.414066648000702919e-02
5.469450950795278210e-01,5.634975139719797799e-01
5.259407225268055708e-01,5.873461820307072090e-01
7.992655144584130955e-01,9.528214880525971431e-01
9.601880098544148812e-01,1.088922798359831745e+00
1.013431873422934393e+00,4.934385541140374198e-01
6.180599501434377308e-01,4.626153373371609812e-01
2.670589421495319638e-01,8.675061778929744616e-01
6.544817185619470346e-01,1.002037672357872333e+00
1.674782237920059647e+00,7.137045806825615957e-01
9.543405770513869735e-01,2.503162211424181383e-02
1.286479274429101372e+00,1.635948641920454083e+00
1.288235516887420440e+00,9.998304689082249119e-01
3.235855847340839420e-01,5.529498857245114252e-01
1.108719123685787400e-01,7.534934521624020443e-01
1.593840073306326932e+00,5.407933444149886082e-01
9.066999884833728540e-01,5.666268835138169591e-01
9.106160668254279500e-01,1.364056102814581006e+00
1.479618441289026753e-01,1.017009123133831405e+00
1.027576982667506522e+00,1.084045217014954154e+00
1.414846628103076931e-01,9.132802114244437108e-01
4.319705112176489559e-01,8.750250565096640010e-01
8.303090531023225029e-01,2.976391060536657251e-01
2.351355778200642233e-01,4.184519180983158892e-01
9.933512506703523481e-01,9.530033437502347660e-01
1.919347453467701303e-02,2.983625954499118382e-01
7.718780918697010218e-01,1.147102949551124018e+00
4.130283813586602681e-01,4.220282744732192226e-01
3.525032673486185875e-01,6.789477391045006804e-01
4.589485379206383331e-01,2.312466230907173070e-01
9.381313750886102198e-01,9.076848421654303278e-01
1.604319688629193497e+00,5.276559364028058363e-01
4.426804753605252940e-01,7.018033113133782530e-01
9.629092697349306285e-02,2.792146355474294239e-01
3.893552251299910449e-01,9.403066972602605045e-01
1.796502775716080080e-02,9.596150181640077381e-01
7.814837337997025957e-01,1.372541156467374179e+00
4.055936127425445736e-01,2.701056736565342620e-01
9.885618076435922497e-01,1.819387357843171626e+00
7.069572853231520515e-02,3.341509601903738802e-01
2.934600177941814603e-01,5.511662684676039703e-01
1.548951702474552938e+00,6.616511441079553357e-03
9.888968168778802248e-01,4.101637061046433108e-01
6.328372024582619160e-01,7.880386386799155263e-01
6.267473613612536409e-01,1.298802230026729898e+00
4.574334317180477338e-01,7.446725012411914424e-01
7.330269571154468533e-02,8.142332399802666432e-01
8.929492443271854762e-01,2.309609197663381464e-01
7.201586819052753219e-01,8.378865457120792115e-01
6.178902732958758692e-01,1.264803028020273779e-01
4.325028824461785715e-01,5.385629785445678053e-01
1.311421118012949583e+00,1.339321615838233726e+00
3.114433051700684074e-01,1.708351464600866620e+00
1.406082078665144897e+00,5.263190657390681704e-01
1.764236712522103678e-01,6.164938921525499049e-01
8.700162343114615782e-01,8.837348110524437805e-01
7.227970125330348550e-01,1.455678568100394310e+00
1.610173294964889923e+00,8.319438237782995627e-01
1.404049817724452254e+00,4.694522633054830085e-01
3.511721962368735683e-01,1.387023461960865234e+00
7.873596876190176452e-01,1.876168118803275942e+00
7.734363563125445928e-02,3.678236774624842331e-01
1.191583940116907936e+00,9.287810300299176314e-01
7.765846258066934071e-01,9.013171824945583888e-01
7.107729819064790844e-01,6.694307319103176557e-01
9.122343350944084328e-03,1.403148269063959397e+00
1.043051203146142747e+00,2.484233948899629008e-01
7.147394332448611109e-01,9.928415512473671711e-01
8.708127662666081958e-01,9.224797061329470527e-02
6.560326842477495202e-01,1.490288306706633481e+00
7.765435169983476715e-01,8.718681829879770806e-02
4.380732656135688519e-02,8.403085021816755207e-01
3.825541119306050120e-01,4.158522022358909775e-01
5.432348236381823181e-01,1.439959724813338227e+00
1.063531318151902383e+00,1.246072580791095064e+00
7.372555268736301626e-01,8.426028911640237595e-01
8.233431031643200226e-01,1.641623452309488140e+00
1.813692820831339647e-01,7.105987201043274526e-01
9.946314952135342224e-01,8.883202868520012618e-01
3.639375308652475494e-01,1.105719137384355344e+00
4.533855833501132526e-02,2.784772786885586493e-01
1.775239584304228124e+00,9.646829114237266412e-01
1.516454324219326688e+00,8.223256881224968451e-01
1.253278517584057061e+00,6.907437852632289932e-01
9.916702371489547474e-01,1.101557760002237929e+00
1.666168534581059735e+00,1.243623632286112279e+00
4.295802239884172202e-02,6.961166983483386694e-01
1.137406157655690642e+00,1.238497956843855441e+00
8.019602077360730163e-01,8.440320056669694537e-01
4.348678900738049968e-01,1.143104127797833769e-03
9.895507073041373003e-01,5.395586110832377713e-01
1.509050984438092158e+00,5.855941366519327174e-01
1.745338004229176621e-01,9.626187524038165577e-01
9.991627324397489573e-01,1.680112758374606496e+00
1.054885840627023397e+00,1.022595840356272046e+00
1.098748762814035107e+00,5.722217832188147835e-01
7.950494834057229010e-01,8.947227101617214462e-01
4.881272427511194056e-01,1.560002533886460707e+00
1.296990039169243270e+00,7.093676917172669905e-01
9.413655234881870282e-01,7.140092042264318817e-01
7.942119188175600364e-02,1.036666295896688572e+00
3.979917785095521965e-01,2.439136794107792383e-01
6.254570773941531270e-01,9.811199957679953565e-01
1.802616583769141023e-01,1.226747528613307825e+00
4.234850526811548832e-01,8.158178183555354623e-01
1.236952255571547976e+00,1.112607256558687308e+00
1.475681202506222700e-01,2.083985542725677043e-01
3.766389437227933290e-01,7.536057822274768725e-01
6.613890066696996861e-01,2.982686980314201985e-01
3.235510398509015006e-01,6.946475797478478542e-01
7.538481958808862515e-01,1.587976654048836256e+00
3.766996609752293335e-01,9.818558015384402093e-01
6.755405024833313066e-01,1.933598676443251119e-01
1.392847746980752532e+00,5.788055154106339639e-01
2.412258892461883741e-01,1.498210418190760951e+00
5.257227645474138455e-01,6.428688802954674042e-02
1.074225033058438639e+00,6.945408559263319681e-01
5.476902910012074743e-01,8.454602901354937305e-01
5.023107416301348938e-01,8.151867164009767297e-01
1.402509451248476147e+00,1.049845966349042481e+00
4.121042557305404919e-01,5.186548932944808898e-01
6.288929849341595713e-02,1.580017774233442029e+00
2.271924065196475606e-01,7.774550081263409407e-01
2.637523824519967253e-01,1.196650462833882322e+00
5.719872485585335564e-01,7.245302592437317113e-01
1.008839043250683742e+00,8.419999544659453328e-01
2.910896573701505785e-01,2.948113188774977855e-01
4.330606582951728734e-01,1.634432671655282610e+00
1.998920683908451679e-01,1.013145409591991397e+00
8.330172682460798006e-01,1.056988118427779177e+00
7.622877752986449984e-01,4.556165560236292711e-01
1.697323638154270675e+00,9.242275928266039386e-01
3.710075169129060657e-01,6.169920881451685934e-01
1.655564206373659752e-01,1.332998484223970603e+00
6.617510101459626037e-01,7.120582083237406712e-01
2.877078297809704255e-01,2.776663411645549084e-01
7.354223667774353324e-01,5.587913432909940026e-01
1.505887143654200511e+00,7.650326281105135351e-02
1.832882581717285575e+00,1.123381976537609628e+00
1.143647918072323133e+00,9.110771284876949538e-01
1.637644642203437417e-01,7.636939199450309967e-02
6.197766649318832144e-01,1.603573020499293733e+00
4.960772439353230423e-01,1.300189081597962870e+00
4.741865960545609271e-01,9.011817266837203189e-01
6.169882316065435912e-01,3.997753244156588281e-01
1.483738299070796574e+00,8.092349855677394288e-01
1.254683983165360672e+00,6.293011346608179402e-01
1.110329550250053199e+00,7.112018237614243787e-01
4.419151943750438405e-01,4.467111455081322902e-01
8.315851923181262206e-01,4.491296965183577683e-03
5.368950210627080333e-01,1.022260484910726630e+00
1.398968515147653413e+00,3.239113714525110321e-01
8.552656929026209998e-01,1.027802302159796177e+00
6.184160344024931533e-01,5.150266316757359242e-01
1.191767836157183957e+00,1.126614292788613136e+00
8.162405563308011702e-01,5.019306825746903122e-01
7.984559916645825872e-01,9.472520334909294570e-01
1.107832871436247313e-01,4.993788296296974849e-02
8.303237669189882375e-01,1.231390077615093670e+00
8.053509212555493013e-01,6.805898193292773124e-01
5.741112299651287554e-01,1.012191860482091865e+00
9.265621867524119759e-01,7.254618070989111711e-01
4.115968408812161750e-01,5.380928287871378224e-01
6.291859547887793669e-01,3.918573785989515335e-01
8.860769168611974944e-01,7.089023639452300962e-01
1.076303985712274480e+00,3.051101781900120713e-01
9.850212976578462953e-01,3.365419874658290289e-01
1.129297140855537229e+00,1.798626411986636420e+00
1.342684826961043409e+00,1.453964245528893029e+00
6.962641336692746430e-01,1.072027772943487722e+00
2.005830017905908313e+00,8.188269447628138131e-01
9.247080901971735933e-01,1.481351238078498778e-01
1.017656052057382743e+00,1.200757431255825791e+00
2.672046030751839552e-01,9.704389852747576928e-01
5.790607792125126441e-01,1.974608409174400947e-01
1.049047797519348624e+00,4.385737291733801113e-01
4.230430760977222926e-01,1.970934558911275891e-01
6.009000298528626161e-01,4.882872809126953539e-01
1.315394756362557871e+00,8.871411534328781379e-01
7.821790842377160935e-01,1.132757523279790401e+00
1.615745415951420627e-01,1.604751062228698899e+00
1.818848385741087537e-01,1.007215092098029396e+00
9.616734243055267140e-01,1.040529943089310017e+00
1.205325771387601996e+00,5.741830490049609770e-01
6.836543908756810284e-01,8.025959860445958105e-01
7.549293991394183667e-01,7.897925844478583812e-01
3.103459862251584656e-01,9.081738796213761900e-01
8.028413501855891088e-01,4.107632940699492696e-01
1.046957826937153113e+00,1.292234894240133158e+00
9.676365459059030893e-01,3.030567905584242716e-01
3.486612895295220782e-01,6.167431093136614972e-01
2.519467943603392324e-01,1.129657678602991266e+00
3.601416659288403377e-01,1.102592296259627069e+00
8.527824669368325727e-01,1.172965529216097202e+00
7.427798352105897672e-01,1.036972035137401216e+00
9.315166178876790326e-01,1.578286142051450458e-01
1.407740343568351093e+00,7.425126954612363273e-01
9.778053655471590222e-01,7.680399496196185227e-01
4.856114036879625173e-01,8.354103210132762802e-01
1.163373302888666139e-01,1.072445321836426047e+00
2.740540575238149534e-01,7.953899759256983781e-01
3.723851737882633017e-01,5.899449212173529800e-01
2.886702336962487236e-01,6.331920781898265904e-01
5.946530352206153003e-01,1.815162919739122804e+00
2.315104680963622208e-01,6.615925254684332790e-01
4.307708336474118105e-01,5.545636430332230304e-01
4.165596012614162236e-01,2.038500137891990693e+00
6.286046730978901431e-01,7.233606813798871826e-01
1.138258839089814511e+00,5.504221532106073900e-01
9.313435338545614783e-01,2.347983537861519920e-01
1.455346588261690499e+00,1.519649910192845788e+00
4.138660862480325608e-01,1.300047046405214513e+00
3.410794648740973489e-01,7.140054339766385150e-01
7.291776572087492747e-01,6.093654941553452442e-01
1.780530753543968725e+00,4.135112091020403113e-01
8.088402491060076027e-01,1.017488431387247871e-02
8.171586335286318281e-01,9.357373033004698915e-01
1.671780430283202223e+00,8.745584403295284526e-01
3.212600581806667743e-01,9.205494209231362968e-01
9.320826082926533251e-01,1.045474422307417273e+00
1.385065301378930691e+00,5.008401615323599954e-01
9.462639062269371237e-01,6.041918851075400720e-02
5.698846460524075175e-01,7.731972785819484217e-01
5.722580148273961331e-01,8.684836057150008282e-01
1.052091911012524417e+00,1.473033596286972724e+00
6.408328378065644149e-01,1.111428211536180211e+00
4.085149020024158029e-01,1.869639386408699977e+00
7.751179245112849170e-01,5.422942475820295982e-01
7.690010389351804587e-01,1.931965406008952391e+00
7.427491968338555406e-01,1.095577014473478883e+00
9.033856359303653605e-01,1.778124700839919026e+00
1.786158646359200519e+00,1.051987642309516247e+00
4.527691322888910408e-01,6.635410264889418652e-01
3.108771833969415366e-01,1.118372214613654547e+00
3.384405821023195315e-01,7.759199165752919125e-01
1.245613757707936475e+00,7.329487113010025867e-01
