# p_0,p_1,p_2
2.117283963326832996e+00,3.241088116771998706e+00,1.114481217252650813e+00
2.281266854060785665e+00,3.621559434278358580e+00,1.298111282067115901e+00
1.868387627184964206e+00,4.127637520578155694e+00,3.420850212711890048e-01
2.843208554527572041e+00,3.977094028237494250e+00,1.774967804895626111e+00
2.043707743153705625e+00,3.813973523454476489e+00,1.495531769961098378e+00
1.384828461207936900e+00,4.038598181429107647e+00,6.414856452994326386e-01
1.694732808543743197e+00,4.077729821359492135e+00,1.914071126203936046e+00
2.676677873245910444e+00,4.353872852305163299e+00,5.520317179677282082e-01
2.094517574139106664e+00,3.472585669053081858e+00,3.815533234548873498e-02
1.775342847328724050e+00,3.933463448201095058e+00,1.427198585710467205e+00
3.406196997022831852e+00,4.307295206857087777e+00,6.122774689492360700e-01
2.073206836876420489e+00,3.877708354240521071e+00,1.792125810304111777e+00
2.067825510054127847e+00,3.880686668621894597e+00,1.507137142265360330e+00
2.017477743636575838e+00,3.606702186732140269e+00,2.627403198013070762e-01
2.177353336556282493e+00,4.934085868603016678e+00,9.913314273166061730e-01
2.662302385108120895e+00,3.356569436036921150e+00,6.606427856038716850e-01
2.675490012682177454e+00,4.679937871532399818e+00,1.029922797471498175e+00
2.140449599110540557e+00,3.235425713857113195e+00,4.588259449627076769e-01
1.623099133926054538e+00,4.777110674402398338e+00,6.619614957833648283e-01
8.587228603478693767e-01,3.216040447620825748e+00,1.159281666685571199e+00
2.217442898439211163e+00,4.805895853055331735e+00,8.204811902533967194e-01
2.446031494636985659e+00,3.375432820025304537e+00,8.858842992062838650e-01
1.393269914193339343e+00,4.893947835193811713e+00,1.048263250619808185e+00
1.631340779001566821e+00,3.921764652434143628e+00,6.922454116668137480e-01
1.353549175731576959e+00,3.551694384617458677e+00,1.165992725234813232e+00
2.593708122059929622e+00,3.589547811898912144e+00,1.295118885053257340e+00
1.770160130160701728e+00,3.584769710060159653e+00,8.698485773814094157e-01
2.206997391710795231e+00,4.093475913033233660e+00,1.054240535515764243e+00
2.481569722250167143e+00,4.217063930660417626e+00,1.045404421778270532e+00
2.023561887995758202e+00,4.188664050258753768e+00,6.068965612536242338e-01
1.945965743140653403e+00,4.031133672731566975e+00,1.345581685670926841e+00
7.197409142301571805e-01,4.283454096881301965e+00,1.131180317796247836e+00
1.330647644933162344e+00,3.845388496036269199e+00,3.098027269343412993e-01
2.271099648512395763e+00,4.469705483895264564e+00,1.064224614662937052e+00
1.619775345832367819e+00,3.235579633242502418e+00,9.989794894402829195e-01
2.082596846144711744e+00,4.224237683829732859e+00,5.344246614530525630e-01
1.339937530232192087e+00,4.478142916795833983e+00,8.282890446466598666e-01
2.214086697042465968e+00,3.619137284461632298e+00,9.869385994643075088e-01
1.388096184507601638e+00,4.591912519975255513e+00,1.919014887603018860e+00
1.864566748759492576e+00,4.488917744079777172e+00,1.136801691185424845e+00
2.268494017099636828e+00,3.431644582604414406e+00,1.185101295809545929e+00
1.555772664142790918e+00,4.311249652008016575e+00,8.453505345330344367e-01
2.178851582653161145e+00,4.081505631988513016e+00,1.083139919881588531e+00
2.405334224318535608e+00,4.043944425921141672e+00,7.482345454905662274e-01
1.917575766645837732e+00,3.853677756416547862e+00,1.432840663733513153e+00
2.469411137900039854e+00,3.504817292924481631e+00,1.568426792795486469e+00
1.174266288095981103e+00,4.298884196565896154e+00,1.573025197582315737e+00
2.826473127839655763e+00,3.632945516534852093e+00,2.996936329826316303e-02
1.852605822727182439e+00,3.444472557910130295e+00,6.210448590679260583e-01
2.382600013478297196e+00,4.792423037469160541e+00,2.026525146545847811e+00
2.355149630550710693e+00,3.336479593460862425e+00,7.816454501203294880e-01
1.905485778027756316e+00,3.737762581144009388e+00,3.338705535214459008e-01
2.608901834324364621e+00,4.521918441413582457e+00,8.910832479541092033e-01
1.986389581862884723e+00,3.454956121797043700e+00,1.632006924863436792e+00
2.053999254347643522e+00,3.584486102203455093e+00,7.424662991129877820e-01
1.469490201397488871e+00,3.473720534669135773e+00,1.047763360274426736e+00
2.907647545873936590e+00,4.324938997186889011e+00,1.396554897604366685e+00
1.726707325538571647e+00,3.442060440045817682e+00,4.982702057525802974e-01
1.308581779953769342e+00,4.525186906932553654e+00,4.373327773820225861e-01
1.708980016432683824e+00,3.462293774843741012e+00,1.998879085783822784e+00
2.195604467798027759e+00,3.580247149874911550e+00,1.044500114668466928e+00
6.937462034271266731e-01,3.240934183532813595e+00,2.626939111725680176e-01
2.568689990972958359e+00,4.099102101257426689e+00,7.665721431014445031e-01
2.465165712142245447e+00,5.079636592916823012e+00,1.289611469907637309e+00
2.394214969536309745e+00,3.722143541342285644e+00,1.792985873618161641e+00
2.305610522259344819e+00,3.683438350833152519e+00,1.060045208427985886e+00
1.909796590967212326e+00,4.059344559305264610e+00,9.110289557859340137e-01
2.225753828143703483e+00,3.126143756795158879e+00,7.754223266041634366e-01
1.704387703749415506e+00,3.816914825926449595e+00,1.161311948400092442e+00
1.494648500416871251e+00,4.355207039363596877e+00,6.613658982109320572e-01
2.013173044004944678e+00,4.449194127502560825e+00,9.346063811175100433e-01
1.941628150002909337e+00,4.002930192220181205e+00,7.665648846927926030e-01
2.868427582009553944e+00,3.805116654395736209e+00,9.528056084305095430e-01
2.490538032940815327e+00,3.477913590498616259e+00,1.121400000239345829e+00
2.060186144596231284e+00,4.535504379106817474e+00,9.124416141815931969e-01
1.464099520665231191e+00,3.936277024414491787e+00,1.132480778087469497e+00
1.734729890768669680e+00,3.648191808351614718e+00,5.885870404474835560e-01
2.022995742360821581e+00,3.675384186408599430e+00,1.062524850038262247e+00
1.930650751719826808e+00,4.003096620216390455e+00,5.169042727736770093e-01
3.036914203483319419e+00,3.564538033140530526e+00,1.486252572225493118e+00
2.206005117106280000e+00,3.070070177820069635e+00,6.633786496611872030e-01
2.736668064128174649e+00,4.618187238038300002e+00,1.202086361095266120e+00
2.498991866762588998e+00,3.963045113082595883e+00,5.506426760622897820e-01
1.837161216815885290e+00,4.428359350078365786e+00,4.062112619254791834e-01
1.894571200137215472e+00,3.009297398062213968e+00,1.848699012670145247e+00
2.354645237726220586e+00,4.131103057073316265e+00,9.484077533261683346e-01
1.698195854886816347e+00,4.151517727463101437e+00,1.164098539652887565e+00
2.161769187822028648e+00,2.984617542265936230e+00,6.799540259551114518e-01
2.090182195478701654e+00,4.071805449055072579e+00,1.807617238356078015e+00
1.363053437644138555e+00,4.106046436779442921e+00,8.630567777152482467e-01
2.017876241556543881e+00,4.074209571767928750e+00,8.193446374028110490e-01
1.736645442054202793e+00,3.931510515102156322e+00,1.517055730766436739e-03
1.784831500403982529e+00,3.502997399219974994e+00,4.663824693256042320e-01
1.695386760130171755e+00,4.208903369348081291e+00,1.293450440910963062e+00
2.265978651562615909e+00,3.962383315643779103e+00,1.059695256531645757e+00
2.039336353770302424e+00,4.119117686077568230e+00,9.024630981801390339e-01
2.034834171349086951e+00,4.950968970573934591e+00,1.999021386040379378e-01
2.283440566523958992e+00,3.865926409207706360e+00,1.374281694332839088e+00
2.188133954591058750e+00,4.535822660183019828e+00,4.260928012646096885e-01
2.221669882640235905e+00,3.420560642227486348e+00,1.134955600656292418e+00
1.998346249245696038e+00,2.811485548620891617e+00,1.427295500646026172e+00
1.307574332035963183e+00,3.555997748862042229e+00,1.600016516829148694e+00
2.210082828160675472e+00,3.453847301101227618e+00,1.587343295927930997e+00
7.765997696963538033e-01,4.038407419181604396e+00,1.543902657755843455e+00
1.694332229759629271e+00,3.820611023372538995e+00,9.090574049486928043e-01
2.523806181615166011e+00,3.862059528596772040e+00,9.713171883995872502e-01
2.435909951909553062e+00,4.608014854520443571e+00,7.106249535110871207e-01
3.208295859641203229e+00,3.557030430590346626e+00,1.448185279106168233e+00
2.555852850245394770e+00,2.796315481738310016e+00,8.912725514778691016e-01
2.008345376528519743e+00,4.976023672604192427e+00,6.431543953198264330e-01
1.521629376976736392e+00,4.543031509647703636e+00,5.229003809579655382e-01
1.677410312131886183e+00,4.430085288102877605e+00,7.332109241051161241e-01
1.479077459842377262e+00,3.727612610320742981e+00,2.324587181720608742e-01
1.800870544788468752e+00,3.701268398225107781e+00,1.353242298164386126e+00
8.575221766422524983e-01,3.421024537239167884e+00,7.075635127922543788e-01
2.168548070347223966e+00,4.941798235063285638e+00,7.171962679688628217e-01
1.940467323834522029e+00,4.082237976217243158e+00,2.315653244761038954e-01
2.762246639695053574e+00,4.432156144380810403e+00,1.026699115665146378e+00
1.374826850512353094e+00,3.630297683051191271e+00,4.584844816000385181e-01
1.726387407572658628e+00,3.919618241476795717e+00,1.141546660039679528e+00
1.797814492268322351e+00,4.133160613264124095e+00,1.140018379221555467e+00
1.943212414973250368e+00,3.785322969355361611e+00,1.588056619775563671e+00
2.980555004315706746e+00,4.115678878203548940e+00,4.478727907285837695e-01
1.916022662477919747e+00,4.141985531438603374e+00,2.470445799049828528e-01
1.567756935036815014e+00,4.892570629054635134e+00,4.062857009839023759e-01
1.865065728956599944e+00,3.686884173531526532e+00,6.144359144968045694e-01
2.353127375245671171e+00,3.737164580928600710e+00,1.434830344407162173e+00
1.708280492963737629e+00,4.057890759786143775e+00,5.424874162506119202e-01
2.409311022840009642e+00,3.653560789903380179e+00,9.240762618723225019e-01
2.103562986784236699e+00,4.310221795634445741e+00,1.227450453904115335e+00
1.499395566485756781e+00,3.635842371585120691e+00,1.322835169650313336e+00
1.895639015397166505e+00,3.888730976371584713e+00,1.582521638759178728e+00
2.274328976980520611e+00,3.721130986468174306e+00,2.355424774051476655e-01
2.656457856819645524e+00,3.531732879086475041e+00,6.018638204605739617e-01
2.986565513641731950e+00,3.167021106403828945e+00,7.960847675994707773e-01
1.741179084360453988e+00,4.732327569829672065e+00,3.680688445649500373e-01
1.621672840271406901e+00,2.654466702376576670e+00,5.459815122092424033e-01
2.231642355430443647e+00,3.279907695627496178e+00,9.412534176913993633e-01
1.653131821813253355e+00,3.907563824871230107e+00,1.432073867565719638e+00
1.599600857925445263e+00,4.411599963775914013e+00,1.241160626333543737e+00
2.033242899741011023e+00,2.925447450641105007e+00,1.204148546124331753e+00
1.524567280153519055e+00,3.715017541618059305e+00,1.418225826911350573e+00
1.237190505833767773e+00,4.163235648218538643e+00,1.045881953547759480e+00
3.420140832327985603e+00,4.167415432629571370e+00,1.765746709453199337e+00
1.836183904759637997e+00,3.481723807426492012e+00,4.444677678315579472e-01
2.175584954362233869e+00,4.370834021374907508e+00,1.713092017029048009e+00
2.244848340494120187e+00,3.987522324764173565e+00,1.374094763236386907e+00
1.747722104091495199e+00,3.812526255180081147e+00,1.135696716548074026e+00
1.956856703437549250e+00,3.586176455207428670e+00,1.850754175111125388e+00
1.454836111676679256e+00,4.616487725174545531e+00,1.407559980899620866e+00
2.491645807802073342e+00,3.952434709188859863e+00,1.861026750929495766e+00
1.161734752689741912e+00,4.987705799700655973e+00,1.046974923274927027e+00
2.342930166862999375e+00,4.855434048223208343e+00,7.711191777993996466e-01
1.519807383435119341e+00,3.662974018083120065e+00,5.802516223325775435e-01
2.234102318489350925e+00,3.309716258144519418e+00,1.610339551652518963e+00
2.605450498538361970e+00,3.506793248732303248e+00,1.274221744597216599e+00
2.219235896256684715e+00,4.935365608954183969e+00,1.301791200238185287e+00
2.110967051893875013e+00,3.600001421789976952e+00,1.068010436230966809e+00
1.490395530950126890e+00,3.425724982138335761e+00,9.027154245587871717e-01
2.062636199309845431e+00,4.062051959011793834e+00,1.340871359358573489e+00
1.106398982691649380e+00,3.785596053109493209e+00,8.213443932670588810e-01
2.575046390637361071e+00,4.101994562274198231e+00,8.061090061011975116e-01
2.387922471015538672e+00,3.930394720547486287e+00,1.496267621368377654e+00
2.054461093955997075e+00,3.828390684117144893e+00,3.641541906364631487e-01
1.140891646399918358e+00,4.839108308659926472e+00,1.828361132063439420e+00
1.867593404716649363e+00,4.632426119251645602e+00,8.694898893731846101e-01
2.106862900007429928e+00,4.561652089634648632e+00,1.418852405814683415e+00
1.706602787970971313e+00,4.342058281444887591e+00,1.696293404967434748e+00
1.851954914522158546e+00,3.899170999378684055e+00,1.609778143470526501e+00
1.754782329327136292e+00,3.947064609491797160e+00,3.714431539337881283e-01
2.944776401570127433e+00,3.953029884522976545e+00,4.906616379249008064e-01
1.206306027834557204e+00,4.047629150834014311e+00,1.247014128125277566e+00
2.527564343537069824e+00,3.227848593013010081e+00,4.148309936613145954e-01
1.824521808081199570e+00,4.502587282577826144e+00,1.281866117484060874e+00
9.738537507034579210e-01,3.142809688853129391e+00,1.697816941896047371e+00
2.711808890829760621e+00,3.317455663371266184e+00,1.529282945716228470e+00
2.002161959491118193e+00,3.736652017404857418e+00,6.839332894286100917e-01
1.220315686237404496e+00,4.505438372109874301e+00,3.733878496817719661e-01
1.416620461206453019e+00,4.410351363878355357e+00,1.200536136636413564e+00
2.673711406086248132e+00,4.470017382215230484e+00,1.133219317531021675e+00
2.801468682991993031e+00,4.411303610182878643e+00,1.131794195105151335e+00
2.052762381099141997e+00,4.611012960714658604e+00,7.962683101923235807e-01
1.706911619770775435e+00,4.300563846174575211e+00,1.805955536098840186e+00
2.211741873833512173e+00,4.296304850709089074e+00,1.449853638248854715e+00
1.019125417413039969e+00,4.813011322603871989e+00,1.133313802082926980e+00
1.840574287383467844e+00,4.734039964741477924e+00,8.388624427911978154e-01
1.976505920705846853e+00,3.593728082695655246e+00,1.412458049920742642e+00
1.830405988685642527e+00,4.280637141691144620e+00,1.997360813754561093e+00
1.672703566944544473e+00,3.877788986609473465e+00,8.827035078828303627e-01
2.181181156440529456e+00,3.057557066046935113e+00,1.259169951506749374e+00
2.813532491017064707e+00,5.290116556217095756e+00,8.923890568576401394e-01
1.826182194285588256e+00,4.051174063078473608e+00,4.561795055631967521e-02
1.320999139296475722e+00,4.218248836142501013e+00,1.448880203727550553e-01
2.739373504985030738e+00,4.086349226292708359e+00,8.808025670915125005e-01
1.524330402651318916e+00,4.559825622031796755e+00,2.114088969716124033e+00
1.898543650667827487e+00,3.275020180659844460e+00,1.369935939295350291e+00
1.542743169941241721e+00,3.653260909364454356e+00,9.007220410131372423e-01
2.463257430049983654e+00,3.770928138298756505e+00,9.042522107505379658e-01
2.769469100712313558e+00,4.529964917063970198e+00,1.375727502553324655e+00
1.805828288571528883e+00,3.861114366315461233e+00,9.731133133593974360e-01
2.179426130798923111e+00,4.102105652198394736e+00,1.318602615364069752e+00
1.984159259995084801e+00,4.440786892175395906e+00,1.138516645647626557e+00
2.171708599254666527e+00,4.077202857682724613e+00,2.134555598339149540e+00
1.774211930376123236e+00,4.541584117263412601e+00,1.557436938781206148e+00
1.447613717933901256e+00,3.788531963862913354e+00,7.212235237002807553e-01
2.310297557656499912e+00,3.715863060909843085e+00,4.439320766084540182e-01
2.943254869343837843e+00,3.777258439669960666e+00,1.214932290720988295e+00
1.849253016103899583e+00,3.833065009997602690e+00,7.481972985012719235e-01
2.331131160277258196e+00,4.165070864243472393e+00,1.073393564262333788e+00
1.596639398851313896e+00,2.988606479465048427e+00,5.562260012762370032e-01
2.349036937395148961e+00,4.531684321926139347e+00,9.527969162837851558e-01
1.445961753234453528e+00,4.004014223316394450e+00,1.582287089997139740e+00
1.796734325170531665e+00,4.589452304088582402e+00,2.957340575143350136e-01
2.969826385340553543e+00,3.862074663057761814e+00,4.813737169369938229e-01
1.853306323714213555e+00,3.406678920553225520e+00,1.890962682953341467e+00
1.709118875227561896e+00,4.263559888877696658e+00,3.872047654433743435e-01
1.883070800411369872e+00,3.797664836183999970e+00,1.298325777306820417e+00
9.847223867003611630e-01,4.181852317048647905e+00,5.592290265922348347e-01
1.121214759669930228e+00,4.400726684784079801e+00,8.633793718563574915e-01
2.036715001978294914e+00,2.969708506217340283e+00,7.627245420630663908e-01
2.142969116671115781e+00,4.044572754083517907e+00,1.724951760823647762e+00
1.639961163181191672e+00,4.083921242967538667e+00,1.836766618689945840e+00
2.274179329801799820e+00,3.593651501554470329e+00,1.187564403858889062e+00
6.120777155927350499e-01,4.499034263284216628e+00,2.208547065901014683e+00
1.817470476141002989e+00,4.691410339670198049e+00,1.870441772123374591e+00
1.426929950337293196e+00,3.522746890564929956e+00,1.335923630709021204e+00
2.042803568122899982e+00,3.807160957084051223e+00,7.924757382246896409e-01
2.265542702812363363e+00,3.730340326228564596e+00,3.396732677637018805e-01
2.175791409123525533e+00,4.351310718769499708e+00,8.546232228895082050e-01
2.186624760478714347e+00,4.473910734867401651e+00,7.686529839916266260e-01
1.993403329476732599e+00,4.587375116514880169e+00,4.930211968540257894e-01
2.699088267246148476e+00,3.842710861596252858e+00,1.906782723248282796e+00
1.820675834976116292e+00,4.107082760608229854e+00,1.031707809048430846e+00
1.848341416691904104e+00,4.640462632901785511e+00,8.791804822939212061e-01
2.544300113153799003e+00,3.501343410541145396e+00,5.372418410492133534e-01
1.725143599529389116e+00,3.766715263242994105e+00,8.758205512873824539e-01
2.095596726945814670e+00,3.900051386255177999e+00,2.384507190376652375e-01
2.814062441096881972e+00,3.918299959553748657e+00,1.047246879455030033e+00
2.119160271752828173e+00,4.145409551227201561e+00,1.453694390473529330e+00
1.431707180324096829e+00,3.713964916324703935e+00,5.922269089894300897e-01
2.345007227528769889e+00,3.750553360350491694e+00,1.076736430136382650e+00
1.881495253375755627e+00,4.284649848601985056e+00,1.278699239007297761e+00
1.678429231781486175e+00,4.325249018851505589e+00,5.239978877708654226e-01
2.115982837503379344e+00,3.484182661328738995e+00,6.619594512538040654e-01
2.616668773861879238e+00,3.739288692422436444e+00,1.180408458863150489e+00
2.047364403783727305e+00,3.792616157777715991e+00,1.251215641216654628e+00
2.853925783207291289e+00,3.837516463975276348e+00,1.331573286895407104e+00
2.492794008733680400e+00,4.453960717106073552e+00,8.218645150447370096e-01
1.881753045786389578e+00,4.329281804459021998e+00,1.213578910937010313e+00
2.982594277685421957e+00,3.733296148188124608e+00,1.080477727724616477e+00
1.848500392411785986e+00,4.511254264286970184e+00,1.128105707496661614e+00
2.083982016784156954e+00,3.173234439052246003e+00,1.730163095113133265e+00
2.583741247761267346e+00,3.469288980586157756e+00,5.972492931050505938e-01
1.286891560608548257e+00,4.689778860505001035e+00,3.534293115938588192e-01
1.200661698830965296e+00,5.065158792054132775e+00,6.767389861983961197e-01
1.514610551232783653e+00,3.774827967606238399e+00,1.240145158350515198e+00
3.733944973491285069e+00,4.338521720089102196e+00,1.350007244938349338e+00
2.362840405110596009e+00,4.573135790456048788e+00,2.143930961871952645e-01
2.031181396818650065e+00,3.836089713499838627e+00,5.336073999387798139e-01
2.261280885175932287e+00,4.666027734080662626e+00,1.878932508645696497e+00
1.446666795586491805e+00,4.008954334879478054e+00,9.618811684564171349e-01
1.298431245681361812e+00,4.498429136374481274e+00,1.349551805039792773e+00
2.257198081796591094e+00,4.085726712177991438e+00,1.372094083617877214e+00
1.465634970225247136e+00,3.934909679943025207e+00,9.356920615245307715e-01
1.976341962308558298e+00,4.082441476398090963e+00,2.479236204544058575e-01
2.798659961810183727e+00,5.006143529768944944e+00,2.240974244855335584e+00
2.490309762447063591e+00,3.401688330671658544e+00,8.685492064319807470e-01
2.385500498660203306e+00,3.422080966273819413e+00,7.767517999730881861e-01
2.257754433317072262e+00,4.140709997418124289e+00,5.968755540418202443e-01
1.434567660148528212e+00,3.778634703807895345e+00,1.003775112787869794e+00
1.638552583823839282e+00,3.156499002328255976e+00,1.308092187431787234e+00
2.631587552778769989e+00,3.875133416852490686e+00,1.569988956574292160e+00
1.161911559237684965e+00,4.340116684379656142e+00,8.774652674648633077e-01
2.323046517779554954e+00,4.224611050483757957e+00,1.509355246357429348e+00
2.449806600396058354e+00,3.875860557642725190e+00,1.225498481494260661e+00
2.962176093358132256e+00,4.291106464638590801e+00,1.218449076414297227e+00
1.717102562486928941e+00,3.155181921055173255e+00,9.821351627512634463e-01
1.819210097483408228e+00,4.776644134121458052e+00,7.379274274539819878e-01
1.578735774112788759e+00,3.367676056940028584e+00,1.486939714149469571e+00
1.723635582345624417e+00,3.196489375445672465e+00,1.590624109281385090e+00
1.766822614052596885e+00,3.227444772035325204e+00,1.517492486973215371e+00
1.968776861018838531e+00,4.264980026081522269e+00,1.635157518254855891e+00
1.371662747897002932e+00,5.066096010375011893e+00,1.336188672256770626e-01
2.657837531927238928e+00,3.561374475191886990e+00,1.505169685776698962e+00
2.260025681594374891e+00,3.255855767846324689e+00,1.192313743856890262e+00
1.936900877029317680e+00,4.351191071793144793e+00,1.167005297560559818e+00
2.613854699040563112e+00,4.797695823197419607e+00,1.102960410008712255e+00
2.239249751712609982e+00,3.972807239198535179e+00,6.693077579139870004e-01
2.032753258797153517e+00,3.749617844285915158e+00,8.699390439026830624e-01
1.982668405703160053e+00,3.414345569006381531e+00,5.872654370483918473e-01
1.895888689425223816e+00,3.931080058958918322e+00,7.066430619232733079e-02
1.621857565206230811e+00,3.800104985193829332e+00,1.932493163427435157e+00
2.428152202724593423e+00,4.988801304250784163e+00,8.610422220950131322e-01
1.376388147678934804e+00,4.484192812012835816e+00,3.088430472085337275e-01
1.487877911773596296e+00,3.866414340708918651e+00,1.320316244497688807e+00
2.311526173488079650e+00,3.369831777549709528e+00,7.461271922208803087e-01
2.006209549455589602e+00,3.930117438164386190e+00,1.263197865733864500e+00
1.477463727653017811e+00,4.051008563162760368e+00,3.818152642475982628e-01
1.554077567304574359e+00,3.675656183582533210e+00,9.179144420502052260e-01
2.524313663654909501e+00,4.165402358547900086e+00,1.674738514627835961e-01
2.125525006206810730e+00,3.945780120687861547e+00,1.161105802103590046e+00
2.112181881407469763e+00,4.165809070089439459e+00,1.308326736033869064e+00
2.059815393417055773e+00,4.708048431767209330e+00,3.025339319206205024e-01
2.107068377136910087e+00,4.291612144498978765e+00,6.120251677168017101e-01
1.764267449651666153e+00,3.870195074484234166e+00,8.095815481269275082e-01
2.102179697040557738e+00,4.699140602286162149e+00,1.134159234197321675e+00
2.271570219454511541e+00,4.849133076847055079e+00,1.145652382396511904e+00
1.675486455536206787e+00,3.809707784729341018e+00,9.760147955680831267e-02
1.933386555698166864e+00,3.591494360615564041e+00,5.040480895315687659e-01
2.104008376893799159e+00,3.543392518801895541e+00,3.981793399766959674e-01
2.408538418513519908e+00,4.574266945502772685e+00,1.405640213052153031e+00
3.037608122314295223e+00,3.618731672429027935e+00,1.587559593690726523e+00
1.090072773896432867e+00,4.258856910047561506e+00,1.410502554794317520e+00
2.159610849704741042e+00,4.394080534861625864e+00,1.033477284038182731e+00
2.093201982332669964e+00,4.086205697267538461e+00,9.483587592467035421e-02
2.073307732646189727e+00,3.835685869647152746e+00,8.547439316226269623e-01
2.295067671568664647e+00,4.096678504694913237e+00,7.618115018639508573e-01
2.135228337898908091e+00,3.800993569336005518e+00,9.120661016150806155e-01
2.403359203933113086e+00,3.249771369977735525e+00,4.329957190006639145e-01
1.665193093864425045e+00,4.088435661839201707e+00,5.726001440074793836e-01
1.659725757762507303e+00,4.390765137363458415e+00,7.227976324941922659e-01
2.357587458910617162e+00,4.013007313788644836e+00,2.570916472029947109e-01
2.373595868335383940e+00,5.046684398216750189e+00,2.746253577601405205e-01
2.070991065424740540e+00,4.317366177930761495e+00,1.030379325398412593e+00
1.703859107757908831e+00,3.976684325305400058e+00,6.476461712176440066e-01
2.050863550717580086e+00,4.413447452874110333e+00,5.485826681841177166e-01
1.841321313881876254e+00,3.892974811125288870e+00,7.609621885312628509e-01
2.328604263547151554e+00,3.402488240447435697e+00,4.394209142399885248e-01
2.504412101373823862e+00,3.446841535233947873e+00,1.085237642224330390e+00
2.906814944698689729e+00,4.196773936645917580e+00,4.742096566773045252e-01
2.297637329328645173e+00,4.208719623885466277e+00,1.181368173261901688e+00
2.598961460488469211e+00,2.930474047601445697e+00,1.489640956003635219e+00
1.752521551512421061e+00,3.901721907402726952e+00,1.583865470352992411e+00
2.511416157744470912e+00,3.612596677024439984e+00,8.611992138334654268e-01
2.195563232703508394e+00,4.404714495298806654e+00,9.531779479699808988e-01
2.180426870447231380e+00,4.571730478817459975e+00,8.669327639342490066e-01
2.068156815979272700e+00,4.644177089579283546e+00,1.236054111518545273e+00
1.828783265940817637e+00,3.667472525727966559e+00,1.485141710109652013e+00
1.457364581003424808e+00,3.378717195006902152e+00,1.062259651221928003e+00
1.644561936101885946e+00,3.645483172096022351e+00,1.204851974073152476e+00
1.696983482882677752e+00,3.520056915656381236e+00,1.280064535833386197e+00
1.515208602833603369e+00,4.003666873897769207e+00,1.538844911573821861e+00
2.183678279394248634e+00,4.340234397646739239e+00,8.346405032896480058e-01
1.630254306599871805e+00,4.373951102200319241e+00,2.069962039319599434e-01
1.587464872773344471e+00,3.590100099231813502e+00,1.595273780034289990e+00
1.922379530087097166e+00,5.022810059522851311e+00,8.473236413694859026e-01
1.290977530038836640e+00,4.814999986662346743e+00,1.274382523498302167e+00
1.839755789835411548e+00,4.117019074145622071e+00,6.129410586171164521e-01
2.110894516849731950e+00,3.622207973730322106e+00,9.482145043510088467e-01
2.213934913360831924e+00,4.885393151364912256e+00,1.354049155470335108e+00
