# d_0,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9
9.000000000000000222e-01,9.000000000000000222e-01,1.556370942822390413e-01,1.148111929013365673e+00,2.975698542606428770e-02,9.191950351091590088e-01,8.612635153495733914e-03,6.841766004769882503e-01,3.549942210102706008e-03,5.021990234214688265e-01
9.000000000000000222e-01,9.000000000000000222e-01,1.186712345061484930e+00,7.336900246365242184e-01,1.628438288848250926e+00,7.996829510737042401e-01,1.902747247233685268e+00,1.190999456793836453e+00,1.528793922497164504e+00,1.723360523428051794e+00
9.000000000000000222e-01,9.000000000000000222e-01,7.957224506868882941e-01,4.667529179019930252e-01,1.018301561723492288e+00,2.541993017837905211e-01,1.530254924463027022e+00,1.770069366569722025e-01,2.381239518442279213e+00,1.952027798383118296e-01
9.000000000000000222e-01,9.000000000000000222e-01,1.102387968766165294e+00,4.883174441051135184e-01,1.491395337678399047e+00,2.944677774833805439e-01,2.111062142037600786e+00,2.124686078414610990e-01,3.034758459419064636e+00,2.018337323897366198e-01
9.000000000000000222e-01,9.000000000000000222e-01,6.792803797635094121e-01,3.496445083013662858e-01,6.693833474050471244e-01,1.276572305208868441e-01,7.297213255392318576e-01,4.755647272254076574e-02,8.248710231451603647e-01,1.867310489836641538e-02
9.000000000000000222e-01,9.000000000000000222e-01,5.602735537164501567e-01,5.893246453514469074e-01,4.492230221486308572e-01,3.668851835625416835e-01,4.268485273191108820e-01,2.250103650109711861e-01,4.509293020027736465e-01,1.380903971501639682e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.482049514028418002e-01,1.599447734179366254e+00,1.110364480049019636e-01,1.296696365773075232e+00,5.912625902603380751e-02,8.375797267161161352e-01,5.001261260078516957e-02,5.155725838834003261e-01
9.000000000000000222e-01,9.000000000000000222e-01,2.843618796717544694e-01,1.251318353828233754e+00,7.262773765613574073e-02,1.276287294039399223e+00,1.959141768018199045e-02,1.190134725700469298e+00,5.976638914585155268e-03,1.085259525837062311e+00
9.000000000000000222e-01,9.000000000000000222e-01,7.285620413207706259e-01,4.477522838324083931e-01,8.123432467808749946e-01,2.211746945459970581e-01,1.057739945340677279e+00,1.142623359931415339e-01,1.481023171554850304e+00,6.454994136486083556e-02
9.000000000000000222e-01,9.000000000000000222e-01,6.061220285110502370e-01,5.725994711235433687e-01,5.882911929300317366e-01,3.239660305902223314e-01,7.155696667718208781e-01,1.928299268619053097e-01,9.717478457989031648e-01,1.352522665660313428e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.757067317599817602e-01,4.985341707503706532e-01,2.735616625080360964e-01,2.075663927138041431e-01,2.673916035032926630e-01,8.231674778908018575e-02,2.947962496067492721e-01,3.310807003651485697e-02
9.000000000000000222e-01,9.000000000000000222e-01,3.829185619201121993e-01,4.759433431729220287e-01,2.702978110317836857e-01,1.923348653732172286e-01,2.467302812938075018e-01,7.322525995501613649e-02,2.495593613798933463e-01,2.764923760438467437e-02
9.000000000000000222e-01,9.000000000000000222e-01,3.747926381108734883e-01,6.776975121018551373e-01,2.278190759360797790e-01,4.064766409796188307e-01,1.889586109247445578e-01,2.289097890511744005e-01,1.892626332852570537e-01,1.272815931084829710e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.470669320390145085e-01,1.113168117880323438e+00,1.233550024015919871e-01,1.064235056142859515e+00,4.971771756418311844e-02,9.278482416029438795e-01,2.384130194385084694e-02,7.843833447620917054e-01
9.000000000000000222e-01,9.000000000000000222e-01,9.756577760360756191e-01,4.718414315244169321e-01,1.541865327533575414e+00,2.832942053011184846e-01,2.793499064868343318e+00,2.483528048433282509e-01,4.702014585803657276e+00,4.387311438630748794e-01
9.000000000000000222e-01,9.000000000000000222e-01,2.797270174904443185e-01,1.121726235925091908e+00,8.113921621263706085e-02,1.054230716334112694e+00,2.721308634156719558e-02,9.133714892151129083e-01,1.092669601295219277e-02,7.734715591645338062e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.965140119609061431e-01,1.221132494784685774e+00,3.709593341406202116e-01,1.187702890648634879e+00,2.475290897176929406e-01,9.362774417230337320e-01,1.860736026175132951e-01,6.619396341937404671e-01
9.000000000000000222e-01,9.000000000000000222e-01,1.311061574786247519e+00,1.369827325607370971e+00,1.000549707907914643e+00,2.231274355153193056e+00,4.264188270299583694e-01,2.486745115571000753e+00,2.026382429301542831e-01,2.103113760186118952e+00
9.000000000000000222e-01,9.000000000000000222e-01,2.188362330040030390e-01,1.295799989631582605e+00,4.343547251543693893e-02,1.256414361282222503e+00,9.984905961116398790e-03,1.118637065224695970e+00,2.798650011795492283e-03,9.793955438496423360e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.601929908609584396e-01,5.089345978482485711e-01,3.592158719404545120e-01,2.761832931074089115e-01,3.565038774430158153e-01,1.486941185910710117e-01,4.029062468142525222e-01,8.039373686362173699e-02
9.000000000000000222e-01,9.000000000000000222e-01,4.789453289415380732e-01,9.301865791691201757e-01,2.608050762703973957e-01,8.701447292913028209e-01,1.557269913103249692e-01,7.747231687748679096e-01,1.041397776390542707e-01,6.734656825885663167e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.617941200114674460e-01,4.503577212903393523e-01,5.615194943973315089e-01,1.940829738583086383e-01,6.990783634000733437e-01,9.073226025673288009e-02,9.476997790317189807e-01,5.237102002800250733e-02
9.000000000000000222e-01,9.000000000000000222e-01,3.036507109861000808e-01,1.343100459868297181e+00,7.378388941917049526e-02,1.494792536055002063e+00,1.646662074128701220e-02,1.518917749799012507e+00,3.657901522313072862e-03,1.510699568000976711e+00
9.000000000000000222e-01,9.000000000000000222e-01,5.944922850717461182e-01,1.299262068002949855e+00,2.948949339958232274e-01,1.496077320452716242e+00,1.363620790943706196e-01,1.470005116617654206e+00,6.827637431937635948e-02,1.340458494570128556e+00
9.000000000000000222e-01,9.000000000000000222e-01,1.197644647515741623e+00,7.074121404040426553e-01,1.731973497258794570e+00,7.618887412910739787e-01,1.968805845981818070e+00,1.147688901481825230e+00,1.381179225060944038e+00,1.492444364116666922e+00
9.000000000000000222e-01,9.000000000000000222e-01,4.023037654312372480e-01,6.775977434899601581e-01,2.422796573751065385e-01,4.212657787790811681e-01,1.870568406127268990e-01,2.458752471566515441e-01,1.691654913891584289e-01,1.404185156720224037e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.762129398258590163e-01,9.518921246927963820e-01,1.787255472689463498e-01,6.948385942867724152e-01,1.084866021514855616e-01,4.444396925592089542e-01,8.002954104515130895e-02,2.705581250455281750e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.331804269750711645e-01,6.524684588635250027e-01,2.022083177577809199e-01,3.673205920181486506e-01,1.787559080106879417e-01,1.954961320274364034e-01,1.952247951883615551e-01,1.039354065125120408e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.312836316532911773e-01,5.863949489383067926e-01,4.078191150945228993e-01,2.989312828023557023e-01,3.740487739976434689e-01,1.410740037082959253e-01,3.756330470770690710e-01,6.560194350093956350e-02
9.000000000000000222e-01,9.000000000000000222e-01,6.278791290102110345e-01,2.993548605325397904e-01,5.947952589879599294e-01,9.500398006347227087e-02,6.227875478559731226e-01,3.018743098290442572e-02,6.730375909628425468e-01,9.742246226713921486e-03
9.000000000000000222e-01,9.000000000000000222e-01,1.300457560662139134e+00,5.635541212323548210e-01,2.077347883929741013e+00,5.764502659915594629e-01,2.811520541800603290e+00,1.189258295882140715e+00,1.930331254661798557e+00,2.490754128359210728e+00
9.000000000000000222e-01,9.000000000000000222e-01,5.918444859205299613e-01,6.444449182007984112e-01,5.055554901126558809e-01,4.212580849442152942e-01,5.255197187199184272e-01,2.715050498855826056e-01,6.191602480373220585e-01,1.801286753911161831e-01
9.000000000000000222e-01,9.000000000000000222e-01,6.389724538514819363e-01,4.461540495777034376e-01,6.053670614448777298e-01,1.964690121004704082e-01,6.590757437592160706e-01,8.778472551004673496e-02,7.612039245299228041e-01,4.223915226215337743e-02
9.000000000000000222e-01,9.000000000000000222e-01,8.790730968094353504e-01,2.675547372787424605e-01,1.356770818891593677e+00,8.425357575249560471e-02,2.388140166564868494e+00,3.149174642248506184e-02,4.366095348516680019e+00,1.654877945362867586e-02
9.000000000000000222e-01,9.000000000000000222e-01,6.418430631158520416e-01,1.276426192206757015e+00,3.550442923067322343e-01,1.308648535847535932e+00,2.258906799125344478e-01,1.078125855302771052e+00,1.926927367915104716e-01,8.198731202762856718e-01
9.000000000000000222e-01,9.000000000000000222e-01,6.751400822089600462e-01,4.151575819260804323e-01,7.786258073018582637e-01,1.886415045760056752e-01,1.084954212685466546e+00,9.366679749638076591e-02,1.634163062371625896e+00,5.578771914998850723e-02
9.000000000000000222e-01,9.000000000000000222e-01,4.154071929588979417e-01,6.677620273446203125e-01,2.678684949774641777e-01,4.459780440360442411e-01,2.256092317848641671e-01,2.884599900253993487e-01,2.277726967689375215e-01,1.853523735748407175e-01
9.000000000000000222e-01,9.000000000000000222e-01,7.391386424700215896e-01,7.457411542803806803e-01,6.792688965278954605e-01,5.427174141038882960e-01,6.954710868138568314e-01,3.858322939637289228e-01,7.669235702816908917e-01,2.894394826220424988e-01
9.000000000000000222e-01,9.000000000000000222e-01,8.674281057013788487e-01,8.646597915787628263e-01,8.640517474928178787e-01,8.246864902929883501e-01,8.891266482785027403e-01,7.900739518460963007e-01,9.376312783846804111e-01,7.683633861966985279e-01
9.000000000000000222e-01,9.000000000000000222e-01,2.434887577581803797e-01,6.547626045501647729e-01,1.137565361985273665e-01,3.361387997147723961e-01,7.945164060650940219e-02,1.599870299057479239e-01,6.822395550598747693e-02,7.447748499003245537e-02
9.000000000000000222e-01,9.000000000000000222e-01,9.139809553764687289e-01,1.085759265973234466e+00,8.193503465664242480e-01,1.240565013912752201e+00,6.985360824361129817e-01,1.222989401217783545e+00,6.354780609634094191e-01,1.068248642536911319e+00
9.000000000000000222e-01,9.000000000000000222e-01,9.216315189570445376e-01,6.164132806162043732e-01,1.068529379981846050e+00,4.445669115895396484e-01,1.326897790301081681e+00,3.619739916921986267e-01,1.688581581977174562e+00,3.549791397784428648e-01
9.000000000000000222e-01,9.000000000000000222e-01,8.340016966234485851e-01,6.756964217579500831e-01,9.418796141468616101e-01,5.239310670826271554e-01,1.160935018969506016e+00,5.043162129805909277e-01,1.351125744438766541e+00,6.439767123208832711e-01
9.000000000000000222e-01,9.000000000000000222e-01,6.125665679453069501e-01,4.057491353756935704e-01,5.283230147870465743e-01,1.763179096185933381e-01,5.069000094638792531e-01,7.580920435951225833e-02,5.093681870530636369e-01,3.253844419200711130e-02
9.000000000000000222e-01,9.000000000000000222e-01,3.439688269536836374e-01,6.980343572966345445e-01,2.068216402244053287e-01,4.242852926573754679e-01,1.825820117226133188e-01,2.437681697809804815e-01,2.036987206168491549e-01,1.401187178110381293e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.771565089998409448e-01,9.525369815208999391e-01,3.866693843914240647e-01,7.499763966996005893e-01,2.900005726274822448e-01,5.030170891339060812e-01,2.416312519733882502e-01,3.113273122935704129e-01
9.000000000000000222e-01,9.000000000000000222e-01,7.766080429161845711e-01,7.217443357186842379e-01,7.361039993025757511e-01,5.651943871795630514e-01,7.542883993568899603e-01,4.412987506160374607e-01,8.205678893612757818e-01,3.490098127579743248e-01
9.000000000000000222e-01,9.000000000000000222e-01,2.751747478271769354e-01,1.087890044225261255e+00,1.045307812489247173e-01,7.342443807625899099e-01,6.406014261331295645e-02,4.304499508411152586e-01,5.485994146793112675e-02,2.438581611556548956e-01
9.000000000000000222e-01,9.000000000000000222e-01,2.476120915384409371e-01,8.466570713838031947e-01,8.653802138600087679e-02,6.374458875148076853e-01,4.091112766099822690e-02,4.534899118330936729e-01,2.458053546110805510e-02,3.169658316479687099e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.870427283279363473e-01,1.622724961370703323e+00,9.748454698255545892e-02,1.899425796825307877e+00,2.203520027847895302e-02,1.886911187522675837e+00,5.286020543588719825e-03,1.802831027946931508e+00
9.000000000000000222e-01,9.000000000000000222e-01,5.642517203440741147e-01,3.007537098079732796e-01,5.359774917551224371e-01,9.005619213566884440e-02,5.815114724850904970e-01,2.729252077318305297e-02,6.562089535067568979e-01,8.677164939865443516e-03
9.000000000000000222e-01,9.000000000000000222e-01,7.516725746628781790e-01,3.575394714365228710e-01,1.144117612247834925e+00,1.422566967960790796e-01,2.209088780663544416e+00,5.702374235368069116e-02,4.686529223720246939e+00,2.327422754201540975e-02
9.000000000000000222e-01,9.000000000000000222e-01,6.506639543620176269e-01,1.117230468720522785e+00,4.280002698851644860e-01,1.078114954290449790e+00,3.222151644029375706e-01,8.845952380949314575e-01,2.996612897367975648e-01,6.831795880159183820e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.696044975467112081e-01,6.403542878794814541e-01,2.220328809829104633e-01,3.671416952452171700e-01,1.778969816880236476e-01,1.978461187814333777e-01,1.684301290121697769e-01,1.047672508753922926e-01
9.000000000000000222e-01,9.000000000000000222e-01,8.918534148733027189e-01,3.608202058206922969e-01,1.150269626131372069e+00,1.500307787328563347e-01,1.642604586413743739e+00,6.894142589356781758e-02,2.439719252120911008e+00,3.757648502158897341e-02
9.000000000000000222e-01,9.000000000000000222e-01,3.357237202222927985e-01,5.103495112065215000e-01,2.226842146962565716e-01,2.453693887842424148e-01,2.041449328282677889e-01,1.140944119100916893e-01,2.184741460015275083e-01,5.305355941288292243e-02
9.000000000000000222e-01,9.000000000000000222e-01,5.010211714000487593e-01,3.249724320660979382e-01,4.934032258427092366e-01,1.005061410452865317e-01,5.883513638512842814e-01,3.275847626276126578e-02,7.430297869809171507e-01,1.215147357272555566e-02
9.000000000000000222e-01,9.000000000000000222e-01,1.161251266595529241e+00,3.084136688225730949e-01,2.005256272340609769e+00,1.196626612807865087e-01,3.795685517850718949e+00,6.215425198253989036e-02,7.355760993596239139e+00,5.846411702934644489e-02
9.000000000000000222e-01,9.000000000000000222e-01,1.529382435645532556e+00,1.044722598487268783e+00,2.161422015940171359e+00,1.328672558427456352e+00,2.200769460939937971e+00,1.782582848589410185e+00,1.454805140945544917e+00,2.267873089161895894e+00
9.000000000000000222e-01,9.000000000000000222e-01,8.428787028379660651e-01,6.851868901689571745e-01,8.430027255008984977e-01,5.171695113755493400e-01,8.862304508165167460e-01,3.931748066518746532e-01,9.659584118341519865e-01,3.048896075973818731e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.732135801344305448e-01,6.898110884030201895e-01,3.463999438887705451e-01,3.853972755819086715e-01,3.341295467746071557e-01,1.997514855294350022e-01,3.750627490295872501e-01,1.056948718639905554e-01
9.000000000000000222e-01,9.000000000000000222e-01,2.810652790007452939e-01,1.485156164363489628e+00,5.711708327977108729e-02,1.645712312148712053e+00,1.087111246979391432e-02,1.635894070684229984e+00,2.148046821514709367e-03,1.591907672360175718e+00
9.000000000000000222e-01,9.000000000000000222e-01,7.273487154559112877e-01,1.372772865704650513e+00,3.977439225344671092e-01,1.678938116699304928e+00,1.921693498874251227e-01,1.652370031358715075e+00,1.044066588436188825e-01,1.456922732359133832e+00
9.000000000000000222e-01,9.000000000000000222e-01,6.042282433318040269e-01,4.990062155248931597e-01,4.925833008794419654e-01,2.549186021783743095e-01,4.479698223964357906e-01,1.261437339491775500e-01,4.309261543383287041e-01,6.163751165502338869e-02
9.000000000000000222e-01,9.000000000000000222e-01,4.734907282174355414e-01,4.410826597245418035e-01,3.909165691711646851e-01,1.811977270945371865e-01,3.997847180951327184e-01,7.269493374046134826e-02,4.457945042251982293e-01,2.988428077993285012e-02
9.000000000000000222e-01,9.000000000000000222e-01,2.971968727939530153e-01,9.955162099211696258e-01,1.216350368230537243e-01,6.652846338987060681e-01,7.273229954676488362e-02,3.876856127145302255e-01,5.664659337896965630e-02,2.168381293194208970e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.875006249797021685e-01,5.590116008962424665e-01,2.868559208352650103e-01,2.760001276305906193e-01,2.964778828627880336e-01,1.319613846113347200e-01,3.599562194936973825e-01,6.527047058947883784e-02
9.000000000000000222e-01,9.000000000000000222e-01,7.858616248458913933e-01,7.015545412034964734e-01,8.828216233019477999e-01,5.454703039809318810e-01,1.157225025301554799e+00,4.789914014298373157e-01,1.543570110808097251e+00,5.251112516908931216e-01
9.000000000000000222e-01,9.000000000000000222e-01,6.658956332688413804e-01,1.150979570029206922e+00,4.497901014139734088e-01,1.192727773250808143e+00,3.143227943857010431e-01,1.055374556220316506e+00,2.443466432593802418e-01,8.536401113484395342e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.483207062791695341e-01,9.002444391192521156e-01,2.792391866914956666e-01,6.738839793560663649e-01,2.497092830581353062e-01,4.628172579511415918e-01,2.952665495447998056e-01,3.208938991667454332e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.550326083915404496e-01,9.394756920681129886e-01,3.797775797125072517e-01,7.533859899480837008e-01,3.299915329099187833e-01,5.429532203870565121e-01,3.539143279961923794e-01,3.872077564205286260e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.767953647858991006e-01,9.435171797641602742e-01,3.681271742237786082e-01,9.115749705398884517e-01,2.526625454993426390e-01,8.389735391246112561e-01,1.930533240003053652e-01,7.523524053943616563e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.367285326078930163e-01,4.663792994017152971e-01,3.370333161732637639e-01,1.984068376671442591e-01,3.287883839262079610e-01,8.129694292598095562e-02,3.539323285723119938e-01,3.360789226434448412e-02
9.000000000000000222e-01,9.000000000000000222e-01,6.093231983314486566e-01,3.709284010774128726e-01,5.831532665523848635e-01,1.489136094261723497e-01,6.428988525393679598e-01,6.005896358811773500e-02,7.498902630875413644e-01,2.464583581052791697e-02
9.000000000000000222e-01,9.000000000000000222e-01,3.476937192459413906e-01,2.882048468181905854e-01,2.734319626149904203e-01,7.183393098261822707e-02,2.645143801182429644e-01,1.727791814859004974e-02,2.692535254845173642e-01,4.153524630943431634e-03
9.000000000000000222e-01,9.000000000000000222e-01,8.648262390551152423e-01,7.211261260425814168e-01,9.470330470754255714e-01,5.935024086053213299e-01,1.110906478147495324e+00,5.567907969460106354e-01,1.286371597234855280e+00,6.278124576577976956e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.573162191194411141e-01,4.493313047121518800e-01,2.870028791605273022e-01,2.184808748394803379e-01,3.272143505479553349e-01,1.061442315456559288e-01,4.419584125802343832e-01,5.201904572042562874e-02
9.000000000000000222e-01,9.000000000000000222e-01,8.199321322348628316e-01,8.261908472776646750e-01,8.239632404822682110e-01,7.243412211571097492e-01,9.018055038606246354e-01,6.683234798015544875e-01,1.005536757114090296e+00,6.907021932213320836e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.203428188687376776e-01,1.085122164478293794e+00,3.213838497508476055e-01,8.298598500442756487e-01,2.713310288550339067e-01,5.328226222745200413e-01,2.963623211441577254e-01,3.373789460718800703e-01
9.000000000000000222e-01,9.000000000000000222e-01,1.802185395057637751e-01,1.071088504305726552e+00,4.249940789541148400e-02,8.154226280802094884e-01,1.495767629176645262e-02,5.721087968614367858e-01,7.265681031865963389e-03,3.940202822789642956e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.822890545929482076e-01,1.175555593324999482e+00,1.572632605970263053e-01,1.016560829518205589e+00,8.071088687441185794e-02,7.533898662532899637e-01,5.246192982758353385e-02,5.291396559624917950e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.460430326733765827e-01,6.572974221632422731e-01,2.981571059691617842e-01,3.860710923647337478e-01,2.529070645883693680e-01,2.115045365312738790e-01,2.472270602301687992e-01,1.137916907653779286e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.859241611862481491e-01,1.023347321069574711e+00,3.090077731996604959e-01,7.320213061255731457e-01,2.925016469954366261e-01,4.587426985519237332e-01,3.670408675956698397e-01,3.014360544200562209e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.697111761160952748e-01,7.714158797601391448e-01,1.894847934947993529e-01,5.690187663128938311e-01,1.224177116747918737e-01,3.982688669146890459e-01,9.469768885189906726e-02,2.730976976357826214e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.272625880751898531e-01,1.334508674444754295e+00,1.499797020067303310e-01,1.377344312294872752e+00,5.820892866226663048e-02,1.217353317126803391e+00,2.848635066702283336e-02,1.023878728507451097e+00
9.000000000000000222e-01,9.000000000000000222e-01,6.696233096820149999e-01,1.470765703082839604e+00,3.916914702273491256e-01,1.780448596157170549e+00,2.187377796199463931e-01,1.674756351448245084e+00,1.367194585452838340e-01,1.375973408383819985e+00
9.000000000000000222e-01,9.000000000000000222e-01,3.499480550978412707e-01,7.862414411606587494e-01,1.706523027955658411e-01,6.186207523056448387e-01,1.057788484752818642e-01,4.698265070238596963e-01,8.001431593141875021e-02,3.520724528132200826e-01
9.000000000000000222e-01,9.000000000000000222e-01,4.059378653363971967e-01,9.165792158653127686e-01,2.236560314963087215e-01,5.936410716112275887e-01,1.666579439621202197e-01,3.305455106929867659e-01,1.521890562106830436e-01,1.759200285114121964e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.051618868592212541e-01,9.197373746790253879e-01,3.416696246436970452e-01,6.466134796485870639e-01,3.157020356688023388e-01,4.048124606154124838e-01,3.643346297296145009e-01,2.581649082505429460e-01
9.000000000000000222e-01,9.000000000000000222e-01,5.151760754816130383e-01,1.517161355635259445e+00,2.126158391782119739e-01,1.518865874098886515e+00,1.084664742945312121e-01,1.173322993160161420e+00,7.840538839720621878e-02,8.353064901271335385e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.399771165650141702e-01,8.975915449644106259e-01,1.782680489543696511e-01,5.327026356550186303e-01,1.416863525286397862e-01,2.767313702553299559e-01,1.443360663002735689e-01,1.406646042125568319e-01
9.000000000000000222e-01,9.000000000000000222e-01,3.366265314047511836e-01,1.693734628993604607e+00,6.926968756407494987e-02,2.003875322477354892e+00,1.221042663499457767e-02,2.044809739224344725e+00,2.143319879209109463e-03,2.027732589028109711e+00
9.000000000000000222e-01,9.000000000000000222e-01,1.240927692831722773e+00,1.357525131542224539e+00,1.233315118501710606e+00,2.576206954692414008e+00,7.362539246019440542e-01,3.560802790056941891e+00,4.073505642107776437e-01,3.014381759006448114e+00
9.000000000000000222e-01,9.000000000000000222e-01,3.860549938624116550e-01,6.856071225588921125e-01,2.210378010013372974e-01,4.755428158164900498e-01,1.607595549114995970e-01,3.195134515996717051e-01,1.386150380454864439e-01,2.121481134198519858e-01
9.000000000000000222e-01,9.000000000000000222e-01,7.771031707774341823e-01,9.261891357369406164e-01,6.732600345393401353e-01,8.780169291742223603e-01,5.955895967856115192e-01,7.797745708595554825e-01,5.431975209031214558e-01,6.610826364220235840e-01
