# d_0,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9
9.391482053233172200e-01,9.809476445240541409e-01,1.355984387841046246e+00,3.258960581077073870e-01,8.120100047590000925e-01,-1.079402280592576258e-01,1.048757478232488216e+00,-2.225340632703659560e-02,1.742673398130134554e+00,3.062489583707053709e-02
9.027981821246482408e-01,9.643722332349126125e-01,1.321329092175569819e+00,3.144088882540744034e+00,5.736661552985951040e-01,8.714840280948912721e+00,2.755690535765980553e-01,9.190719627209306353e+00,2.549529558834057186e-01,7.476422589126182849e+00
7.898492624179909161e-01,1.021648023314276843e+00,1.368537492859147608e-01,1.041450336808453558e+00,-2.918545924182059381e-01,6.800988237723023522e-01,-2.238455203949517580e-01,1.156888016342496606e+00,2.045552883773401887e-01,5.721705990431713573e-01
9.164273763594235067e-01,1.040294266411818658e+00,8.973495846222270256e-01,1.452385280328322370e+00,8.262168497959878621e-01,2.068216142898303911e+00,7.696887015839070090e-01,1.256575227702286801e+00,6.914414921079589105e-01,5.273095633202096177e-01
8.352365023540569977e-01,1.159634481059391486e+00,4.468337643217435984e-01,1.283157866137291991e+00,5.058076789606524848e-01,1.299821379461239879e+00,3.263075674728613262e-01,8.618385770103766941e-01,4.468803223712862205e-01,7.935934051857391758e-01
7.427492009519638394e-01,8.046205144874537529e-01,3.557663085021958160e-01,4.438553346092359853e-01,3.876190338689488035e-01,-9.030488267419514714e-02,5.159943900456795962e-01,1.745467917397527102e-01,4.852016756953652643e-01,2.663897807520962391e-01
6.887310190830427947e-01,1.045828283916054868e+00,9.781449488121285452e-01,-1.926344987632703787e-01,8.358381313795413270e-01,-1.462501701889845629e-02,8.642389235162163397e-01,4.413451639847966734e-01,1.413800752254336990e+00,1.292711507914651725e-01
1.095487314499425047e+00,8.405547612295565241e-01,7.886196785036532209e-01,2.478896004109407136e-01,1.010896063232968878e+00,-3.413034718261570566e-01,1.990245225204220869e+00,-5.313348844386321934e-01,2.769463295561885197e+00,-3.167423536097496162e-01
1.205821475887873806e+00,7.989330227037513277e-01,5.195821638695374833e-01,5.810193499459838096e-01,4.268799766542792917e-01,3.880275554216549017e-01,4.891818161124245057e-01,1.517229159062346566e-01,5.019800556670332981e-01,5.817507013037546970e-02
6.149895464573245096e-01,7.912311839817466330e-01,5.903414465932101951e-01,2.728181011491892516e-01,6.949492997932339433e-01,-7.645161340490727597e-02,1.137379793941459827e+00,1.396473969866549314e-01,2.236996322432440731e+00,-3.962860575128428903e-02
1.017510590445400043e+00,8.242285718104177539e-01,2.242601489350645183e-01,9.789146344046540937e-01,1.849515479589846079e-01,7.472110763186924354e-01,9.292136258129093940e-03,5.800834763930454718e-01,-1.184422623796969332e-01,3.201382916418918922e-01
9.466933320209883762e-01,1.180959313487910611e+00,2.822470389369392541e-01,1.052947073891461693e+00,-3.523547481194830300e-02,7.232633043798319950e-01,-2.348330649502259893e-01,6.018060591796395853e-01,1.971100398126868908e-02,3.735279998239201538e-01
5.431845550328884276e-01,6.935582466069261098e-01,6.709448314323583906e-01,5.417696925922743656e-01,8.173860245537526437e-01,4.255954454010738019e-01,4.891548922155286583e-01,1.818913238931586240e-01,9.006775072850157215e-01,1.515689951944148850e-01
9.780015905256200792e-01,1.064293276285053880e+00,4.090977428103513835e-01,1.338626102602364032e+00,1.854320436122065541e-01,9.279811163177074107e-01,2.089624242191358561e-01,4.764116089244897490e-01,3.242689083408230033e-01,7.179433320126718532e-02
8.763790509235164228e-01,9.922757340576242591e-01,5.043887272342278960e-01,1.264334094587198920e-01,5.735335827586429680e-01,8.546177124473007536e-02,5.909521666283915620e-01,-3.309381907841137116e-02,8.275342258303439724e-01,-6.623368473073845686e-02
8.387597785138580786e-01,5.182089130984677272e-01,6.337473565541110743e-01,2.184516109289539321e-01,3.320173707707947397e-01,8.614423075542487762e-01,5.085254771782227179e-01,5.516315736362984445e-01,4.707294908604274242e-01,-3.461320923627989599e-01
3.985828440676381090e-01,-3.926212916553356580e-01,6.891690261286775865e-03,-5.505107857975601870e-01,2.091382293564377770e-01,-1.505698161516063616e-01,5.158898008836709792e-01,3.344682423008882299e-02,5.669508650776000636e-01,4.673442207255369407e-01
8.189821355364237387e-01,9.120152817085905861e-01,2.430744788032243864e-01,8.435703951618565011e-01,-2.325000193053133879e-02,6.618267104973912796e-01,-7.672476774133768496e-02,4.355734999409535124e-01,-1.086111314239288778e-01,2.634514656699927793e-01
5.470345953229115432e-01,1.905695211428788394e+00,1.803767726234534186e-01,1.678003119487964323e+00,4.011558327292803483e-01,5.415071104500450705e-01,4.778042970764571074e-01,-6.550225417824351304e-01,6.701365141386677049e-01,1.031722333553837939e-01
9.897688992498034910e-01,8.766670887294862879e-01,9.236899353716246930e-01,7.618415722059411754e-01,1.118699342975318034e+00,9.165089536182889907e-01,1.421150210871206188e+00,4.177609328955189105e-01,1.676151886950370429e+00,6.156766374202533587e-01
1.213652887468634090e+00,6.443023031112808940e-01,5.898761847198351616e-01,1.412289180972809532e+00,2.138464233099678091e-01,1.880866615725962365e+00,2.024286376348301969e-02,1.915855799064232201e+00,-5.564963211171770896e-02,1.798826589681796762e+00
9.595771258641517809e-01,8.333202026213202274e-01,7.427499533959657230e-01,1.182006507512310511e+00,4.584109521780966867e-01,4.836432880095831721e-01,1.041452683260496725e-01,4.877278924110290403e-01,1.143258720701404718e-01,-5.637968453572156369e-02
1.312485007834697015e+00,9.078749048558966139e-01,7.966594984653596612e-01,1.285806465352823391e+00,5.792301807812707537e-01,9.012839438859837626e-01,9.205840748886597869e-01,6.427657050950952300e-01,7.352522394049807453e-01,3.158035162430893328e-01
9.487800356095817955e-01,7.702174608549221535e-01,3.166680677446876979e-01,5.369917784461261112e-01,3.935515569563708960e-01,5.629388253028208555e-02,2.640122350475090918e-01,2.179848693938866155e-01,1.619768621322099644e-01,-6.621964195705759559e-02
7.965349793329165040e-01,1.217310504111742020e+00,1.083589544036331009e+00,4.462204861748140239e-01,1.954173673560720914e+00,3.753792930109619563e-01,3.114379674980668256e+00,2.179284121275698316e-01,5.018257231645200100e+00,5.250608834913845779e-01
1.248786731351402501e+00,1.044809105852453346e+00,6.059720183237709001e-01,9.175584469697306567e-01,3.266663675087525531e-01,7.966229436692482402e-01,7.051843493756339287e-02,7.380565646852370598e-01,5.219485763963385011e-03,8.489088927280981078e-01
8.906227003814140009e-01,1.112607734607785837e+00,4.139878019457041702e-01,7.637587722526208989e-01,6.738637388672509554e-02,8.573692885756509785e-01,2.032950843418012549e-02,3.658712651320560338e-01,9.373445907258820542e-02,5.702642794876893184e-01
7.883101565584037518e-01,1.031014792222259890e+00,8.053461792902605332e-01,2.624581288010523483e-01,6.370097620243407865e-01,1.789631575953882225e-01,1.023710116363014899e+00,8.430350917615030137e-02,1.549341755408642163e+00,-5.812790167293487020e-02
1.225895202727824707e+00,1.247925857591283938e+00,8.930589287392841635e-01,9.936534939938508337e-01,5.951596191378966116e-01,1.741289919407635001e+00,4.262308206076012018e-01,1.897229363134659286e+00,-8.590667831580633962e-03,1.197588014711325144e+00
1.012200837845808721e+00,9.314459965823479459e-01,1.525084185806104387e+00,7.452702017389361000e-01,2.857342964384943507e+00,9.144332212877243071e-01,2.436424972935373745e+00,2.450574810995273634e+00,1.048804650192737054e+00,2.782011442529046086e+00
9.684617401099220313e-01,7.558719302438219323e-01,6.932903985828687832e-01,4.425747383782869804e-01,7.210759600960946480e-01,1.657690669342400946e-01,9.329673997600693713e-01,9.091652570707281500e-02,1.468030808177746449e+00,2.536506888832619488e-02
8.517766020285502115e-01,1.047370851993565388e+00,3.308607520703197302e-01,5.398860290861542399e-01,6.838196520045732862e-01,2.816704811416400611e-01,1.187833752782371022e+00,-1.206076937264542182e-01,1.663760353561180017e+00,-1.748589096268263199e-02
9.209914074362431924e-01,7.661591657382551546e-01,6.892257475110330489e-01,4.819876981582968956e-01,1.071492670126742874e+00,4.147985012482902634e-01,1.324210461187709242e+00,6.483078614538995144e-01,1.382712425692109059e+00,5.318878597622739290e-01
1.245273719443802385e+00,9.933107371634237737e-01,1.064816789980413070e+00,1.055239580194178295e+00,1.108774105995928183e+00,6.452153028443970983e-01,1.153397596525795876e+00,3.801494760609812062e-01,1.277885729478865473e+00,3.809117938826032113e-01
7.426115665765347096e-01,8.996615910775865865e-01,-1.353937842221375476e-02,1.032197436387370493e+00,5.785908746176342266e-02,7.629678880362876781e-01,-8.220856921179553467e-02,4.984057157917737291e-01,1.422545137127301240e-01,3.179326277661327915e-01
6.732193575838010258e-01,4.308804180972252706e-01,6.201335116713924123e-01,2.614576384218477489e+00,1.726855432809986657e-01,3.868557396051583108e+00,3.523113240681438052e-01,3.243063135872652936e+00,4.706540666479958057e-01,2.417814598291916361e+00
1.001723619385437747e+00,9.651999776844302215e-01,5.762836079509932041e-01,6.390544044265917822e-01,1.026839438701894203e+00,3.462247467528706268e-01,8.393922069204798886e-01,1.909687979215556330e-01,3.322861556288304596e-01,1.220832825602692767e-01
7.505228036083030352e-01,4.410645993149385768e-01,2.973674200284129321e-01,8.131543483603632660e-01,3.779147132850209645e-01,3.875247435584786571e-01,3.489061157745696473e-01,3.808607359424514005e-01,7.049943874184039228e-01,5.866577245460158352e-01
1.206802592002691021e+00,8.216452255196708965e-01,4.689707017569100800e-01,3.776314269485213093e-01,6.052512383237950155e-01,2.482142561003806702e-01,5.234975344254717555e-01,-5.293415679469021251e-02,2.520513950973275463e-01,1.114442040892014117e-02
6.817866887305421564e-01,8.648748585343375428e-01,7.837704679510100192e-01,-7.854297102908858186e-03,1.043075332701823621e+00,-2.867310286987047041e-01,1.431155310997435981e+00,-1.358112490522885019e-01,2.075845926058614843e+00,1.415783221744745801e-01
3.904469584819781902e-01,6.526860225149707651e-01,2.068874260738355897e-01,7.063079619614072158e-01,-5.990600504797105597e-03,3.830265442053546465e-01,-1.668757298852912574e-01,-9.216635618113061534e-02,-3.765105451290057248e-01,1.164192066835761236e-01
8.960246075541510313e-01,2.073270426590767546e-01,1.027878504683869210e+00,1.058759486847058451e+00,1.055537940771110073e+00,1.273759620407318272e+00,8.269749335860459016e-01,1.440486101051313028e+00,6.378516884694359623e-01,1.363333532875483867e+00
9.427073321160261976e-01,8.386147995350835549e-01,3.391303616541608279e-01,3.325451287085058327e-01,1.457409254976924362e-01,-1.229399328462186386e-02,3.246564170883741163e-01,-2.698741039253799850e-02,1.910713039892715792e-01,1.129127681042176451e-01
9.244150228235322730e-01,9.051013988506262375e-01,8.885403680424006634e-01,8.834838582127357842e-01,8.634177437524600540e-01,8.562809849882548896e-01,8.899113884125120499e-01,8.290918369735795768e-01,9.142726204655017286e-01,8.004556098504467254e-01
8.903675306504715836e-01,8.601815842067843665e-01,6.695851512366334246e-01,1.035584808036481563e+00,1.628787723414705513e-01,9.265920107913062642e-01,9.541774181177649361e-02,5.481936388656319936e-01,6.783176009115687854e-02,6.689694623751916147e-01
6.834994434245027506e-01,9.015850482186692494e-01,4.573557526333622003e-01,7.401800266360346603e-01,5.783861311980487141e-01,3.055854179026822326e-01,4.765688908647836008e-01,-1.069582767678103896e-01,-2.003814384954885064e-01,-3.148270969864694346e-01
9.175710392328355614e-01,9.911300317453276554e-01,7.372066860640160701e-01,1.471282622942478913e+00,4.880648042111671581e-01,1.559659325236126159e+00,-1.707819629857986743e-01,1.255200232477157840e+00,-7.184545935432404273e-02,9.089632236970821566e-01
1.174902657333726230e+00,1.112138942871145231e+00,8.264881320939958531e-01,9.706887408483566571e-01,4.426808404065806224e-01,6.537868895994569662e-01,4.448220480603317650e-01,4.370758506063221471e-03,3.142852695997260248e-01,1.682591724696666513e-02
6.894565787649546973e-01,7.479145217248645006e-01,4.431387613094050493e-01,1.087390658110515940e+00,8.202615500354397682e-01,5.674541858054088506e-01,7.034434580212164390e-01,-5.148554249510306491e-01,2.544110647822160898e-01,1.583711099455414884e-02
7.965914613514356590e-01,9.986494674451529274e-01,9.852999884908609785e-01,4.208727496033636828e-01,8.485286527082370744e-01,5.730701024502691254e-01,9.776574145973765395e-01,3.799692829234938563e-01,1.265625178632665548e+00,1.574294453729428445e-01
9.885134287565904287e-01,6.641033721221616393e-01,4.005394065696983308e-01,3.141477187792384718e-01,4.692680131652910980e-01,4.711891962211274820e-01,3.067661809055674538e-01,2.389491950341764981e-01,2.784555308917537886e-01,-1.735603463506197597e-01
1.119265930016328570e+00,1.146630918221928308e+00,1.233512773583955724e+00,1.156158319076042718e+00,1.357708028028624225e+00,1.675793499443719137e+00,6.623664124302479639e-01,2.721099053064711004e+00,-2.837696666103250998e-02,3.000963633796704499e+00
8.322213532062934238e-01,1.065265868997533616e+00,5.560895745378919841e-01,5.217624039812627235e-01,3.655763784249923543e-01,6.750365934815748259e-02,5.017019716256057027e-01,9.040063040625304080e-02,9.718789296538962175e-01,2.546378652970884837e-01
6.856566781670251354e-01,1.075765202613759408e+00,3.550547057623032465e-01,1.180060930522832008e+00,2.314945008781213731e-01,1.299617002703773005e+00,1.372810393686687280e-01,9.677477763637910568e-01,-1.615457792684489302e-01,8.284926382330751737e-01
8.841367171253160517e-01,8.096843366571647715e-01,4.865546076067167047e-01,8.129203523095165362e-01,3.470160163819924759e-01,4.487005400554145984e-01,3.044902180439614803e-01,1.042230276865221683e-01,2.221641644166237606e-01,-1.285399589891964289e-01
8.113243942160459632e-01,8.444412893685148136e-01,1.363735346445555274e+00,4.530098917762119815e-01,2.677569082410961254e+00,6.403223219093621132e-01,3.448567328435309776e+00,1.872747792622281748e+00,1.257230814239072014e+00,2.952111629355250066e+00
9.899568689650622977e-01,8.563059168418595268e-01,3.735635256026866857e-01,5.849692007966125207e-01,-1.990307391197987386e-03,3.682242936820416812e-01,-2.761948465200517733e-01,2.122385382908376639e-01,5.738760320193717623e-01,1.668393162549713926e-01
9.915598488973452751e-01,1.012981605375667726e+00,3.524142197372019947e-01,2.433258068280888253e-01,-2.095641521812769414e-01,2.713757463870775100e-02,2.090800893538675154e-01,1.096917498562736959e-01,3.188461619987335016e-01,1.036327933563237352e-01
1.041011596032673570e+00,1.093723935648103218e+00,6.432051899968780351e-01,1.354567907748943867e+00,4.739005879667994581e-01,1.212138307830415096e+00,-1.875117138657673155e-01,1.063376099338483538e+00,-1.734964133932956343e-02,8.595432413871528787e-01
8.953168503985983184e-01,9.292754091599697563e-01,3.791118483986082310e-01,1.715087869254406483e+00,1.098841263405209989e-01,1.676471920429589035e+00,3.894537716309399988e-02,1.366011613157281701e+00,2.393792547295664486e-02,9.770011733477856897e-01
9.335948848941567624e-01,9.594645521968412361e-01,3.714947618624517833e-01,9.151287982761253659e-01,4.122384430637237585e-01,4.853516356195217707e-01,4.782401923262515897e-01,6.683596092417972701e-01,4.403720299327778531e-01,1.049971489426335669e-01
9.436534596121888274e-01,9.716865393873515000e-01,6.397920811059070179e-01,1.104950850943685614e+00,3.743528137295097924e-01,1.077666219682620996e+00,6.118799089440427608e-01,8.940596635797610769e-01,2.590382025175856917e-01,4.658093354940095465e-01
9.865385393045633666e-01,1.087952876160202198e+00,7.025119610382595248e-01,6.273049870571619779e-01,4.980309887335423458e-01,6.060739454698198525e-01,5.523154079459163812e-01,6.563332007054204498e-01,9.843834337096997178e-01,7.261276486550536369e-01
1.048633440435841724e+00,1.039983389026028604e+00,8.691166482433666518e-01,3.620093957076138125e-01,1.745211941292492686e+00,9.569452163672720335e-03,3.882806046607093275e+00,6.060500355914859999e-02,8.653129697182038171e+00,3.359593050194240593e-01
7.898814617122742465e-01,1.008504875040275195e+00,6.507461588113961914e-01,7.306611338617980955e-01,9.823495457037946244e-01,4.433036131565526450e-01,9.373398268148906975e-01,3.519883167090572806e-01,1.158561230332398662e+00,1.238806374811244199e-01
1.083851321896547759e+00,1.634091660867265539e+00,5.354260605862369848e-01,1.266233296991908119e+00,1.635074779351983199e-01,5.192818001688255247e-01,6.398205868408196606e-02,1.180110743375446108e-01,-9.081627301150002607e-03,1.086785157657799844e-01
9.615898924212936683e-01,7.017411202453871510e-01,5.237841229475749261e-01,1.210047348087940122e+00,3.882131982804157277e-01,1.891372072020374162e+00,2.907603753260729063e-01,1.913165977406625418e+00,-5.916123422345223037e-01,1.551867254225283599e+00
6.679647526255256818e-01,6.768644404558291638e-01,3.786475211307551714e-01,8.882069995712156274e-01,9.513272087325268522e-01,7.214873793885748787e-01,1.679686666368549020e+00,6.469574623349705345e-01,1.076957140914490463e+00,8.339913160719334417e-01
1.192991195895224621e+00,7.272878926897134999e-01,6.269150463823351949e-01,1.136142194702434605e+00,1.545246055984408895e-01,9.519572410553562847e-01,5.660868659614256559e-01,7.777663717206851901e-01,1.807986601710452335e-01,2.477932070889262428e-01
6.838719009255281867e-01,7.955724930008264417e-01,1.611116509779515482e-01,7.316649646007418184e-01,6.924656233222610535e-02,3.057747228350319868e-01,3.618526367328601667e-01,1.410970253312520684e-01,4.803288987660332965e-01,7.251051879219165552e-02
9.764537066743452787e-01,7.890085698291233740e-01,1.299562917613864110e+00,2.103237418884131404e+00,7.578631526547940922e-01,3.593993074559937106e+00,2.570024008843193042e-01,3.579690792602390204e+00,1.725724587900179796e-01,2.428638890947505402e+00
8.806014183807614470e-01,7.312991453845105738e-01,4.200589907054911309e-01,1.281483827404506171e+00,7.848288359702140782e-02,1.594628985506066021e+00,-3.312365795505346072e-02,1.381531879806775276e+00,-9.576748316888256118e-02,1.173524062496595244e+00
5.942308237564211115e-01,8.299101235166126411e-01,1.102576321989992447e+00,6.086249911439882698e-01,1.320729496367637701e+00,5.932558986834045589e-01,1.924070293484918537e+00,4.808013227894959996e-01,2.284993494375778589e+00,4.062141841935814068e-01
7.375947814163770211e-01,1.154473569337737260e+00,5.555225051012826487e-01,1.173772152180438066e+00,3.448196229468580287e-01,1.801460812063227612e+00,2.153424157946998985e-01,2.024908525804291148e+00,3.756524914962647843e-01,1.843357109045149933e+00
1.388730371283505294e+00,4.179032071408949611e-01,7.741166341576516396e-01,1.490974543797018992e+00,-4.926285922002349160e-02,1.675256990564829129e+00,-4.713030842104560802e-01,1.475885324417853139e+00,-3.003651260509526133e-01,1.256523366012391785e+00
1.152083842754697329e+00,9.194459451984968723e-01,5.061552419408221759e-01,7.164655447848021774e-01,6.529355370994865959e-01,5.643696928023971271e-01,4.010949041367648515e-01,1.984368363070534991e-01,3.782616391441453452e-01,2.150500791828313107e-01
9.540343870975783735e-01,1.201419743420116371e+00,5.713534020829752480e-01,5.013630912378100879e-01,5.052666745270339987e-01,4.700962110360225044e-01,7.001170589452995197e-01,1.820375944022513681e-01,1.067693016219440683e+00,8.001628873860728852e-01
8.375010925113753890e-01,9.342792946941749221e-01,2.917263716684939667e-01,4.894592995267770807e-01,-3.393191169202500745e-01,7.019120126387037306e-01,-4.791306056081219844e-01,5.101632129230260215e-01,2.657169615761273418e-02,8.890666035334160444e-02
9.392430270203926401e-01,4.833879787942092499e-01,3.879257872293871423e-01,9.194225260360138208e-01,2.046244865439824923e-01,8.876543934827563209e-01,1.813163283099339385e-01,7.262447961832229071e-01,3.089830100844251914e-01,7.041425808855956703e-01
1.053996103568931808e+00,9.101700449912812907e-01,8.079388261116970948e-01,9.213047015556543595e-01,6.729726901911305958e-01,7.081934512893361955e-01,3.923465874662478425e-01,5.145132161502943280e-01,5.763086467875073726e-01,3.398735204370221252e-01
9.679692982215212238e-01,1.115702910202237330e+00,-8.157426337383322235e-02,9.306069284919545881e-01,9.208758562110225254e-02,5.649470368588715985e-01,3.721783834334111418e-01,3.720612347826841027e-01,-1.765227999283355276e-01,2.389694217163751966e-01
7.399514962323756606e-01,9.590269364560617404e-01,1.080250969218988499e-01,7.819203147981783619e-01,6.505177760337574333e-02,4.184911673008899768e-01,2.052795457519318023e-01,1.955158493909125439e-01,-4.823079339352512318e-03,1.054051348877922956e-01
8.798347436893790841e-01,7.732362661449065921e-01,5.360656182982214135e-01,9.435527126006872933e-01,8.678007073637330482e-01,8.191946824789486659e-01,7.922403163381529501e-01,8.252242343290823179e-01,4.284316098103788106e-01,6.916153566080075477e-01
9.875196371374692639e-01,8.950461206072544140e-01,5.676664848609942471e-01,3.854260670678494316e-01,5.641526029484091875e-01,1.521168101772226999e-01,7.904623127961123430e-01,5.669766596682514898e-02,5.993212927058122474e-01,2.267649922355574610e-02
1.104292140699989710e+00,8.752162211657539270e-01,6.810533860015456353e-01,9.498270447656395055e-01,8.096739849211405105e-01,1.006553796908060461e+00,1.339828044535304574e+00,9.046579016117940464e-01,3.051098292875276119e-01,7.211017006929429929e-01
8.995073806423079521e-01,9.357158589857579312e-01,8.924257817199746645e-01,6.805112692392121243e-01,1.058446653066281273e+00,5.067511196654075345e-01,1.345684184110813808e+00,2.128854655938380858e-02,1.710289628747515556e+00,2.097097828473761805e-01
1.044420477842453732e+00,8.890863434341660376e-01,4.484956454687872296e-01,7.685767962063648762e-01,2.217764865570591715e-01,4.611112674835454173e-01,1.499023702806203395e-01,2.413744036759974954e-01,2.612983643255802346e-01,1.968121016335565299e-01
1.586309784620119512e+00,7.918062150233643459e-01,1.002061361472807333e+00,6.500837722078078862e-01,1.219195754071834115e+00,3.492455580191698439e-01,1.872252230018662145e+00,4.164132050371017746e-01,1.974468417753987293e+00,3.772640341183263746e-01
1.069459499065978703e+00,1.058522748997264173e+00,1.599962448414508964e+00,7.289823836009274860e-01,3.709669894825305736e+00,4.383244899830456287e-01,1.048661389374638553e+01,5.093695556951998160e-01,2.519956202080494378e+01,9.905102365963298627e-01
9.056241064412138275e-01,1.016094219224574102e+00,5.645653241177135406e-01,2.952711451201439075e-01,4.879493450344344896e-01,3.365705748060187630e-01,4.484636741131364790e-01,-2.334499680775000141e-01,4.352052076003481429e-01,-4.264749818089318967e-01
9.449709465894231553e-01,6.681851518421781932e-01,6.267856624390345521e-01,3.579215447618554480e-01,6.246714801162347452e-01,4.404815596692110979e-01,5.310338413637145649e-01,4.987136938748809034e-01,6.711269419594143582e-01,5.047461977269654954e-01
9.406640296325357031e-01,1.057210692018440090e+00,4.086356602155602480e-01,6.715051733847198223e-01,3.559783796240034159e-01,5.578087296312221888e-01,1.966533795220413161e-01,4.223514349826813508e-01,1.437994054538952460e-01,-2.339008000909913454e-01
