# p_0,p_1,p_2,p_3
5.903522715154102540e-01,1.004726979270441412e+00,1.289049318151876511e+00,8.242064125790360407e-01
7.688432853770285069e-01,1.426149678548039201e+00,1.224984490212944088e+00,9.168997895118862207e-01
1.297576353754694933e+00,1.015196307970098744e+00,1.100190251130238828e+00,5.291247039856419310e-01
7.549763054416021024e-01,9.740673554702334869e-01,1.303051287415166293e+00,1.339887722819504301e+00
5.104667457883056425e-01,1.371984508345241993e+00,1.858647628755369485e+00,1.048870727207448006e+00
2.704754811806473480e-01,1.768995855754028845e+00,8.165270755670530622e-01,5.029207306613441286e-01
4.235558987256238250e-02,1.030732087647981965e+00,7.463661541582271575e-01,6.993736736710317592e-01
1.385534662865529620e-01,6.630588502354783920e-01,1.508197343931830359e+00,1.127575269423908066e+00
7.403178422283375193e-01,7.458050442427996973e-01,1.380730790755335002e+00,1.403377426966587072e+00
3.093032995078729974e-01,1.537138221727623488e+00,7.513316863021353154e-01,1.153888196078099337e+00
7.758591929573106505e-01,1.633747726582836624e+00,1.209077458457924470e+00,7.898350718529013603e-01
7.208068737174835316e-01,1.047710070859294351e+00,3.649502389479142295e-02,6.673188982717150886e-01
7.945217480402084753e-01,5.388626141833536831e-01,1.019337019873389982e+00,1.013773169519431638e+00
9.138912098969153019e-01,1.389446576235126019e+00,1.427984375002967710e+00,1.328573126385705905e+00
4.483757968363769053e-01,1.247471774461696326e+00,6.855600091901705717e-01,6.724346701776700019e-01
9.382056841093269206e-01,1.551458341358952886e+00,2.577646317493090811e-01,5.954467679441307615e-01
3.534342234411326222e-01,1.527150222310836414e+00,5.354819396552474853e-01,1.681341133401767163e+00
2.505460332110858168e-01,1.164908081090799463e+00,8.049391433459367473e-01,9.164408447976367666e-01
7.960901935845304811e-01,5.669645187645879769e-01,1.519019373801466344e+00,5.219294012836421803e-01
7.902334067592291511e-01,1.440074834659345049e+00,9.653452463872185252e-01,3.756394633855978382e-01
9.202349500962619944e-02,1.170757133028751840e+00,1.274911279609209913e+00,1.282731022367169071e+00
5.487326536081092998e-01,1.501819002973667994e+00,3.307945106816966296e-01,9.812533419686136904e-01
5.290303636891100503e-01,9.139973696154388705e-01,1.638979954536573747e+00,1.816202663818744734e+00
7.339801688891300913e-01,8.498162609345857321e-01,3.024033944150701370e-01,2.113946968338463517e+00
7.669330499113615751e-01,9.092217486318759923e-01,1.299266969839662389e+00,1.450834215335002675e+00
1.955227810555042189e-01,1.715934092098954311e+00,1.279293166542588178e+00,5.375913488027306286e-01
6.652605680053420567e-01,8.082768782044584821e-01,1.564025668342710507e+00,4.805230680556704659e-01
3.926866640440510592e-01,1.648616305677053528e+00,1.122567130952158099e+00,1.398330330728654758e+00
7.568107503912966383e-01,4.727334207428106616e-01,9.119805208119612372e-01,1.350040798038176115e+00
1.004221961770286331e-01,1.868172205151414467e+00,1.277877157610681325e+00,9.604035781826216756e-01
9.751833162331363658e-01,1.529349746182793401e+00,8.746496441710199798e-01,1.338399095929980742e+00
5.478151123093916164e-02,1.254676265721663464e+00,1.002699496692834202e+00,8.567173689274295567e-01
1.837259504197424897e-02,2.039985619108441561e+00,2.939413878922659817e-01,1.689981916935132666e+00
7.618781856314450485e-01,2.668289627993833957e+00,1.437735952525978744e+00,2.976434907795010298e-01
8.672600498436098260e-01,1.433387784970884704e+00,1.371369310448153911e-01,9.496729706347348809e-01
8.290824254574158392e-02,1.424603509636474641e+00,1.232041486975077760e+00,1.209079625611581221e+00
3.287462976708784845e-01,1.482829974255276628e+00,3.376061084358777942e-01,9.234660052660650376e-01
6.754167349520776575e-01,1.766397379944120605e+00,1.522569499632991485e+00,9.182538082542477387e-01
3.662792503289568624e-01,1.937100119332226367e+00,7.931151075614228940e-01,7.435680382036283786e-01
1.884512117609263293e-01,1.518598632920192593e+00,1.464618574007801488e+00,5.051205873806390301e-01
1.090460043160417225e-01,1.377328607613077960e+00,5.665947999204170582e-01,1.259947718709975906e+00
6.413551954962568580e-01,6.775770038336167422e-01,1.501399955723436985e+00,8.285705188930685416e-01
1.933140138655934648e-01,4.500504399645908205e-01,1.744347544887102641e-01,1.183023636723123717e+00
5.790973923887746677e-01,1.076807017694328739e+00,6.179227960479132253e-01,1.897147831879264501e-02
5.608828981892655108e-02,6.597597710400814330e-01,1.116466104411623528e+00,1.433698325947037944e+00
3.480307818039822254e-01,3.026262112237296797e-01,5.028885267823340888e-01,1.210266280968990360e+00
1.082013790907253581e-01,1.453778288905421157e+00,1.081259191094650074e+00,1.704099016540062017e+00
5.750608074972118899e-01,9.279704817536773565e-01,4.462598279690951353e-01,1.054491246563156404e+00
8.092491585749248539e-01,6.883327584279663736e-01,6.117723589517269911e-01,4.945849804109355707e-01
4.132401155921663349e-01,9.615704341394628596e-01,1.715996436341768128e+00,1.833955186277403726e+00
7.067986913639963120e-01,1.930233014188992069e+00,9.151748520571370005e-01,4.707417626251829690e-01
5.541743201191267065e-01,9.615444161399044898e-01,9.653382080550524380e-01,1.386110809709652614e+00
4.544785129421299308e-01,1.984188018306856982e+00,6.403751291714496752e-01,8.452153081372066890e-01
8.623507880741981824e-02,1.764373278522193944e+00,1.242959970926563962e+00,1.640175584855465996e+00
4.291448274619003578e-01,1.100502338263337876e+00,7.179999067585296491e-01,5.807494359265781281e-01
7.870550225458539106e-01,1.214385367425421025e+00,1.305213323675568082e+00,1.466741637262503062e+00
1.125776066659171182e+00,1.298216254552697624e+00,6.726046806457010030e-01,1.473512792480267342e+00
2.686249076814312131e-02,1.403158647257244818e+00,8.240913069151204473e-01,1.192213003060341947e+00
1.026911484209629410e-01,1.143055974766520322e+00,1.354946035982688368e+00,7.757518438314332521e-01
8.608832604330411975e-01,9.379178516798960530e-01,8.551614141027893412e-01,1.209873686169146589e+00
7.882174195065151379e-01,7.019408286353424620e-01,7.902376947660719742e-01,1.065822111526549820e+00
5.935959688246412735e-01,1.673278631906568670e+00,1.066385747747430779e+00,5.520032130243601731e-01
6.094322680682096038e-02,1.488854684279342200e+00,1.947055272540736848e+00,7.694284804601748684e-01
4.950139618967351884e-01,1.350456770651907501e+00,1.541526631527688318e+00,6.457544923031576234e-01
5.123441346995488699e-01,3.396106423000223584e-01,7.254694979091853568e-01,1.792042286377250271e+00
2.090310380247532018e-01,7.664180283300171537e-01,2.579129177355992120e-01,9.665725169502531466e-01
2.437499797846010008e-02,1.693335283473300201e+00,9.445467827762502599e-01,7.816696850931035279e-01
5.377209443889435780e-01,1.332937643487601465e+00,1.363082813366220503e+00,5.029016134860315734e-01
8.935405862519399944e-01,1.569655984285007300e+00,2.333177475781836874e-01,1.153328016274405732e+00
4.318474464835503346e-02,1.498585432034086784e+00,1.185988819660770632e+00,2.958176750808738653e-02
4.874628151847792967e-01,2.612837291893843616e-01,1.186358690776395441e+00,4.977189195363469487e-01
2.517058739854355354e-01,1.687597341766738923e+00,9.464591675220470623e-01,5.141217544705649622e-01
7.571032348524509015e-02,1.496900774530073530e+00,9.954058656463782295e-01,6.290685206690804776e-01
1.868125757596675318e-01,1.826644563102020058e+00,6.920029843125531377e-01,8.768862454219276126e-01
3.901391419349693468e-01,2.242800780616291956e+00,8.620860657988831388e-01,7.820451593911862398e-01
1.117386323644428692e-01,1.389819465480395255e+00,8.756935145892981165e-01,5.908051913830403290e-01
1.026252352694057457e+00,1.374965587277532819e+00,4.187041301223561884e-01,4.353754649837912050e-01
7.809494940300257815e-01,9.243970437450772515e-01,1.243961143919231738e+00,4.949849768865240973e-01
3.181013205536823985e-01,8.548523133239757099e-01,1.218266369098898849e+00,4.795450835243655341e-01
5.096399539777257681e-02,9.542154793223180942e-01,1.597406368551955502e+00,2.045986969407786127e+00
1.151573524676692273e-01,1.391297046708457108e+00,6.763808661360424246e-01,7.818895725012419140e-01
3.346798756747318970e-01,2.084056982180307216e+00,1.540988445412603269e+00,1.641992757000225733e+00
1.708638622367957549e-01,1.114329939653192714e+00,8.496585875663977827e-01,1.033214350559737982e-01
6.806530591476537273e-01,1.655007886045183785e+00,1.218188418794962757e+00,1.028458121399175473e+00
4.646860801402844521e-01,3.863652456836844662e-01,5.409868671920485816e-01,1.132646122932000843e+00
4.953127645938581458e-01,1.549687667430864835e+00,5.593280510043450171e-01,1.213250110071977472e+00
2.972517926938039734e-01,1.695467838010076722e+00,7.617151201548590933e-01,1.222806017678486734e+00
2.635098240038717399e-01,1.245348054596009613e+00,7.207491620671864219e-01,1.114144438097772083e+00
2.442245516755364998e-01,1.889168001489252013e-01,2.043441567522200408e+00,5.871875260077272785e-01
5.360351541346135562e-01,8.044981801740582750e-01,1.076996562012822789e+00,1.604624185108186385e+00
5.058679589460810533e-01,1.201866301637492418e+00,8.697668769060503680e-01,1.405910249131502088e+00
9.381369441579980872e-01,1.491271766489283168e+00,1.416391571428495366e+00,1.002714952635560319e+00
2.718709858429197990e-01,1.044465709092955663e+00,3.514044333222811067e-01,1.152524778150483709e+00
1.526386883085264490e-01,1.672193685733485147e+00,2.266444367416765582e-01,4.307241640171395325e-01
1.627975280957677795e-01,2.015049709500612352e+00,4.395181318054939279e-01,8.329697607998836073e-01
7.051958967614768703e-01,1.367767747634488718e+00,2.904751125379702037e-01,9.175952844418655552e-01
8.587948169579529001e-01,1.790632999067291120e+00,6.810557778585561994e-01,1.376526969799694911e+00
4.965337174792849861e-01,8.042516669206356550e-01,4.967868791636523840e-01,1.096498056063514026e+00
3.119025632911056611e-01,9.214603555468227070e-01,2.831415061924708043e-01,8.954763856343109785e-01
7.014571790367835069e-02,1.555381461179889069e+00,1.087300691045806955e+00,1.381169971112688133e+00
5.242041619206760927e-02,1.021489370890677817e+00,1.037601795638238844e+00,1.183446027054524619e+00
2.934051409720470072e-01,6.219100384993936359e-01,5.128755567770189039e-01,1.526363685443876461e+00
5.205515706203476256e-01,1.408153936585094579e+00,8.233243962173076858e-01,6.769017115376525506e-01
4.213626960096750196e-01,2.802360868825879425e-01,1.226390331257625865e+00,4.662110190275783328e-01
2.284802460527352030e-01,2.157024523657638859e+00,7.806294968999716311e-01,6.779602817481982235e-01
9.326673351969487769e-01,2.103502666689651690e+00,7.308044877969337438e-01,5.465470869831858813e-01
4.619085053138699548e-02,9.357583751788434157e-01,1.036686859999440102e+00,1.014623174450814513e+00
7.618561925357822950e-01,2.005542700470281048e+00,5.692225850046948032e-01,2.867209513002104693e-01
5.739811706022985849e-01,9.999239604987699703e-01,1.389844032029281085e+00,1.602367181167757781e+00
4.046940884978005859e-01,1.554864645612040297e+00,9.857489116541988672e-01,1.258152940469659864e+00
7.941356657816485143e-01,2.464789573074535056e+00,1.387362194464531795e+00,1.755520867995413070e+00
3.933544580881007668e-01,1.534115078428182954e+00,2.485732989644376945e-01,2.045924044348430559e-01
4.872424620761784952e-01,1.476394936861559648e+00,1.342704423992491902e+00,1.178763933546723486e+00
1.085460399277338617e+00,1.587110509319917817e+00,1.049930510895323410e+00,8.088620822264838139e-01
7.742630421007670183e-01,1.647886730524091181e+00,4.065152841690433672e-01,1.688701964723691828e+00
5.786659472703480356e-01,1.591400536300515034e+00,1.426549280059567604e+00,3.517752052560758624e-01
2.293632678113823875e-01,1.079662845428699836e+00,7.687339002742804572e-01,3.858698026911671075e-01
4.569349093297284670e-01,1.095623263501728006e+00,6.661102178849277466e-01,1.626674732058182027e+00
8.965557951758442723e-01,1.956094164123495238e+00,1.121570789349799036e+00,9.092997005388678833e-01
4.954054651327075010e-01,8.954125560261418926e-01,5.066455067266355528e-01,8.226538430317460460e-01
4.821901859902035237e-01,1.303246312606294532e+00,1.709281327511195325e+00,8.167638719131138370e-01
7.235378859814365349e-01,1.534130064884153155e+00,1.353441913444720646e+00,9.932397392954352977e-01
4.110184248148590069e-01,8.015668613187287850e-01,1.259595362307133870e+00,9.717797120257400945e-01
1.060759171379141108e+00,1.895243778582398120e+00,1.372678444478891757e+00,1.734280296120646270e+00
6.506402054282710568e-01,8.282069840853534259e-01,1.552821017971907303e+00,9.006272825229697521e-01
9.392615512610439366e-01,1.043637273109031094e+00,2.835567194658477064e-01,1.802397719051104907e+00
6.124603331027023145e-02,1.756238912137615404e+00,1.589539630110534896e+00,6.603797106911686310e-01
2.401930140575226080e-01,1.754499664905367240e+00,1.622198800013346265e+00,1.418443878807274405e+00
9.049798204447853101e-01,1.770636302491098046e+00,1.335509922710816255e+00,3.449478268983071638e-01
3.761601189256884581e-01,8.455224254736570799e-01,1.059532598363852607e-01,1.502435184216366348e+00
6.641208160920345493e-01,8.799575313053065173e-01,7.936303186937090359e-01,1.166373539783386537e+00
8.464330198891034662e-01,1.130032015924619326e+00,1.200256891830620010e+00,1.453019785540779374e+00
9.043812035575036212e-01,1.302570254694525032e+00,7.971786670701174193e-01,1.405048924677943400e+00
1.179265159509216843e-01,2.563241019626014694e-01,1.258415037771002165e+00,5.884348398416827663e-01
7.060122654604155112e-01,2.062634496988646315e+00,1.669298120590686052e+00,7.037346468535021771e-01
5.843368286557267810e-01,2.185318748266960931e+00,1.213109113167406328e+00,4.146564550251820025e-01
2.337127834720554853e-01,9.892577218743134893e-01,8.645531999710864834e-01,1.265815966984915608e+00
1.619339037298923589e-01,6.843366356972957476e-01,1.210352985406136561e+00,8.372742193617688233e-01
4.460151558240059710e-01,1.781188143888984055e+00,9.629409687539891571e-01,7.176590137828877669e-01
7.356041565598310239e-01,7.327381394833842876e-01,1.476403590585394943e+00,1.917538343334240780e-01
3.182582902189756702e-01,2.100077865206866790e+00,3.799674744585191943e-01,6.000174292336354354e-01
1.373637408708830554e+00,6.340778085608193004e-01,9.330947149434395405e-01,1.299972791475058731e+00
2.692858615792779187e-01,2.075266015865514291e+00,9.691468043090963880e-01,5.953016147285902226e-01
5.613810028157931731e-01,8.077301901377322846e-01,6.219229825742648154e-01,3.768478436205158211e-01
6.878476142825615813e-01,1.917480803036117676e+00,1.280342960240682393e+00,1.098912018944901980e-01
8.258680315395778848e-01,3.710017208454455817e-01,1.996050791695637372e+00,4.867984470078403625e-01
6.205951335832039506e-01,9.991895635463223790e-01,1.465094022239775029e+00,1.107152502134845395e+00
5.360504412851393452e-01,9.868921641507408804e-01,4.880399154150911745e-01,1.635384171638001982e+00
5.776394744488136945e-01,1.231899146010520418e+00,2.446699426139143929e-01,1.421494760918599720e+00
2.779156756798443761e-01,6.720333360680728063e-01,1.902253205491928556e+00,1.217947525063534542e+00
7.607590622073605591e-01,1.520029989116563618e+00,3.428160663371611072e-01,1.376777006234842560e+00
