# p_0,p_1,p_2,p_3
3.168442787324690646e-01,1.878510124757959865e+00,1.451228995828279800e-01,7.722534389218382866e-01
4.661551599154657444e-01,1.255772712933900914e+00,8.358664278097027722e-01,6.780955357820012130e-01
3.254859768245165208e-01,1.968885000569469579e+00,1.359859171378365206e+00,1.593993765049455558e+00
6.946035044458500618e-01,1.481383292190921797e+00,7.753460914870002885e-01,1.034728253884872551e+00
5.417571254576390993e-01,1.273167997143851649e+00,5.713113044982482958e-01,8.691326624831486880e-01
7.495539740834183950e-01,1.374996787550505362e+00,9.520588344504834488e-01,1.481345555075049392e+00
6.114969323086076880e-01,1.683795011084271653e+00,5.594810656987873054e-01,8.912185497688430713e-01
3.858013760787083468e-01,1.116390455044701469e+00,1.114205913809654946e+00,1.276149666281884310e+00
2.996959281304034661e-01,1.697423065215020621e+00,1.142664937403417902e+00,1.285045427856581490e+00
5.504304844935483665e-01,1.477075649006300617e+00,6.558734034503663768e-01,1.873873669548241416e+00
3.256158196364941082e-01,1.226972760323628231e+00,5.032422280754665911e-01,2.689062517400641061e-01
6.944265335019274010e-01,1.788065566118304694e+00,1.342624356839978050e+00,7.866058570086931212e-01
6.356751678492074120e-01,1.077794390491186416e+00,7.184469491225244919e-01,5.121317545462821252e-01
4.647735350712396407e-01,7.939551850535214728e-01,9.288534078219333745e-01,1.365171670382687719e+00
2.368337933386444327e-01,1.173132553832399783e+00,8.831675932469074120e-02,1.674160662365038466e+00
3.520409650488602882e-01,9.872651159402575649e-01,1.227948379359665276e+00,1.518128753552506538e+00
6.015939790821323019e-01,8.815283964253084470e-01,1.769908263672381743e-02,1.793609266086966247e+00
1.402717266372875971e-01,1.053256864562725603e+00,1.793044400208493983e+00,1.393606842773577714e+00
8.956306600054477762e-01,1.726779967382709335e+00,1.521112048265629735e+00,6.657962626850998378e-01
5.465432380101284959e-01,2.055804141055084688e+00,1.596366510758861157e+00,6.816641775892675614e-01
6.016378079513526878e-01,2.577710810939051189e-01,6.328014404581503438e-01,6.053721760099088911e-01
5.809874329456314879e-01,1.102276575182564278e+00,1.056715589248692577e+00,7.413794432636482412e-01
1.226613836696135884e+00,9.151804670601038083e-01,1.178359886025547976e+00,1.367775621308917833e+00
6.280217971384443043e-01,1.607242914380542231e+00,3.080567999248742250e-01,6.425682611641152508e-01
8.501237403887773603e-02,9.542517844938516181e-01,9.811479214181814124e-01,8.198463618069039560e-01
2.940926704003532510e-03,1.085451356256229349e+00,8.521934171889480325e-01,6.335061442975294943e-01
3.442288353915187171e-01,5.994604998153489905e-01,8.683170180138908290e-01,2.941503276151390400e-01
7.552695254841773620e-02,1.386398330524776235e-01,9.182774976630865282e-01,1.103908300003952903e+00
1.266374339758848500e+00,1.008726739622686441e+00,1.243044368579186987e+00,1.017190400053697541e+00
8.729893182741392810e-01,1.625337157597900317e+00,1.203822137220204702e+00,6.710342215768166918e-01
8.971423458333249723e-01,1.535130597977904632e+00,6.312533859467553965e-01,9.668822342184372198e-01
4.758835066706457173e-02,3.285065802191422524e-01,1.111674583477798572e+00,1.244421153310168116e+00
6.755448630917595398e-01,2.186250722464921026e+00,1.131365534112687588e+00,4.919616147226205660e-01
3.131374344380486452e-01,3.446814199123215960e-01,6.289735650156527136e-01,1.271356258210514234e-01
2.181344758227593272e-01,1.717957388937131569e+00,1.235436826545269984e+00,6.005378149373479246e-01
6.968979098261710581e-01,1.910307080885330855e+00,6.073001941094253731e-01,8.019529794460761307e-01
5.958498324219364539e-01,1.323413483098940135e+00,1.193518123286010368e-01,8.117003787052013974e-01
1.024790146129206603e+00,8.541677025192851991e-01,8.380863027974243540e-01,2.896923984905767080e-01
1.151072006093784683e+00,1.841220665490718833e+00,2.257508950634758982e-01,1.165160395880819655e+00
1.403549666533573381e-01,1.549694022971853880e+00,1.574671174727052314e+00,1.294076840043508758e+00
1.533831468449647906e-01,7.308328613975260124e-01,1.521734438410219603e+00,7.500198258818524533e-02
8.475050476169004865e-02,1.343773520156659851e+00,1.834015254231688985e-01,1.137603215563738779e+00
3.877520391473905925e-01,6.823163743342871568e-01,7.220175161836921429e-01,1.312355818841558053e+00
3.321132615543096467e-01,4.309451588960945267e-01,1.705091555512944890e+00,9.686436944613869837e-01
4.713739873690059312e-02,1.408845925621322825e+00,7.293130356533152892e-01,1.335500229041141074e+00
9.644931563209636627e-01,6.033624795360528204e-01,1.451068145092633266e+00,1.554726318975639288e+00
1.626732267949522193e-01,9.218428271466334589e-01,1.448166850386024329e+00,5.978495807890713554e-01
1.347679422916131520e-01,1.872663363045681484e+00,2.056896930927004430e+00,8.355916816259573165e-01
1.356015827944571650e-01,8.942372784480114856e-01,1.163229587187358804e+00,5.227676737779147764e-01
6.510862937810408813e-01,2.031494870205079017e+00,3.129249498884828506e-01,1.113093298180031443e+00
1.769341098751582297e-01,6.334496916999946547e-01,1.686103951319246619e-01,4.060689233789458452e-01
2.500426662753643670e-01,1.246902840161798309e+00,1.025136975470973155e+00,9.709404002392754141e-01
6.678105282344432014e-02,1.839338602749633012e+00,1.183234855101866767e+00,9.259043029833350369e-01
8.424889257538981102e-01,1.723789825084770744e+00,1.035263355903707660e+00,1.677184320869335998e+00
4.824107304236652238e-02,7.190944686684183074e-01,3.203761245266714131e-01,8.525626900462821567e-01
5.902269102666655165e-01,1.202093158292697916e+00,6.803186003436063611e-01,1.322581263334085877e+00
5.137529824574254000e-01,1.673849398694545521e+00,1.874577325853935772e+00,3.500048625126489510e-01
6.980564015575811965e-01,1.517428091869500006e+00,6.597056905692378903e-01,1.474095130488977112e+00
6.172731754908179491e-01,2.291721611917953982e+00,7.451690503662729004e-01,1.094055181205342286e+00
3.454722204221081228e-01,1.846419639927916911e+00,2.067387265253276762e+00,7.031453586053560967e-01
7.192317597820644393e-01,1.948095163612780567e+00,6.987933280402029990e-01,4.580933644018118089e-01
2.717148944716698544e-01,6.051864176800791917e-01,1.359873197568256531e+00,6.439305530533201427e-01
4.629374979585573757e-01,1.278489507973749939e+00,8.431996352098413139e-01,1.577025402625613415e+00
6.650753881983606508e-03,1.841801516432454378e+00,1.568494463842526443e+00,2.242269258470411586e+00
8.066012887028094491e-01,1.719150803539916783e+00,1.639723705176030943e+00,1.428892151727773285e+00
1.699524656678570445e-01,1.380835498522157367e+00,5.106107628014583399e-01,9.101909831181218546e-01
3.088351405269357808e-01,1.668710491376278693e+00,9.997763462914888155e-01,1.967064820855642049e+00
5.736703324640083368e-01,1.048510003693800208e+00,6.097142607785039914e-01,1.695850170803000490e-01
4.551415624746324995e-01,1.338904873992564415e+00,1.510108671033750793e+00,6.603451264703344981e-01
1.460474718429539687e-01,2.086607993310019005e+00,1.405517348231113406e+00,1.446976849885452721e+00
5.736143237232693703e-02,1.584216992975283622e+00,1.038458333567017888e+00,1.085804137071637587e+00
1.187251269261835329e+00,2.071624277783118195e+00,6.691237000813512470e-01,1.332179690945344053e+00
4.988343788088793196e-01,1.772852176920872269e+00,4.374042964053503901e-01,9.699482233148140065e-01
2.510127657857448291e-01,1.154028068085995784e+00,1.597689100800770090e+00,5.234355542761464086e-01
2.485886110566299934e-01,2.140535009601942207e+00,1.287547290932391286e+00,8.501105262780075389e-01
6.061331634127485879e-01,7.758540312380466375e-01,9.947065718273403467e-01,1.576812573157415409e+00
3.610044676420105514e-01,2.374508399073021359e+00,3.414989127582727102e-01,2.152433642031335914e+00
9.452123493655162356e-02,6.338439464321498074e-01,1.463103872202282441e+00,6.643614335834513440e-01
8.631609096297844230e-01,2.042488338293336536e+00,1.027489933223317831e+00,9.347180976831682697e-01
7.768478575577540957e-01,1.564381518748589883e-01,1.096707788502971903e+00,2.397294848365629782e-01
2.775546311307622305e-01,1.273934444734695859e+00,1.305379230570431037e+00,6.592168733592038699e-01
2.186873935895832510e-01,9.476654710836800444e-01,9.696549848255244797e-01,4.775723171301097247e-01
7.418380512952276185e-01,1.411914203720592065e+00,2.429431005406609501e+00,1.065979387029304615e+00
7.285780651878581704e-01,2.283106578304749057e+00,5.817692288721796334e-01,1.106737916629891627e+00
9.782616316014118851e-01,1.122352701947536779e+00,7.860808646809327449e-01,4.135938647723141903e-01
2.657579225097578268e-01,1.393526277458111862e+00,2.015647157563089209e+00,7.552961992922596624e-01
1.325394408860895101e+00,2.329204536569212003e+00,1.278843648883570605e+00,9.180186584601524036e-01
3.736746885859443257e-02,1.733848505400479967e+00,3.760503567720620000e-01,1.589863716335619959e+00
9.187505226987309204e-01,7.743993233092028028e-01,8.270085750004617653e-01,1.486642606866619643e+00
4.590768198300735348e-01,1.747201514584307391e+00,3.415485651024441349e-02,1.365872025857372440e+00
3.786046803818898798e-01,1.489731488330029219e+00,9.513189999232853911e-01,5.958628834581014555e-01
3.123711291284004266e-01,9.870483073766198601e-01,2.181193802681851146e-01,8.237301169701083392e-01
4.769574368337094472e-01,2.520780686124706182e-01,4.839610805942212712e-01,1.401974989723200782e+00
1.008159917914924097e+00,1.388618202929862822e+00,1.454780479089074596e+00,1.763597947727431947e+00
2.057753836277298465e-02,1.526811824602267720e+00,1.772118552771929423e+00,5.147249489996013061e-01
1.061049076439554373e+00,8.043081962421454456e-01,1.817070750133628065e+00,1.474332724634779268e+00
2.214165004738740672e-01,2.127099144933692010e+00,7.613140447241324438e-01,1.169458084425508915e+00
2.789651662087593298e-01,1.146573282228501967e+00,1.104306950026678447e+00,1.113082245245920809e+00
9.286839713894298187e-01,1.338827607577015799e+00,5.189990304558038670e-01,1.030852806333082405e-02
1.944073606599305837e-02,1.289861889184795496e+00,8.105896990150728287e-01,1.024828991816499890e+00
1.718950386503884931e-01,1.264690201625674026e+00,1.215356292820560125e+00,1.214903999436281801e+00
8.490082644684069368e-01,4.547412734044806726e-01,2.059962756613407997e+00,1.910362721516791762e-01
5.114628514135681758e-01,1.588306471142296949e+00,7.463300787092796984e-02,1.343868618166074169e+00
4.330764603514616895e-01,1.234541386445905831e+00,2.699410121751938396e-01,1.610888102438404523e+00
4.273126736374693313e-01,2.991209706012087910e-01,1.081770802526940356e+00,2.213309513722126809e+00
2.631156894242419053e-01,2.045982800027073445e+00,1.288440878336495343e+00,9.648976668026958414e-01
9.607115039378834043e-01,7.820302103405707417e-01,1.586439185508196292e+00,1.677718773265851393e+00
1.003866549300927336e+00,1.263066226030653327e+00,1.216715608408913241e+00,1.728712412067184623e+00
4.260081873704485433e-01,4.469662756164812789e-01,1.215282593232329011e+00,9.450521249184780093e-01
4.195673845914009159e-01,5.023448320109504817e-01,1.482160313096212212e+00,9.885864169163436355e-01
1.016542044219755248e+00,1.028554361589893773e+00,1.217109910452961463e+00,6.440073797864568350e-01
9.755234959295079333e-01,1.553790102727434341e+00,9.056192793428186061e-02,8.580361404737828490e-01
5.147250475153825056e-01,7.773230779592151807e-01,1.038588455638604913e+00,4.460553658062486049e-01
2.657349896365617248e-01,1.090935661880019669e+00,1.248611327739261201e+00,1.006771038215388714e+00
3.642722785696900223e-01,2.053482431235854833e+00,9.257173037492343326e-01,1.161479635862613602e+00
1.063831513386067629e-01,1.509529925421131624e+00,1.218015733121641464e+00,1.208020455158888451e+00
7.484620122026762745e-01,1.448873532127344044e+00,1.546219777839667575e+00,1.130192904303206847e+00
9.455680202061227391e-01,1.576001658689710316e+00,1.138830598999442056e+00,8.777924775377541344e-01
5.111823982823463508e-01,1.298754005088587071e+00,1.549408025127912758e+00,4.857730672791159554e-01
6.061417838685547732e-01,6.160695885327635013e-01,6.416520164548863425e-01,8.422698739755434261e-01
3.859235012713513324e-02,1.569392147512339353e+00,2.052294873444235890e+00,1.042288958159031331e+00
6.113521086437478935e-01,1.495836432854130482e+00,1.926605567885370407e+00,1.664965353087579203e+00
2.983082499169867341e-01,1.331702063314794904e+00,1.384006873486081091e+00,9.057905896246103428e-01
3.234021819970100964e-01,1.407925686231806583e+00,1.074518744502741763e+00,1.152365259640220296e+00
9.013363546991230990e-01,1.152740063382786895e+00,1.150535741703321291e+00,1.609497087394051729e+00
4.532931907998143939e-01,6.230069618334361792e-01,7.544543397442234900e-01,7.388769141486664083e-01
7.487701589728773532e-02,9.356188706652577292e-01,1.308120828422993931e+00,1.400735855562282417e+00
2.287797658987874572e-01,2.250980134066538962e+00,1.401079499730191635e+00,9.107187700597565438e-01
1.210128425359063842e-02,1.142878292557205189e+00,1.032283466268050454e+00,2.880133213331675934e-01
6.355778975702088829e-01,7.111207502222753885e-01,2.342773804202558097e-04,1.297657161704073303e-01
6.170568386252549553e-01,9.482269546528809823e-01,1.412184661088249138e+00,1.194036315006304472e+00
4.023744585077367319e-01,1.455524873513490025e+00,9.758867163080722218e-01,1.387839705844379656e+00
3.129763028539233050e-01,1.756924328717059280e+00,1.096885223984290114e+00,1.230086369388417644e+00
1.275648729267012671e-01,1.421969150734200493e+00,7.958670734202166752e-01,9.292916683643369646e-01
7.321896044144723392e-01,1.167348814723379036e+00,9.415277568438786826e-01,1.337323367749327474e+00
2.385503378031419430e-01,2.437081760376996975e+00,5.676158512006599377e-01,3.480731623670803021e-01
1.139092824544672533e+00,1.530131855847223443e+00,4.331420239219655466e-01,7.167348182802393275e-01
5.985594251906128926e-01,1.001221811654623428e+00,4.907943229508779925e-01,9.551290506716272333e-01
1.319435952053646055e+00,1.581076380874908871e+00,4.108241378256177745e-01,1.856497444073492709e+00
6.981425695220682126e-01,1.715598643659799194e+00,1.552412965313858972e+00,1.041672949174616614e+00
2.071018122052264987e-02,2.162128065482060713e+00,1.094578281926794849e+00,9.711213604052516546e-01
9.053511272349906713e-02,1.279981293106569495e+00,1.623943658240894372e+00,7.079029135306207365e-01
1.037222504580197047e+00,1.059140326675722443e+00,1.225988834995820342e+00,1.389648521127680780e+00
1.168799933043535910e+00,1.138171661620219322e+00,1.004776471789479597e+00,8.227274785426769155e-01
5.405870713094046431e-01,2.056566253480893725e+00,1.285342150139614947e+00,1.412059471977044289e+00
8.506759204228124815e-01,1.166740699681638294e+00,1.301171036364743738e+00,7.196297554333299651e-01
7.130948202653227819e-01,1.070975670509729749e+00,1.004725517124986478e+00,1.251096950798050944e+00
6.490510241775235833e-01,1.621544053947137742e+00,1.169752392243905259e+00,1.189878443387203832e+00
2.863000028869843727e-01,8.754759547947441600e-01,1.157047146133892923e+00,4.122292253874845214e-01
1.139000389652594425e+00,5.235478359240727242e-01,9.848124083191832634e-01,8.031669893448439845e-01
1.248630635252978571e+00,1.825744153439174733e+00,1.212343347566582352e+00,1.192295820030384146e+00
5.313472265142852313e-01,1.109670245862998339e+00,1.197629224799286352e+00,1.368578890046887153e+00
3.291950490224178072e-01,1.401510208720090134e+00,3.016204577504530970e-01,1.616223993866607422e+00
5.579621229132412097e-01,1.107454935416000819e+00,1.005107271730427243e+00,1.075578312802011327e+00
9.938167151153910472e-01,1.221577097467556605e+00,3.304424175197063773e-01,2.293223157789950672e+00
9.527949050913322449e-01,1.172860652575420826e+00,1.259217580686264881e+00,8.945752300655214206e-01
3.429241480961757738e-01,9.407638873534946988e-01,1.632374568923062430e+00,9.205260464602098569e-01
4.290014224672396015e-01,1.003364062800793377e+00,1.070281270041237631e+00,2.529225066405544009e+00
2.914985340137634662e-01,1.414584000106524186e+00,3.244223303094474486e-01,8.510578710344407494e-02
1.623096381758860340e-01,1.987710040923781563e+00,2.722540714611145773e-01,2.563667784841761055e-01
5.982664241081372403e-01,1.454882163576295850e+00,4.532417898934049116e-01,9.887348034199455737e-01
1.557396639732240295e+00,1.356522258529679448e+00,9.775906690033071555e-01,1.260182828518952025e+00
9.652903042936399336e-01,8.317031952084801283e-01,1.551137870845931577e+00,1.500250008943135427e+00
3.265398087299040686e-01,7.501419954195791551e-01,6.215277026590615428e-01,7.614411359535221413e-01
3.233886373733398933e-01,2.389853477245130975e+00,1.392719469072132066e+00,1.094061314514004346e+00
1.365961992020633398e-01,5.461938831022741248e-01,1.108523553303298437e+00,6.636282828150450452e-01
8.357328882493115785e-01,1.173805696443154689e+00,1.276358176281765733e+00,6.015534900462375933e-01
2.930127810096588847e-02,7.051677945965788563e-01,7.059340590740423860e-01,1.555580067278927059e+00
8.807761169166810067e-01,1.461109394050060128e+00,7.430459049233983926e-01,1.222348279004265237e+00
8.304731332386102727e-01,1.259302115694483248e+00,1.257129492132040616e+00,1.012546814179145827e+00
5.170190009651907115e-01,1.785613867296701684e+00,4.260302361802104087e-01,1.688654600577682352e+00
6.758945771224695864e-01,1.812008222547763836e+00,1.080106738587468307e+00,1.038862013976892928e+00
7.519526761856538677e-01,1.207481304690426471e+00,1.275102318878133190e+00,4.841938688959072090e-01
3.305429941033299901e-02,1.097644438008706036e+00,2.099058020766813470e+00,1.048846448470449166e+00
4.208620388441264293e-01,1.729276275451660849e+00,1.100062014494473051e+00,1.204614580914402211e+00
2.231424791218471759e-01,1.600787958468451899e+00,5.463819641600535792e-01,1.139913219913065046e+00
1.117215427659944638e+00,1.518758010994229357e+00,7.556445060812371217e-01,1.363154056537404957e+00
3.891226522633519092e-01,1.146179125540236932e+00,9.894303189750184302e-01,1.207605806661796066e+00
1.273324645009185963e+00,1.522267777044453485e+00,1.196675400231388187e+00,1.989188508689605728e+00
1.286542563457057087e-01,1.205559975953507612e+00,1.196628795298519288e+00,1.949546617350914168e+00
9.829714555396238396e-01,1.534098648806379028e+00,1.364685348986973468e+00,3.226371340966631696e-01
2.576929178718618818e-01,1.500217092160438304e+00,7.173924435508591824e-01,1.683650670999699894e+00
8.164113062247552177e-02,1.199114567730484415e+00,5.355787852476628919e-01,5.747527712394897570e-01
4.933746188322224446e-02,1.761818894958784298e+00,1.262148327436333428e+00,1.515350822719522039e+00
8.872126720348696427e-01,1.460517809790658372e+00,1.023646996400809028e+00,9.873207180899004065e-01
4.276278048562435208e-01,7.783464322483633069e-01,7.603789979480244376e-01,1.138782096601497429e+00
5.677709450681907022e-01,7.405567411949344203e-01,4.669788366517280132e-02,1.268790059223366073e+00
1.829425206980046514e-01,6.449558028224587902e-01,1.356474110323550031e+00,6.789860224364074881e-02
5.269894420873073582e-01,1.541697034344260864e+00,1.905779329092920360e+00,6.224409576864797788e-01
1.384961151788781430e+00,1.009679812379567165e+00,5.876569816106278488e-01,1.118623627382034025e+00
5.773558098561609730e-02,1.947839551921507262e+00,1.304071764342598083e+00,7.604811903294128594e-01
7.509241986555467152e-01,2.261479157501863568e+00,6.343157589084167380e-01,1.005229125064792672e+00
9.607622391369553538e-01,1.604528253841266183e+00,9.299953886612735143e-01,1.416340343020486614e+00
4.826924632617473065e-01,1.711448579772460565e+00,9.274188969877553701e-01,1.788019374563625252e-01
6.753749252874226006e-01,1.518305012279501653e+00,7.819233586666736180e-01,3.559295138792495372e-01
1.024146658585195269e+00,8.043577150750313987e-01,1.142536036211975858e+00,1.018824883466933118e+00
3.731710254142447392e-01,1.112579102815163479e+00,1.295684327690370896e+00,1.351812315667354492e+00
1.320061741076657413e-01,2.014245353312463571e+00,2.023714919987440020e+00,1.458354485094190967e+00
1.059627091529415921e-01,5.423652765656430397e-01,1.476621415879179056e-01,1.547831521387356801e+00
2.068387453808441245e-01,6.680026546519378661e-01,7.366410425954543761e-01,1.791538184923131549e+00
2.431006418722291285e-01,1.703493931461435906e+00,4.888469114888593925e-01,5.737131908691081028e-01
3.329037342796103971e-03,7.454632068135199630e-01,7.955324441881184150e-01,7.774981483843619312e-01
3.541524501341448694e-01,8.139357030579457142e-01,1.059396917651821646e+00,7.854981102598677101e-01
2.559225252158270347e-01,8.442913941807783651e-01,5.385620729813860308e-01,6.914549657981643449e-01
4.166097409114114525e-01,1.547480231066563849e+00,5.605223574370353790e-01,9.290523642881096666e-01
4.457590562563536474e-01,6.229721990095177242e-01,1.407883313803599323e+00,1.183506092029758872e+00
9.649971691531212814e-01,9.107224265656861384e-01,6.970412895860057523e-01,1.086119565569493517e+00
1.516939688288613253e-01,1.115323439164808805e+00,1.761695697897551316e+00,9.915765615752657469e-01
4.659272170481513209e-01,1.989753796905434413e+00,9.845172109127947602e-01,3.957923041766054917e-01
5.406440419015456911e-01,9.590477929430744064e-01,8.392405571815287901e-01,1.056937841832008340e+00
8.261783098440239614e-02,1.355625557689261074e+00,2.128657701040665540e+00,8.189007773691009406e-01
8.925205071142005009e-01,1.159483614460999235e+00,7.908542601479322531e-01,1.001509964849772283e+00
7.743700859586069019e-01,1.069341324045150587e+00,4.198469212034781073e-01,1.016874360592553872e+00
6.482948052394349459e-02,1.089768436821687336e+00,1.117651402647547254e+00,1.723997011638982890e+00
3.113315902384057310e-01,1.611250149684922306e+00,1.939031274145064376e-01,1.258767291705780833e+00
9.161756782566654600e-01,1.317190019562115566e+00,1.555704385118912292e+00,1.039440829214206330e+00
1.021717493284388878e+00,1.458584497949660275e+00,1.501206622274030789e+00,5.113661093724752860e-01
8.815482296069582224e-01,7.863616200360430408e-01,1.984688432267728286e-01,1.344827152967009720e-01
1.552231988904323678e+00,9.907106609513198769e-01,5.466146508433087359e-01,7.405338901186200307e-01
2.169487484821939205e-01,2.288542542468472440e+00,8.539537600411808427e-01,1.824893645003166087e+00
2.298280062968207083e-01,1.437434178996331413e+00,1.084284046060082884e+00,1.818238386888796798e+00
1.802930924668318946e-01,1.142895725327058631e+00,6.039146515509914437e-01,1.671750240238477847e+00
5.760809302001406174e-01,1.445036497748371174e+00,2.917208291810745591e-01,8.689694401406906632e-01
9.388594444030324837e-01,2.217494262641208636e+00,1.637756247048307578e+00,7.645039012753648278e-01
5.166822060203953848e-01,1.087848447332282253e+00,6.692163309761807177e-01,7.122085522782650724e-01
1.504741166720045820e-01,1.314896836606090247e+00,1.327953874254037547e+00,4.750463890299091441e-01
1.097682308218032476e+00,7.493265316453670000e-01,3.328456674257792569e-01,1.637018827452233261e+00
5.135215815855391774e-01,1.146124832197424004e+00,8.026315135887490682e-01,1.484681095772836468e+00
1.396472661910311830e-01,1.502874908773129903e+00,8.908576235261225218e-01,5.919602382241155869e-01
4.960319515194705486e-01,9.743689128759864815e-01,4.875608462305588420e-01,1.314782269789065428e+00
6.642685302859946406e-01,1.552702441996114402e+00,5.054942025165449770e-01,8.930535005661414116e-01
2.864704016784171969e-01,1.106939913243324414e+00,1.784373593734750685e+00,2.468849304099210995e-01
7.656807754470593697e-01,1.435898467628955011e+00,1.415765770333405449e+00,1.211286928059834178e+00
8.327278627682264123e-01,6.986809761537041696e-01,1.117624581998162947e+00,6.378580077153430672e-01
7.248833134064491812e-01,1.573716735854037374e+00,1.998343275269712116e+00,7.054369259281783044e-01
1.442794164867293727e-01,1.004659919339696117e+00,2.874850898206208205e-01,9.907919041148383066e-01
8.699241276668459033e-01,5.758924404086211979e-01,1.453009635904820129e+00,1.286319855061990536e+00
4.887121904102521563e-01,1.218253205042485021e+00,1.458715088917901248e+00,4.123405043913523915e-01
6.305492342131386874e-01,1.008897609698804265e+00,1.137051851168896066e+00,9.374011850433725535e-01
9.868247028335009885e-01,2.305475335119744784e+00,1.024647866236922944e+00,9.162278801209698953e-01
8.790992382029811925e-01,8.356591921972058579e-01,8.144205241501936143e-01,5.172105939799570562e-01
8.892357089766353972e-01,9.660296937341539270e-01,1.970462628217317214e+00,9.101678683155868255e-01
1.183778389180502044e-01,2.015799259728598969e+00,1.411370846814521407e+00,7.344962534339537497e-01
8.889192329800843506e-01,8.973465959441663253e-01,1.073485229361523352e+00,1.116422305298927720e+00
1.099434451843788407e+00,1.239314196529418766e+00,1.394342682258538080e-01,3.012906001833521863e-01
1.387800108059055848e+00,1.974331989217181338e+00,1.444035596075874395e-01,1.704426508090344239e+00
5.171430724356694819e-01,1.558115556244229483e+00,1.779661498473679604e+00,7.880444161880071352e-01
9.813858931885764969e-01,3.973072093482764577e-01,1.385989767984896925e+00,1.415098839905611472e+00
3.368480853742967795e-01,1.179823247512620688e+00,2.317118314888977348e-01,2.002916180519871414e-01
7.538822316371993626e-01,5.688395260824018473e-01,1.833213791876080467e+00,1.772299551013681640e+00
1.263330898708144190e+00,3.395015614814732574e-01,1.967580711466905496e+00,2.258762287276778746e-01
9.165817107409163222e-01,7.667262744571824440e-01,1.068845002753459505e+00,1.719580630639511165e-01
1.028007553589282974e-01,6.450316115948239171e-01,1.305149300936230272e+00,1.233088787482704785e+00
6.124079824645424219e-01,1.153034899727839457e+00,8.967022328525692254e-01,1.255553575290705437e+00
4.315952310839907824e-01,1.180214890783875648e+00,1.092413754815969140e+00,7.010195973607187270e-01
3.581210415102470956e-01,2.629800793884589982e+00,1.274048643345689014e+00,2.153964435083766116e-01
4.573224289347232463e-01,1.313245220256256784e+00,6.666665377335443399e-01,1.234874821660005839e+00
4.518803723225184310e-02,1.539659492861606305e+00,5.011098000224551985e-01,9.368663421712463135e-01
1.010338191373351346e+00,2.255760151819863779e+00,5.486326587495085061e-01,1.096802237560066340e+00
8.482910043415019530e-01,1.346617145246563618e+00,1.119451073800301844e+00,8.382724228052275128e-01
