# p_0,p_1,p_2,p_3
1.225367846938861804e-01,6.011743523466243078e-01,1.760966667435733379e+00,8.390906772934703106e-01
6.212760640385400768e-01,9.455662405899455392e-01,1.067327038194687105e+00,2.724164677969670434e-01
3.503648250561425259e-01,1.604564360805672329e+00,2.058455674980056438e-01,3.439072576885144894e-01
1.029582629108795278e+00,7.814388056145208372e-01,1.278935374877188336e+00,3.607694895177908645e-01
9.767781381925511042e-01,9.055920287191772111e-01,1.818811940083369993e+00,1.581925984091487880e+00
3.440912718775732682e-01,8.307366839167440453e-01,1.503641607461856822e+00,6.955870716747347693e-01
1.682679220571638434e-01,1.390163451573640963e+00,9.483766810968623506e-01,7.046733108019331837e-01
9.183078737974736949e-02,1.178861040979307662e+00,1.263041770361884586e+00,1.374438894296431846e+00
8.451412224331336098e-01,1.318573503286457171e+00,1.734542734146806930e+00,3.909257893560122987e-01
1.446619059711106159e-01,1.532635459648007847e+00,3.671088833286112463e-01,1.516354894899466732e+00
1.242342512227756490e+00,1.347826648696228258e+00,2.902761275224911008e-01,1.435157078217374149e+00
2.156627217707601518e-01,1.375281278973894850e+00,6.854121446543831597e-01,7.125702240918900809e-01
2.902043151560274037e-01,2.059260648625106160e+00,2.770610810363964838e-01,1.400320880982365068e+00
6.012942700746946034e-01,6.040527140983685817e-01,7.730558570757501968e-01,8.735306023308870849e-01
2.348501831344913526e-01,1.369006681654527657e+00,1.008150396802818705e+00,1.277915108579359416e+00
8.372111543909291909e-01,1.719621591276624617e+00,1.006530323859684994e+00,2.004985396943253839e+00
2.674649103176339748e-01,1.420484800906773204e+00,9.549081965777779235e-01,1.120563488618044445e+00
1.209849788136599380e-01,1.767073952196704267e+00,1.632063514834181994e+00,7.398419637697608575e-01
1.834883331801900885e-02,1.266183971675565179e+00,1.274401122198654868e+00,1.116596151938079817e+00
4.998651175652478185e-01,1.466803049397544134e+00,9.486160887547678833e-01,1.251879927832019401e+00
6.210926263029854510e-01,7.559920956467078845e-01,1.206906165191165003e+00,1.506525724215584283e+00
1.025625953610475705e+00,4.110094019577077429e-01,7.461098418071314686e-01,1.521727130453338184e+00
3.378350197902259544e-01,1.391669232818818713e+00,6.828562205349552050e-01,7.753393964230929081e-01
4.185249133989875081e-01,1.827853221767912428e+00,1.157462127874648194e+00,7.346618673548921397e-01
4.659859911437930213e-02,1.706174793244235932e+00,1.340316000635846105e+00,1.597612849513034394e+00
1.911412529653974124e-01,9.239233513059910141e-01,1.573781031846901657e+00,8.217812808201687691e-01
3.682724696117405938e-01,9.027088827293325846e-01,1.262864873404465849e+00,2.552847617342819397e+00
5.592574806076824334e-01,1.440401677897651389e+00,1.203475347577283028e+00,2.232252697553379628e-01
3.956363703429848222e-01,1.260321209716557256e+00,1.188422973183659526e+00,5.406099037799798612e-01
1.085986437437175267e-01,1.371509985217800986e+00,1.123785645664126198e+00,1.453676508335161266e+00
3.141256800506025404e-01,1.294677316052690319e+00,1.182874287967030646e+00,1.551770557496908953e+00
5.520512243201469715e-01,1.858745839346058526e+00,1.206555844870477845e+00,1.299783013478293947e+00
1.852900435204396790e-01,1.887306205894465627e+00,8.398229310592606467e-01,8.670425082400294858e-01
1.343926747939807820e+00,8.844608270981140219e-01,1.213113523827082707e+00,4.378624459923137202e-01
7.893003360409019953e-01,1.745581022470752863e+00,5.183852108457912555e-01,8.984266154496451939e-01
4.069694071245836264e-01,1.756451002743609102e+00,7.369045796814477356e-01,1.068515496103573437e+00
1.939433373143197303e-01,1.385844496878104293e+00,1.466005920039958887e-01,8.103874316443007153e-01
7.333111449657211400e-01,1.496604114585043055e+00,1.723674253248934640e+00,1.388873199865789054e+00
7.635892114862294910e-01,1.489157373580662913e-01,8.487407043772332571e-01,8.470512128417994058e-01
7.042914642821935800e-01,1.275717547932051277e+00,8.191894332916713761e-01,6.060221108698742309e-01
2.623459821084965782e-01,1.668290174257152314e+00,9.794937640194828488e-01,9.569605153054443480e-01
1.110353436982447484e-01,6.736559568198932091e-01,1.222510518784510447e+00,1.589048532818212234e+00
9.952912847312623823e-01,1.703780028349884290e+00,1.264294819148523041e+00,9.588098776862314931e-01
9.517522599888227353e-01,2.004539045975286538e-01,5.918459090120640198e-01,9.010214144371428979e-01
1.152854280360383399e+00,9.599297437041216519e-01,8.610870064316088479e-01,5.143673362511552716e-01
8.988626470896901033e-01,1.091801620736124301e+00,1.033269813133183890e+00,9.449055165599626882e-01
1.022886536571839589e+00,8.196621224521675186e-01,3.800389626097915308e-01,7.349816167748699502e-01
2.542898147460027625e-01,9.190626636898240331e-01,1.589036552608449782e+00,1.473471865673740222e+00
4.492947373610313155e-01,1.302243626572614055e+00,7.862073581297390756e-01,1.392811898683320448e-01
6.286893909186819229e-01,1.097113830263820589e+00,1.959096311448819128e+00,6.989282233126163923e-01
7.522262495021992956e-01,1.933677300544565103e-01,3.013124994666080969e-01,7.609349253172967842e-01
3.501401204383697285e-01,1.198562104061517752e+00,1.041101751711732915e+00,8.611871752031050598e-01
4.496375161137723953e-01,1.434208211467230321e+00,8.263796607222073654e-01,2.038686649173825360e-01
2.243538591934527426e-01,1.320661583089236091e+00,1.622608537200415757e+00,2.469067749889432006e-01
3.546539250643939711e-01,1.785073528479450777e+00,6.575919159219931753e-01,8.580162702874037928e-01
5.579148148850037181e-01,1.688241609708792446e+00,1.066945165817430485e+00,1.284855649520719068e+00
1.139951268209529189e+00,1.310063573139964577e+00,1.533609433432635782e+00,1.395799976475500692e+00
3.023410608445451508e-01,1.455966543095622567e+00,8.009649120100836850e-01,2.411747918821643966e-01
7.225692085609245474e-01,1.275806420544631559e+00,7.300007311912719565e-01,8.767168783848371394e-01
2.677290764198999584e-01,8.346305936421707372e-01,1.166265752784308551e+00,1.033529215621523223e+00
4.406666523329278440e-01,8.764863167536272037e-01,7.719421932794856556e-01,7.051708029049170712e-01
4.087076162010226388e-01,1.176368232673487446e+00,9.074343159204827369e-01,6.234480695603566991e-01
1.038191577181418968e+00,7.362535316171149313e-01,9.555570861104252245e-01,1.656211353890169491e+00
3.871269478943722975e-01,6.724444571506652535e-01,7.669554728772279839e-01,1.132305173396113140e+00
2.354109114691099736e-02,1.976784386771728741e+00,1.226498591429804108e+00,1.280782733138448037e+00
3.839249659411025362e-01,1.430627229958069790e+00,9.133468488006268871e-01,6.763810196816157916e-01
2.641423843937258376e-01,1.446372403566876796e+00,5.154043598309925311e-01,4.761693043725350183e-01
5.713122828925731866e-01,4.164560464372464299e-01,4.543227490178375350e-01,1.138667401288581349e+00
4.033312043979044859e-01,1.229299315303324702e+00,1.037698678337484859e+00,1.502681516936143824e+00
2.001909584726274671e-02,1.899417278282977462e+00,3.030221973234494826e-01,1.419748966951347002e+00
1.226179898406329682e+00,1.883264199811286232e+00,1.781505112169399663e+00,1.085159070018766991e+00
1.289453606827994481e+00,1.510004753577370629e+00,1.091388076227484349e+00,1.211645509409836174e+00
2.087253075450394291e-01,1.974017212737358529e+00,1.098437486649782358e+00,1.694837339943507715e+00
4.349895605571759694e-01,1.581316570370712160e+00,1.550865015162102178e+00,8.538844216564919209e-01
1.862926002284974736e-01,5.570460771941153633e-01,1.345482270436465289e+00,4.420684543499017183e-01
9.218023270964625926e-01,1.488661357738796154e+00,8.175873692077312294e-01,5.407856898125047440e-01
6.594562368597998159e-01,2.404265167489301191e-01,1.443861410433828985e+00,1.067725892045402247e+00
6.004329199775937376e-01,8.587507480587627251e-01,1.561538271351145646e+00,1.029599689228697379e-01
1.412351303840720718e+00,5.311049401262910585e-01,1.436841446860311677e+00,9.876631762236496304e-01
6.566078488147313319e-01,2.065078762956125136e+00,1.093781761048725265e+00,5.360244804261060647e-01
7.841619193244133701e-01,1.024786165728122089e+00,1.602238989508733447e+00,1.433623419094176565e+00
1.133603225222360233e+00,1.306153474217374821e+00,1.367012934774810784e+00,8.298559367556324062e-02
7.360940033746410371e-01,7.274825790425529792e-01,2.575045155609115843e-01,8.664718456918555356e-01
1.211129884104209520e-01,1.381516668150052141e+00,1.635904052465196212e+00,7.779481946220894173e-01
5.658750004057230276e-01,1.828696300860583879e+00,6.378392951638245378e-02,1.549425654986689160e+00
5.523368293691917064e-01,1.304567888661288810e+00,8.075456189676084584e-01,2.569590613631776987e-01
2.124681972504825489e-01,1.338408699030218196e+00,7.254417142631308657e-02,8.947416601723462426e-01
1.748505813964595923e-01,2.263439086840433490e+00,1.254196109246934698e+00,5.832175474113757696e-01
8.706292108880100411e-01,1.736520050321239239e+00,9.077483461839652712e-01,5.701668402278905479e-01
9.183214513519641908e-01,5.095660256961388468e-01,7.608764070818577752e-01,5.326478524035327400e-02
1.376456783112267046e-01,1.218607949739524798e+00,6.543844231346195306e-01,8.100845722859874032e-01
2.315900673657643738e-01,1.680819552734810651e+00,1.486423668830196831e+00,4.372225983822730644e-01
8.800853305704938734e-01,1.211876278427273412e+00,1.761950627878628106e+00,1.363883163027659107e+00
1.034190101477869828e-01,1.965209553587515590e+00,1.474962374461997960e+00,1.177762840828332269e+00
7.748952429953792631e-02,1.292712859228435374e+00,6.532042605513359579e-01,6.931331805996463480e-01
2.990919632535568584e-01,8.638347183819785613e-01,1.334768574812643438e+00,1.530764910733649398e+00
1.756278137201747747e-01,1.092809341521710387e+00,1.186906851557272713e+00,1.571710122247692798e+00
3.443162502421226456e-01,1.375450629625857957e+00,9.704507231892165464e-01,1.416613040528160061e+00
1.491762386670241747e-01,1.700909598521465060e-01,1.462770401687491617e+00,9.045372355937535414e-01
3.438972151585584225e-01,1.575893172228557848e+00,1.672113752069499526e+00,5.903046101238970111e-01
6.626600189774584093e-01,1.429550524323576877e+00,1.024320363263528710e+00,8.301652238483250290e-01
3.871523269661449329e-01,7.143939534073150410e-01,8.632918324871740046e-01,4.054428934440168497e-01
1.996851323641085640e-01,1.117212605856282570e+00,5.946242848306124706e-01,9.175131510529977996e-01
5.995132182142708377e-01,1.095788562390505705e+00,9.601811492181608898e-01,1.150686881097594316e+00
1.682559995539036013e+00,1.225553013341584174e+00,1.742711835043622814e+00,4.533758096604584287e-01
2.333794094054074675e-01,2.055342151358642511e+00,1.379574951556406415e+00,8.588509507138386567e-02
6.552117512424835422e-01,7.616042520207230160e-01,7.117073227861179241e-01,1.323201499866304864e+00
6.336612752989728703e-02,9.692301794022666339e-01,2.131057847594391319e+00,1.114656910465743778e+00
3.079475150786925575e-02,1.266830491431806704e+00,1.328717311023165815e+00,6.191323714455410077e-01
6.190719029014646324e-02,8.417790075302840069e-01,8.244538076715949293e-01,1.561907432130122952e+00
4.593337168635812651e-01,1.940356481710013181e+00,1.089013793478075920e+00,1.045696119251101397e+00
1.600603627491210268e-01,6.792134647179268736e-01,1.498290402082864459e+00,7.632639775933031112e-01
6.693868427803945087e-02,5.034072621190878172e-01,4.351485143444205894e-01,1.952895673043669733e-01
1.486152596658958935e-01,2.144022738376499593e+00,1.387916055406520632e+00,1.322935457871970311e+00
1.203553609982338513e-01,1.947581784113762593e+00,1.238222330502078306e+00,9.710322296124387353e-01
3.734080077074314330e-02,1.502623696865525327e+00,1.839512509601092916e+00,6.093104982586470264e-01
3.278612774445432421e-01,1.805586712141243222e+00,8.925310227925254969e-01,1.529088290387037308e+00
1.122657529050959391e-01,2.074644687143732735e+00,1.305757009414463043e+00,1.807312026351055145e+00
9.936878078328270636e-01,9.987716718440717845e-01,1.190382161117235382e+00,1.274190029343273745e+00
1.577990708712988244e-01,1.077172316968683763e+00,5.600509898479395510e-01,1.225069791167446187e+00
2.468077822513792263e-01,1.575843640432258885e+00,1.021141518593471575e+00,1.146218965865702710e+00
7.844510403466404824e-01,2.580093801843469592e+00,6.379400942957935694e-01,7.877294067009990020e-01
3.354430340978137859e-01,2.157297090021653041e+00,6.698078681717806182e-01,1.052003973023841521e+00
3.179807055102815694e-01,8.036636223290192227e-01,5.289259945806539243e-01,1.038946838325147226e+00
3.075086795779754523e-01,3.129631630418522104e+00,3.729623247876198144e-01,1.609608083009558488e+00
1.413941167334860083e+00,1.046958952169922963e+00,1.026332256963859768e+00,3.753518790193124399e-01
1.126233412839507952e-01,1.197617031779676378e+00,1.159616826928786093e+00,1.117169680934936293e+00
3.440338718933900197e-01,8.085816766027820179e-02,1.304680109618998829e+00,2.475232727139063948e-01
8.422094199877738774e-01,8.129372702836390463e-01,8.512506220694953107e-01,1.071153685597460381e+00
3.808174760602276443e-01,1.692552308093317137e+00,9.058198298609817511e-01,3.416084192220133486e-01
2.321949250220501915e-01,2.109159715149961922e+00,1.041082795908895298e+00,1.232831670190688067e+00
9.850179724988772367e-02,1.727935228643950882e+00,3.567320983805238876e-01,5.189441512935671907e-01
4.001091944442557446e-01,1.289777083771791455e+00,1.125959523555911002e+00,1.308147305635171120e-01
3.497038378357741339e-01,1.886825244400979651e+00,7.114007217551934215e-01,8.704047802477834495e-01
1.105557848119397502e+00,1.172913918754109330e+00,2.841249966602643617e-02,3.309361185504584579e-01
4.819409625292625510e-01,1.200793367748337337e+00,5.946575172335519799e-01,8.654136213071206285e-01
1.110566883594510390e-01,7.466649458672200979e-01,7.399256278981858337e-01,9.540712982140648890e-01
8.363446191619945402e-01,7.456504633942162563e-01,1.127967473046440405e+00,1.270818757108396202e+00
1.168657465524857830e+00,1.689402295878735583e+00,5.901749226482368993e-01,1.118525223387502487e+00
8.813661957384002488e-01,1.844490812222573162e+00,1.188116005231570238e+00,3.527745202625892640e-01
1.030983155682646757e+00,8.663938442788087224e-01,1.023886529828634595e+00,7.498839222834869922e-01
9.667145552126038544e-01,1.391828929850012830e+00,1.644150992039043579e+00,1.084175116002957795e+00
4.694505719505538410e-01,1.748273611493008417e+00,6.975801559113212758e-01,4.874182904498881586e-01
8.849245663590689093e-01,1.159873209466094846e+00,1.158154006240541545e+00,1.032607272811707944e+00
7.090244395765887830e-03,1.049566460544729463e+00,6.273708662765558053e-01,8.823382715703463886e-01
4.346859698376139836e-01,8.741535819466306201e-01,1.358685879648149353e-01,1.387366174295672216e-01
1.078860621206026327e+00,1.185287573337157729e+00,4.624018580257960309e-01,7.950081721930977174e-01
2.411027575949128698e-01,9.296319435201809700e-01,1.252123362953079244e+00,6.440639747866716558e-01
3.128193113151472859e-01,7.619420859122323364e-01,3.738093344817660091e-01,6.331278368216514130e-01
6.518663700404871975e-01,1.333521834142214590e+00,1.359495586539895218e+00,7.936662893381583039e-01
6.884488278883926782e-01,1.176888444825539448e+00,1.131487433158118838e+00,1.395252656519532453e+00
2.352754545091422511e-01,1.257218679892506907e+00,1.036954129308132355e+00,1.595653886115178999e+00
4.212401385115153163e-01,1.194435121066423466e+00,4.024884500951673161e-01,1.011723418723001089e+00
1.360837152304437692e-01,1.299017674242568310e+00,1.793581123090972618e+00,9.222419832109869375e-01
2.081235887948071905e-01,1.425128669376184876e+00,9.497889473385363601e-01,9.239675238915304734e-01
1.027118799340752453e+00,1.061174012174525449e+00,2.360039337019630423e-01,2.310477015824941915e+00
3.127167602097332688e-01,1.364184043695057413e+00,5.968085188540878105e-01,5.213152365572840674e-01
1.169056236399385273e+00,1.615420771393540011e+00,1.090879719990814456e+00,1.193158747472179648e+00
3.719799232743946638e-01,4.193996520911004167e-01,1.716366945910194453e+00,7.912320701357730135e-01
1.015186693911592108e+00,1.565353888358762990e+00,1.211946874400324337e+00,9.020695665484457226e-01
2.900877079503454414e-01,1.876214590571211094e+00,1.982268249640254609e+00,1.022205874890680821e+00
1.545055272502983967e-01,1.873251932521350804e+00,1.330378589061943284e+00,3.171302236841262445e-01
5.313245537196884527e-01,7.466299638985028908e-01,8.876147965938399054e-01,1.473407095548222800e+00
5.309278913279757983e-01,1.686267093960644559e+00,1.006005904533555873e+00,1.266152098135437498e+00
1.838502999290499706e-01,1.500954539043777292e+00,7.257339599227453641e-01,6.422941154247876483e-01
1.571015631702755988e-01,2.192851816206355497e+00,6.204376441710801604e-01,7.816627111869618449e-01
8.664789145921903968e-01,9.505763965357062473e-01,5.301321151841904555e-01,5.880235966426368144e-01
4.612313672606907500e-01,1.597061065507776600e-01,2.350015161674435804e-01,1.164182390585917659e+00
5.248747884246200979e-01,1.838936030916307196e-01,1.058637033985336817e+00,1.719593093368479986e+00
9.673676308283882808e-01,7.638015395513770844e-01,1.102963141546998038e+00,2.668297464425063437e-01
6.505400131733933833e-01,1.298984735961883352e+00,5.092400567381755172e-01,1.522015942772181329e+00
1.462413079491486911e-01,1.058770820116670119e+00,5.506129200451967964e-01,1.147175064548391354e+00
6.063035915920915730e-01,2.286043070899470564e-01,1.347354611504205213e+00,2.427817950922754875e-01
3.752853844597222599e-01,1.059578803633711708e+00,5.966372772820346393e-01,1.071891614834004525e+00
1.326685087071967306e+00,1.806879423071815705e+00,9.193545962749976042e-01,1.257324898222161424e+00
1.162249990249955012e+00,7.566181226700682272e-01,6.500353927737674287e-01,3.460905120709605320e-01
4.060627253805701442e-01,6.468694381218152989e-01,6.101926320737145470e-01,6.229314081558861016e-01
5.255394912052291367e-03,9.979522751651804802e-01,1.423089614564302163e+00,3.667475719161994441e-01
2.196222275218132625e-01,1.559352902822341846e+00,1.305377854873633670e+00,1.912595460504501244e+00
5.751800041902784821e-01,1.220617966537810073e+00,1.508444883083232879e+00,8.205348782048014211e-01
9.181435848466742433e-01,1.687439315040730081e+00,1.507344860084053995e+00,1.084210556785604851e+00
1.063364834515966528e+00,1.333247843516045528e+00,9.004230209646293392e-01,7.226910862240922828e-01
9.604411499422503828e-01,1.044850725680486647e+00,1.202077529757358043e+00,1.307116863548215546e-01
1.077043591233634245e+00,1.644694603261048327e+00,1.456775201255549490e+00,8.424765825965274679e-01
7.288198754513126598e-01,2.610705484546058663e+00,1.301310841046474653e+00,3.511359130482013535e-01
1.002647117280547118e+00,2.090005872619221883e+00,2.621819383112838908e-01,9.990226909896016139e-02
2.816694150385552486e-01,1.653188839557338641e+00,5.703489804405355024e-01,1.006199787639274978e+00
6.210423048957988135e-01,1.386313751084701451e+00,2.701191884083814498e-01,9.711848506407546600e-01
2.228840726023306740e-01,1.792213498017533047e+00,8.756100738830980834e-01,1.362159299307222904e-01
5.204985791938732120e-01,1.762935169312590755e+00,7.148488854253597369e-01,9.842183755529869682e-01
2.840419853125444871e-01,1.450206322928421221e+00,1.902584149104562528e+00,1.844047715594128167e-01
1.138056286172049791e+00,1.517967919556754808e+00,4.738160592707514329e-01,1.164020585112278461e+00
1.300934408544910159e+00,1.060164343753271066e+00,2.047040393161162264e+00,9.552484264455949337e-01
1.207133944851214391e+00,1.168250552432957612e+00,1.140405834994357104e+00,1.132729992767250726e+00
4.084029187099255664e-01,6.598189317155462863e-01,1.089966594689207646e+00,1.960571642342246124e+00
2.447686368712831406e-01,1.033153713788520722e+00,1.417940090950688070e+00,1.372940236714270679e+00
2.941492784384823755e-01,1.068598195539504969e+00,9.763149789865378514e-01,1.752798365185494589e+00
1.760494160883117332e-01,1.786918428655710711e+00,1.282960585424574695e+00,8.971896008416619939e-01
9.162846397543833454e-03,1.008787146648366662e-01,1.322714646931231641e+00,8.743694043710018571e-01
1.570838765587009300e-01,9.359230986291799947e-01,1.467130258707852075e+00,5.884762766165210213e-01
5.730645806839478329e-01,1.194263202999632068e+00,1.802177305759081971e+00,7.923258213543332706e-01
3.448931151470795986e-01,2.198050586418194285e+00,4.056657519829195424e-01,4.981050813718402859e-01
2.230018553320445851e-01,1.472857298667900938e+00,1.415460513947590426e+00,8.064047933026435855e-01
8.827515275914044057e-02,5.102358673054386839e-01,5.096994284904621253e-03,5.614587850513708123e-01
2.381262432593360678e-01,1.359083488817462326e+00,1.971841176490937153e+00,9.342327385639145332e-01
8.243874488643725407e-01,1.199331140144930474e+00,1.250350187441864325e+00,9.222940099477160425e-01
3.616221925292417705e-02,1.441827876491676097e+00,8.241840728303083674e-01,2.265918210993033810e+00
4.389887804987967490e-01,1.572368786395011320e+00,8.501388205421882560e-01,8.570759741143503252e-01
1.009995319999948959e-01,1.485602929514669324e+00,6.897703013060104693e-01,9.824115282807189820e-01
6.458826917926667743e-01,9.873094413578471507e-01,1.852033484606949498e+00,1.314412863882042481e+00
4.070109150603146153e-01,1.605519297959829172e+00,3.397901749518141834e-01,5.664567422890947057e-01
6.134788961361202775e-01,1.990372001374816957e+00,1.330921023931979752e+00,1.055515775182192861e+00
