# p_0,p_1,p_2
2.074929413352229801e+00,3.261009976326487703e+00,1.245318558177851420e+00
2.598146096589121434e+00,4.283941987003963447e+00,4.036798170427766674e-01
2.941746863735316797e+00,3.798469745178813639e+00,1.078085667632355138e+00
2.159562502509319692e+00,4.220474487071026459e+00,5.635970466008601854e-01
1.933785223408440501e+00,4.090037544694648197e+00,1.191303375444737300e+00
2.093946536242087042e+00,4.683237288678059329e+00,1.396750760794945201e+00
2.840502421516307940e+00,3.430755027158314263e+00,4.404041383057119008e-01
1.646516230531346103e+00,3.749372243014412298e+00,3.610688335011058570e-01
1.737408043237012700e+00,4.094034902410957244e+00,1.801015079955736731e-01
1.745699931731268917e+00,3.317583054681085386e+00,1.133238582439014097e+00
2.242391744496889938e+00,3.561277348048563773e+00,8.802010663690895687e-01
2.983044789246050321e+00,3.645899934305763423e+00,1.055138937749542594e+00
2.220599645265972644e+00,4.297451618325689005e+00,1.027839079444244907e+00
3.069184880839561202e+00,3.815489878009276303e+00,6.212243291019712288e-01
1.252341666312784652e+00,3.688622171166257679e+00,1.512943985761694643e+00
2.304376317835648003e+00,3.640995371789010893e+00,1.444027139482781275e+00
1.681819813048906376e+00,4.011557204118783915e+00,6.465140490327485612e-01
1.814652851225150965e+00,4.476924248181494370e+00,5.164498169578086717e-01
1.992658228998418490e+00,3.205247390429478482e+00,1.629295461896191455e+00
1.048932881790330285e+00,4.232009705457598692e+00,9.252539919995417250e-02
1.563152054549908243e+00,4.391690950375353175e+00,1.139347210820055967e+00
2.503549708056159506e+00,3.737164451055529746e+00,7.216405502169205288e-01
2.126479824766387861e+00,3.806009015311761612e+00,8.980924210199680013e-01
1.519843086328288795e+00,4.008191359478503912e+00,8.620036463385706282e-01
2.152261869999822608e+00,4.240306916763447731e+00,7.134456050446813524e-01
2.058790901408031004e+00,3.782797341517812217e+00,6.454581179549152559e-01
1.286553102988712727e+00,4.587665229149184398e+00,6.920584911519427340e-01
1.666658054597661254e+00,3.889892791678988715e+00,1.049161612752445016e+00
2.035051353073729086e+00,3.769480872975669250e+00,9.362998306291638873e-01
1.978286699464486320e+00,4.421016701030842988e+00,9.766873633365706908e-01
2.219489846407553202e+00,4.389684629353503453e+00,1.185516536313510505e+00
2.478929742989876672e+00,4.049601346564609905e+00,1.516158993372836772e+00
2.426797184663320728e+00,3.803618275452447239e+00,4.026001556300241591e-01
1.613309973076799464e+00,3.856645482509485134e+00,5.465437601961066205e-01
1.655622824563106610e+00,3.704047873768899990e+00,6.416451503076729956e-01
2.454059659159347095e+00,4.226516023311613246e+00,8.711342347121904250e-01
1.309058649154533516e+00,3.791200455220411492e+00,1.913380151956058928e+00
2.255624904337092840e+00,4.501001353923711257e+00,1.968043424476096259e+00
2.038210042547438761e+00,3.584962323709593335e+00,4.247856345794805977e-01
2.347236943617619254e+00,4.259036563483447502e+00,1.196312792268871883e+00
1.907586235071323966e+00,3.860074249297319682e+00,1.188143657520647434e+00
2.325750991945795043e+00,4.356932231362405261e+00,1.029390072369521514e+00
1.913907673956820155e+00,4.794017759226545827e+00,1.139042529853306229e+00
2.073258481388353669e+00,3.557949498204270089e+00,1.419563634600715663e+00
2.350660857429268447e+00,3.655766782055396735e+00,1.297257701171748767e+00
2.411195144771244081e+00,3.947482950162344739e+00,1.040642107136082739e+00
1.140532700093750407e+00,3.734213873423782637e+00,9.639524225467709373e-01
1.066247411938708201e+00,4.406748412250533598e+00,6.193186115280883142e-01
1.458871065665158007e+00,4.355568081080541276e+00,4.828700489257009565e-01
2.869894685324474004e+00,3.341523990356942697e+00,7.750518415852019061e-01
8.060328215486556314e-01,3.443537580885074334e+00,1.215122116239572447e+00
1.641478399152773271e+00,3.940189976142757455e+00,9.618843608766256548e-01
2.281365573016052473e+00,3.207299362013785071e+00,1.613775620247027476e+00
1.979401313618185165e+00,4.157026733531343332e+00,8.609754910011437889e-01
2.784177756981875973e+00,4.070899343666683379e+00,5.918889146666364010e-01
9.213499417820605331e-01,4.173615705586979807e+00,1.240079258455360156e+00
2.502166908681392687e+00,3.899143014006775321e+00,6.899392827558017416e-01
2.690177197010634291e+00,4.838134286939838269e+00,2.211419810495772076e+00
2.011527832916688130e+00,4.723196211651615073e+00,6.276333580890467445e-01
1.836506897083197476e+00,4.265824424193557896e+00,2.156565689009511955e-01
2.172371518010258740e+00,3.891265722118391057e+00,8.206480513342477856e-01
1.395760322968791378e+00,3.703309789715669709e+00,1.489394472221254428e+00
1.724332245649628614e+00,3.795640145145404265e+00,9.497634644653027980e-01
2.496811314285474204e+00,3.845810174854536800e+00,4.184051251221080348e-01
2.367830174768124074e+00,3.439638303154344268e+00,1.324804303941982786e+00
2.428515178489206505e+00,3.755750658459206637e+00,2.954149601561470995e-01
1.787597761041454181e+00,4.071146797469470613e+00,9.252042750725829601e-01
3.075132927982621389e+00,2.236146046509366769e+00,1.057550548975079385e+00
2.669353871458201244e+00,2.909321462128332314e+00,6.278431605192014153e-02
2.786788704155342078e+00,4.451723579650670004e+00,1.319961341203517158e+00
1.840704134571211847e+00,3.978875708928669042e+00,7.420848168511083864e-01
1.982429639712483427e+00,4.159044426882738676e+00,1.752211453877819736e+00
1.217298088086904873e+00,4.468062524939230507e+00,5.160890411425737012e-01
1.727443259040009060e+00,3.424417914966969345e+00,7.810420055028720610e-01
2.617347937147221693e+00,3.665600342363590336e+00,3.554793526094689460e-01
2.708294190240316368e+00,5.128474686727827248e+00,9.953499336972099210e-01
2.808582955724481245e+00,5.092654863450277958e+00,7.415062859021848141e-01
2.313659493048771942e+00,3.163241809373503521e+00,7.090201122865947836e-01
1.830429032036375858e+00,4.170240227941549804e+00,9.382070050142331530e-01
2.637035703324358327e+00,4.104571800189646069e+00,2.133572838594844256e+00
2.088434715302205369e+00,2.449419919650774879e+00,1.236097578077822501e+00
1.992198440435928530e+00,4.779542162026890750e+00,1.144068073059737678e+00
2.348032854679575898e+00,3.862120589390929393e+00,7.717444944959959141e-01
1.674495824634288699e+00,3.512165921602178109e+00,9.352169375758807579e-01
1.873663614778428910e+00,2.781643117952254940e+00,1.077030699447191431e+00
2.698085843660496419e+00,4.276876562526927827e+00,4.906081552537822077e-02
2.074715623287233690e+00,3.540231616734295095e+00,1.388063185563981339e+00
2.371704570967599679e+00,4.474152558201558882e+00,8.217432179988199970e-01
1.624695264254296445e+00,3.337223602192234129e+00,1.288490704574066559e+00
2.407641651569143448e+00,4.367486758907082489e+00,1.228165620582050144e+00
1.427937272025444182e+00,3.949189756612419000e+00,8.206787583627968008e-01
2.071786119986214647e+00,4.699059155346994920e+00,8.393560517193247028e-01
2.146975739169675101e+00,4.522805102778204578e+00,5.988345624088491359e-01
2.578394645550788233e+00,3.139316486298752817e+00,7.798213562905960128e-01
2.195634594040534626e+00,3.779181261040888362e+00,3.619186223255508317e-01
1.393337014826013576e+00,3.938125606987731953e+00,1.252590001129542774e+00
2.711392517410152081e+00,3.892786766467928317e+00,8.863270168682246819e-01
1.166586201877587214e+00,4.365666919536783652e+00,3.407897492063872713e-01
2.490835222173935826e+00,3.789050484856480328e+00,1.394073774880964178e+00
1.833886082787291372e+00,4.045516166124571988e+00,6.022895159663246289e-01
1.614873081951350375e+00,3.155067502212085984e+00,1.421061565109663416e+00
1.451874187253881843e+00,2.874439093628849307e+00,7.362574472751330923e-01
1.944189132164102940e+00,4.574446139587175608e+00,1.470845861671965960e+00
1.682621467401459459e+00,5.106276323838265796e+00,1.437618934848410523e+00
2.134554113635706685e+00,4.475284070536528880e+00,3.758011763260191707e-01
1.892572459538610863e+00,3.499859008034885921e+00,8.770139722952252637e-01
1.832818092315384506e+00,4.027050333942793436e+00,1.021175134113678773e+00
2.713520853955566192e+00,3.956516820695881176e+00,1.190517815569131610e+00
1.846240523596158534e+00,3.885439500099076682e+00,2.110929937750971597e+00
9.295827712889102035e-01,5.058864214890718358e+00,7.143428295463256639e-01
1.480353141366684167e+00,3.908433222717415223e+00,9.010979355578796479e-01
2.462772080850192502e+00,3.751703399580689879e+00,4.332338596142309983e-01
1.594320911442390853e+00,3.868415722519856992e+00,9.723721904168854957e-01
1.841244696022166005e+00,3.988055518277966449e+00,8.992998882748912681e-01
2.556457690297060825e+00,4.666561909055447543e+00,8.700594561267752658e-01
2.173368994689794498e+00,4.435013119048014651e+00,1.353418965674480390e+00
2.262054252701333645e+00,3.645569099690038062e+00,1.278568887131898979e+00
1.615842414518119385e+00,3.887405497416731581e+00,4.464097798808236428e-01
3.011454632825887767e+00,3.332911575701481777e+00,8.129987220704413264e-01
1.328535868043444701e+00,4.005693914152439916e+00,1.057685118316211481e+00
5.872602276792495690e-01,3.759702664921804605e+00,9.453947671790050578e-01
2.250018372290252255e+00,3.436165053442262529e+00,1.651899726050906292e+00
2.054743367320111869e+00,3.423117893604509909e+00,1.456838687340638927e+00
2.633463693622816848e+00,4.553187672662292407e+00,1.758127117463526012e+00
2.323604060898084356e+00,4.070548197927593925e+00,1.907013853526508207e+00
1.556094230786063459e+00,4.824842907145898252e+00,8.158552298490854282e-01
3.130186504694160377e+00,3.505722500034467615e+00,1.070592605624716143e+00
2.103225940397978277e+00,3.449130023317468652e+00,1.305660043105685730e+00
1.379185069112939921e+00,4.080450008897476444e+00,1.536723898464484428e+00
2.700853676262074288e+00,3.942887016862992589e+00,6.463387806883926778e-01
2.086596840594488800e+00,4.213383490170884649e+00,1.947720011541214102e+00
2.229936006651226155e+00,4.252305292800524050e+00,1.898073112892345371e+00
2.225251130842825997e+00,4.483361553041671499e+00,2.056773494162157156e+00
1.758167746154938094e+00,3.568289609336728674e+00,9.930476336494079570e-01
3.366412212246676638e+00,3.871057706864164949e+00,8.843259151003013407e-01
2.150494983225883505e+00,4.686554398216801864e+00,2.085358655302846920e-01
1.943813337671987274e+00,3.697121042351734221e+00,1.792612218153403880e+00
1.955289825320471575e+00,4.516531537094943261e+00,1.461914460796357451e+00
3.170199647545382859e+00,4.201829599516287317e+00,8.978966405245160098e-01
2.139292098635677597e+00,4.187800976043710044e+00,4.700519376476349764e-01
1.438413321379276244e+00,4.142715141627280495e+00,9.841178960039481671e-01
2.050050271919710898e+00,5.021148567233827187e+00,9.017560183964088427e-01
1.827890532496584841e+00,4.061135626176303859e+00,8.255548919048727452e-01
1.782463622299930606e+00,3.673550055468004505e+00,8.220046189278269466e-01
1.614450616077526490e+00,3.640868821821454659e+00,1.138868406930169552e+00
2.402826839942386439e+00,4.621958085387934290e+00,1.047665069222315726e+00
1.458643765339454834e+00,4.557476510392323377e+00,6.190953604236274499e-01
2.108476914673182989e+00,3.749743794477823577e+00,8.648890795135066867e-02
2.490498122218081090e+00,4.288906289443112918e+00,9.327048333164350558e-01
1.239286795443527822e+00,4.133064943222147569e+00,6.960764798142227150e-01
2.438539144288585092e+00,4.790207096767774786e+00,1.642915946846455366e+00
2.677430939223123474e+00,4.169092213221117227e+00,1.748472217509996707e+00
1.071559516761032782e+00,3.847299898845760513e+00,1.474025917107977257e+00
2.151031667170675732e+00,3.750400060655985524e+00,9.930952908514488753e-01
2.054499252681595944e+00,3.906268194246079517e+00,1.013509676061558951e+00
9.322164939491124347e-01,5.015504807108550622e+00,1.020395631054384911e-01
1.392272641293487823e+00,2.921887594416789025e+00,1.323011129904176464e+00
2.728184089441089810e+00,4.122490504116621324e+00,1.163667470503021661e+00
2.222129008739502254e+00,3.735408517529825279e+00,8.722509101846097623e-01
1.904947608808068571e+00,4.058485803626859401e+00,2.252109499744681997e+00
2.108905402699341902e+00,4.427541687118415226e+00,4.710076776869271953e-01
2.346010565890588762e+00,4.193299478067082475e+00,1.225692266388959784e+00
1.785894991360221118e+00,4.068007773556947981e+00,1.496607015705512467e+00
1.395545633295152133e+00,3.763242071339755412e+00,1.612053607235139019e+00
1.426273407505406432e+00,4.804483425896399318e+00,1.140334383820372999e+00
2.038972606692898815e+00,3.847591234132257565e+00,1.203195595289292541e+00
1.969550270343506160e+00,3.537304683533249339e+00,5.516033961079229719e-01
2.835280473208801055e+00,3.351606837272646633e+00,1.227016093094868143e+00
2.046517677300187188e+00,3.644357976577811797e+00,4.829339139146873183e-01
1.817393800185458375e+00,3.951953824688717809e+00,1.066669430071383706e+00
2.678946865428915025e+00,3.465051028831271918e+00,1.758977104410331949e-01
2.071831592003179789e+00,3.248509540267204621e+00,1.433514782182745861e+00
2.968287597709432291e+00,3.538495680416786193e+00,1.356707694505280060e+00
1.484923440231744829e+00,3.489346552396950685e+00,1.420568091268155753e+00
2.599060375787354715e+00,4.233482738522146960e+00,9.849070769011638582e-01
1.266137203327820204e+00,4.070615283607250667e+00,1.851439866257357236e+00
1.265254454046874200e+00,4.644301305324608720e+00,5.308387097570090862e-01
2.676752886391315034e+00,3.367649896759283390e+00,8.124532797257708605e-01
2.199016572994759944e+00,4.189234943269801725e+00,9.381405074396076404e-01
1.226571981496333397e+00,3.761939301360033738e+00,1.396112202301916572e+00
2.461840657823342049e+00,3.608736074599909749e+00,1.302803211270981976e+00
1.981025158342125225e+00,4.240439109544047902e+00,1.405473366725183748e+00
1.798588818348267448e+00,4.395398894771804343e+00,1.205949666498801864e+00
2.404575977668223619e+00,3.774840331170523644e+00,8.400301549382709343e-01
1.264280207751430130e+00,3.504698424570966697e+00,1.123825950814337338e+00
9.748223408218739117e-01,4.037525522896563857e+00,3.450305663509746212e-01
2.012086945666287097e+00,3.338655405917237751e+00,1.082175328204441289e+00
1.448472098514485662e+00,4.405859856308770084e+00,7.133302217050327965e-01
1.812423994385951254e+00,4.274243256528864165e+00,1.514433658022057427e+00
1.915947085428189034e+00,4.138178988110226442e+00,8.217502100892435379e-01
1.356288791076825095e+00,3.972529465579570207e+00,8.006848877208070370e-01
1.941653455641329185e+00,3.334450489079085145e+00,1.565394637537909528e+00
1.718989024029445201e+00,4.219731243830303846e+00,1.834022107450008932e+00
1.598693250080521988e+00,3.984343926971765981e+00,3.064681188877186324e-01
1.565152522773223920e+00,4.694042458346248559e+00,1.250861189474757440e+00
1.288230277716361005e+00,3.831221545838965348e+00,1.815168521600144746e+00
2.462555251792928335e+00,3.375739033773909270e+00,1.463978693406311038e+00
1.888603224385455803e+00,3.662822988775018551e+00,3.929065109545714085e-01
1.718144159165463591e+00,4.106615957570706854e+00,1.357297690775426613e+00
1.543601607343468185e+00,4.114127543409537680e+00,1.405974802719718086e+00
2.430154680839344383e+00,4.599840907644384025e+00,1.781605330454654634e+00
2.066837710833088870e+00,4.241532740876849950e+00,6.572381624429439739e-01
9.046698267014396944e-01,4.084660425661510885e+00,1.410400856619215437e+00
2.193326816556750991e+00,4.134915788754931931e+00,5.272787424674617585e-01
1.249532114060411647e+00,4.288201403882874629e+00,1.151573250399931414e+00
1.296216865426776277e+00,4.003073458038526766e+00,1.360272598554793877e+00
1.831331761561631133e+00,4.522806494385059217e+00,8.622251010479256017e-01
1.756387879212242265e+00,3.025925838743813046e+00,1.546597482293294412e+00
1.814080603070892028e+00,4.013327663866621542e+00,1.456270383849002759e+00
1.980469075549665448e+00,3.907759001000818522e+00,1.479166574181429716e+00
1.845632212005027917e+00,3.553923819270641715e+00,1.099752619998624059e+00
2.034332495894959791e+00,4.524959593324346940e+00,1.434791785047597079e+00
2.057499081257402107e+00,4.142679645009569533e+00,1.260299228584808695e+00
2.500971520435056661e+00,4.231545381847906739e+00,4.525182199966700791e-01
2.254333508464791969e+00,4.187588299345844867e+00,7.264561052576989919e-02
9.730644740918654723e-01,3.157810289242664492e+00,1.129062739628654333e+00
2.012064492122498827e+00,4.408096618212936413e+00,1.362235914862921060e+00
2.204508094022639586e+00,3.946977816892978552e+00,8.506711127794905902e-01
1.950887971380046659e+00,3.429804317204522501e+00,6.983165351064199999e-01
1.461740971768113795e+00,4.001034696199186946e+00,8.195755114338459935e-01
2.075609282268238598e+00,3.084261374650948184e+00,9.101715552822007282e-01
1.635980297736355560e+00,4.582583000851701449e+00,7.494458452021529604e-01
1.272417099314850031e+00,4.227870934299317263e+00,1.497307684482109602e+00
2.233511096696534803e+00,4.603176998013979393e+00,9.566085086890436795e-01
1.327059936879316560e+00,4.009039963238667958e+00,1.415914640957256498e+00
2.139830038325088779e+00,4.361635953589451553e+00,2.037224407328507070e+00
1.856985540413297109e+00,3.779720731424471403e+00,4.253252339270244820e-01
1.812967017959533633e+00,4.288169758684120758e+00,9.306559913300774811e-01
2.315556863789046016e+00,3.008122219907900963e+00,1.334542468675903093e+00
2.699769797421100570e+00,4.125745868024134566e+00,8.273893153056853800e-01
2.365761322473192152e+00,4.329657048658094531e+00,7.468704090139060003e-01
1.875592401846140289e+00,4.142444190006077775e+00,1.371212214273732855e+00
1.784801427778638150e+00,3.698874892427305827e+00,5.974986496947722880e-01
2.087754163799586227e+00,3.804719490983540009e+00,1.532847326160804213e+00
1.277126598365539767e+00,4.482806245382016996e+00,2.232659911424859978e+00
1.975670042718705943e+00,3.420294018764245436e+00,2.308712231286156324e+00
1.066689248765732234e+00,2.809642297175332537e+00,1.303474359103257596e+00
1.397824634143142397e+00,3.329610011410178316e+00,9.153276288830611840e-01
2.213152744409645933e+00,3.022483110453386690e+00,9.526822878856174848e-01
1.934847989732126017e+00,2.967387866442352973e+00,3.636654110335992840e-01
1.078433463768763367e+00,4.490858545528322310e+00,1.198997933364543078e+00
1.927638135471390513e+00,4.796613265178940821e+00,9.573790267299174817e-01
1.940104747281358843e+00,4.318239610650421945e+00,2.548687769638636746e-01
2.641842905329557123e+00,4.390855695505914369e+00,5.542826310071351514e-01
3.104018264418756612e+00,4.476237009997056759e+00,8.434057525961485835e-01
2.455316062383376519e+00,2.750080363032726183e+00,1.054437307311530292e+00
1.798183854766519429e+00,4.672290240359149749e+00,9.371367955118969917e-01
2.320049494058418205e+00,4.711395966811293690e+00,1.391843776350677242e+00
1.885565306293725651e+00,5.182394186487601750e+00,1.049063402403993095e+00
2.011190727998394046e+00,3.997108817966393612e+00,1.727244394973725505e+00
1.643519726686675009e+00,3.931959166987171628e+00,7.762330063420550541e-01
1.943773340752602552e+00,4.567431263975435307e+00,7.472690507423191963e-01
1.485075109933964077e+00,3.623657638020775451e+00,4.195917866703461341e-01
2.971749940434832649e+00,4.312903270865365180e+00,6.373847152200942112e-01
2.424477589157835844e+00,3.794439475207818102e+00,1.171516953580051368e+00
1.415617691471823703e+00,3.893082029835775337e+00,1.135079787928057193e-01
2.716362076051885843e+00,3.227518042755570082e+00,1.638844233059746802e+00
2.735538192921064482e+00,4.187157993077997631e+00,1.370084446820771129e+00
2.599475726586060631e+00,3.377337866897422103e+00,1.330321833534741982e+00
1.977451029455633336e+00,3.692287502525059661e+00,1.263971129640255153e+00
2.390159892479327919e+00,4.654198251151879795e+00,5.987709162780570082e-01
1.805094263274238386e+00,4.360236636381270792e+00,1.358157233020113486e+00
1.865986376526920454e+00,5.566658955490209948e+00,8.976385856682769226e-01
2.047607215190804908e+00,3.773109811747847431e+00,1.446774013194930708e+00
1.533182019196072332e+00,3.847824191114369796e+00,1.244873260993847541e+00
1.773860582123396146e+00,4.004180328053517535e+00,1.780633157264807087e-01
