# p_0,p_1,p_2
9.334490118147495963e-01,4.214740512019288232e+00,1.400461884143364699e-01
1.159334291144384244e+00,3.046742379828627723e+00,1.617300647771161781e+00
2.152264150805693443e+00,2.822258236439050272e+00,8.990463606385763473e-01
2.630537649816355295e+00,3.939178125825208543e+00,1.265369433663972032e+00
1.287616757573775583e+00,4.129979417803972375e+00,6.394498279294846821e-01
1.507168423580397931e+00,4.458724342548745945e+00,1.008715343323341340e+00
2.411075131810233252e+00,3.860900758330617855e+00,6.586433145244028342e-01
2.438688664142013796e+00,3.849121989145667388e+00,1.146683662171191553e+00
1.524765057804703172e+00,3.723028740147480864e+00,1.066031262712815897e+00
1.754096564996804553e+00,4.201879376967204038e+00,5.746711103355861550e-01
1.969477458771972556e+00,4.131311419386127781e+00,1.942550563155246213e+00
2.371410897965240405e+00,3.997800594423006171e+00,7.235133739139703035e-01
2.661044735660455629e+00,4.180332518676292963e+00,4.297509515239400502e-01
1.658053454956432304e+00,4.047709680836444335e+00,9.175151486295539671e-01
1.387184438732790293e+00,3.136052404955488093e+00,1.317047641052087492e+00
1.888115903480221291e+00,4.324478696734724181e+00,9.329066782340446062e-01
1.994309606982471061e+00,3.625345572816665474e+00,5.567900437896053933e-01
3.050930505682940108e+00,3.740086969071095613e+00,4.770365238525406948e-01
2.289574821104542579e+00,3.786785102920482871e+00,1.069596080356430834e+00
2.537902097057469497e+00,3.468272258893895899e+00,7.070012808429494422e-01
2.350638236339491094e+00,3.576714714479408030e+00,6.102546612077410781e-01
2.873848480700021302e+00,4.002279052802472314e+00,7.831062646388464721e-01
9.878849566995722142e-01,3.664459002862683334e+00,1.400692156372656649e+00
1.673487335149655753e+00,4.347512758592647408e+00,1.998647375230033330e+00
1.236107910543697175e+00,3.604488416172704213e+00,1.037119939919528555e+00
2.209119692528690670e+00,3.994214786199246081e+00,5.394784380598462992e-01
2.704320743164821739e+00,3.808292393959075817e+00,9.471726754170323170e-01
1.497913862516805583e+00,3.359844797536960748e+00,1.259157026677247604e+00
1.096895818588974780e+00,3.451350809611900772e+00,1.051796961229741090e+00
2.013854259792488222e+00,4.154025103692259968e+00,1.358930206151830467e+00
1.902681490806977127e+00,3.868908393720108307e+00,1.621160129187478649e+00
1.313253225725174556e+00,4.199698559217047489e+00,4.962569436707011672e-01
1.622141087963943740e+00,4.200304039572277048e+00,1.023860410209413319e+00
1.786809534969879598e+00,4.081198710232714078e+00,6.002601452637312818e-01
2.441493462973332029e+00,4.374551149614849699e+00,5.316397622338830953e-01
3.428081467692551954e+00,4.116166004534437484e+00,8.248499276379535061e-01
2.182703036480798886e+00,3.731189815436237733e+00,1.130848413703100963e+00
2.022280153345767051e+00,3.982732833500056913e+00,5.185100611679163141e-01
1.224328521898559341e+00,3.021045090542640033e+00,1.155989635509371061e+00
2.929699377595811782e+00,4.787864846319553003e+00,1.021897656697098533e+00
2.107788246342412464e+00,3.872761070997443600e+00,1.468119153457566828e+00
1.940926378812027453e+00,5.007001305793908230e+00,1.323986497699794374e+00
2.433514142925945478e+00,3.988701628981724312e+00,3.996955512964409651e-01
2.072382180844196675e+00,3.886812731379662544e+00,6.254500016040051014e-01
2.295957642923713404e+00,4.193476878701599908e+00,1.100835712253958487e+00
2.630047766919707541e+00,3.774046775177597457e+00,1.183597069825636394e+00
1.580912388249228195e+00,3.967797818641464858e+00,4.771611274211489118e-01
1.681615526743945432e+00,4.663075385891056079e+00,3.177142721833010608e-01
1.956798874996695137e+00,3.891800214813996739e+00,6.744979636975081405e-01
1.392718107059545796e+00,4.432423514649539875e+00,1.398434342598075641e+00
1.825145755519423485e+00,3.194701808458131342e+00,2.173117165947348051e-01
1.921610177626389859e+00,3.393392267297752340e+00,1.002046214383850442e+00
1.717523713323497958e+00,4.417995668790830166e+00,1.105973227559767347e+00
1.977991884917547738e+00,4.692851627390482783e+00,1.632546958861076369e+00
2.155805032942434529e+00,4.094879683557429040e+00,1.803665825227948938e+00
2.021489735583225311e+00,3.602701071051942261e+00,6.135464807111911112e-01
2.554665359579819217e+00,4.385274952651285751e+00,1.696333771187010786e+00
1.799842977921427556e+00,4.467983457663128988e+00,1.142962833250136256e+00
2.562022372730885067e+00,3.690146240085642848e+00,1.352821474625379716e-01
2.013326951967864709e+00,4.035191575778172890e+00,8.755703930634859411e-01
2.348504782552149450e+00,4.144359174297242987e+00,4.995179991330175318e-01
2.090970465582184801e+00,4.701499140520275510e+00,6.024200128699879198e-01
1.596617420592917558e+00,3.273841484434537374e+00,9.872866161886489911e-01
1.007278114763165533e+00,3.837348910752830022e+00,1.328903482112741452e+00
2.253134172577100802e+00,3.883486194670739522e+00,1.292442661169792117e+00
2.380533886865140225e+00,3.796704501955454614e+00,7.275511555620990389e-01
2.314459340935599574e+00,3.668782138044182517e+00,3.936009561931910206e-01
2.023109789802660874e+00,4.034188053923402961e+00,5.379585479612913890e-01
2.268152842241312861e+00,4.407860900003702120e+00,9.615475628198425495e-01
3.530330489120341753e+00,3.857442847737379665e+00,3.946038743577916508e-01
3.023638289424496861e+00,4.432782124678497304e+00,7.044461894565896554e-01
1.935456210684830758e+00,3.565390629678045098e+00,8.996760671813786026e-01
2.188563293894325579e+00,4.294519455460417134e+00,1.451347830890100887e+00
1.774055596108495614e+00,3.689128353070117772e+00,1.146325015118535351e+00
2.079333060916251252e+00,3.425385097199706852e+00,1.376801427494403818e+00
2.278931293519403489e+00,3.250010731634540573e+00,1.391715236046819459e+00
1.757297406368820036e+00,3.870938756392957369e+00,1.394287342361224313e+00
2.163254878617833388e+00,4.065806777477892098e+00,1.536064387583396362e+00
1.539899084956840358e+00,4.137180678478200591e+00,1.062145005528368324e+00
1.088116454034211422e+00,3.980153435992218824e+00,8.274787124493152568e-01
2.177436620816738166e+00,3.979123578205385314e+00,4.404085771529029358e-01
1.628945818099997611e+00,4.427367173101905529e+00,1.803017552618357389e+00
2.027136015128290669e+00,3.562001064226262947e+00,2.488309732137473640e-01
1.487025673009517490e+00,4.690734042679686411e+00,9.860118767528204264e-01
2.456813191607739366e+00,4.545931156841503729e+00,7.852659658256909703e-01
2.682346695420553040e+00,4.030780645888362379e+00,1.075904447543602593e+00
2.831257632287235371e+00,4.377368265859469254e+00,1.174858234565806292e+00
1.664431040445347509e+00,4.272153567639033866e+00,1.014283832196066326e+00
2.659289856477938585e+00,4.313956179513297684e+00,1.619928315542352726e-01
1.299349066617880855e+00,4.492841440004564646e+00,1.181998904829251851e+00
2.104517417211508423e+00,3.590282703634093409e+00,1.782642447393447904e+00
1.206388801798799371e+00,3.442198350507752913e+00,1.244698798742185586e+00
1.995996381136660558e+00,4.488073706395233842e+00,1.667953742592039879e-01
3.005045172311995305e+00,4.631536505493628830e+00,4.331321973365009903e-02
3.089351438044459108e+00,5.074715824305696010e+00,4.680164770736242597e-01
1.672318536202490158e+00,4.746142352929796360e+00,2.524839641313328942e-01
1.629665420153007860e+00,4.158686465765130791e+00,4.801419604534608032e-01
2.590244044717658234e+00,3.775956734690086414e+00,1.807424834155792581e+00
2.865780038549364583e+00,3.850261834711878883e+00,1.623683472678303374e+00
1.098230452331324214e+00,4.152054435517687381e+00,1.069505573862246761e+00
1.442087163271801975e+00,4.234926645849187210e+00,1.472192606260873893e+00
2.676525022591782488e+00,3.766372259119555199e+00,1.228613332872109831e+00
1.375620490573785437e+00,4.364562218927754422e+00,1.257934841968166406e+00
1.388412533174462116e+00,4.366867849150485981e+00,1.347762682614282115e+00
1.420346859135165563e+00,4.011861245861480185e+00,1.054001988854052607e+00
2.478327124430963480e+00,4.798258092341446179e+00,1.291984001719030717e+00
1.727339907823847165e+00,4.649343771877372689e+00,6.480704220882642641e-01
1.089929564859037914e+00,4.539466802234250586e+00,7.452825815634724904e-01
2.373345662495411901e+00,4.588928224942128153e+00,1.176127962230284263e+00
2.406995451750693071e+00,4.366195727292812911e+00,3.829567119471805059e-01
3.082007832624054977e+00,4.829389200346223099e+00,1.242871228079891477e+00
2.316674816855047059e+00,4.544247855182695695e+00,4.361406106557906837e-01
1.028956651798543787e+00,3.940205372469223644e+00,1.109493866898251246e+00
2.058186769595905297e+00,3.996810101361444989e+00,7.789992529054554637e-01
1.685540519038898122e+00,4.460993291544016692e+00,4.459473965928379968e-01
1.379194351570419697e+00,3.505441584431159274e+00,1.203562291765173375e+00
2.700790947843910494e+00,3.865649737282481180e+00,9.347589114485971296e-01
1.997019196354651971e+00,3.296997923956686449e+00,1.978664449684372162e+00
2.445300070174798890e+00,3.892351772024170931e+00,1.990427788992354952e+00
2.489075858012770759e+00,4.122461370302668904e+00,1.531715201282913386e+00
1.407042988376069559e+00,4.236381666337246443e+00,1.213640249284665407e+00
1.675191602364166865e+00,4.159998716905017879e+00,3.140669804499198747e-01
2.238477765924114404e+00,4.129161761373969952e+00,1.965994597592750193e+00
1.689970731948998939e+00,4.735443029777019142e+00,1.258764146489223412e+00
2.188436339537164876e+00,4.037983526628428521e+00,1.278329257635002270e+00
1.928826897945579377e+00,3.529042360125706601e+00,1.691920166688715366e+00
1.998288536975292518e+00,4.623467590924213333e+00,2.128360506589954237e+00
1.885431786338025439e+00,4.180732391959219640e+00,9.039918282310627218e-01
2.494015937900929902e+00,3.826550570420600650e+00,9.381731326887072786e-01
2.752414811115906357e+00,3.778013355626958614e+00,2.324778851865054730e-01
2.735545747995279164e+00,4.031941602486196707e+00,1.642333611851137132e+00
2.399972580730519223e+00,4.309440193190028801e+00,8.219933048335400505e-01
2.380618455497563790e+00,4.524469658372243686e+00,2.060603468201127164e+00
2.651428302052572850e+00,3.387737730073063780e+00,1.869431905321455645e+00
3.012562330719978032e+00,4.147064021387702581e+00,1.203108084830034175e+00
2.027388848874468241e+00,3.308079434646485240e+00,1.266250761288539639e+00
2.844167915182902462e+00,4.155719216922825865e+00,1.015671387346691379e+00
3.263129480674429761e+00,3.540518506758283390e+00,5.698396539096943769e-01
2.058256898706861460e+00,3.797985659699841143e+00,1.300095168599878281e+00
2.640091066979228351e+00,4.135812096130307758e+00,1.908560958003272301e+00
2.617139063129110710e+00,4.971244981855180711e+00,1.093862632397971435e+00
2.404624638602555375e+00,3.085506221184197706e+00,1.208945280706080316e+00
1.850379307271594609e+00,4.158071257905956664e+00,1.698920131214601614e+00
1.674093115106701557e+00,4.218091178479709491e+00,1.009432843419090453e+00
1.796687328072229306e+00,5.184587688027824548e+00,1.921148718756909846e-01
2.488709321280901499e+00,3.384326308312593845e+00,7.275983119985452996e-01
1.786313181183722953e+00,3.844268650843352120e+00,1.999861672305527138e+00
2.957806383422770580e+00,3.456628057263882781e+00,7.368870177177011538e-01
8.060101986704002464e-01,4.817043160751211417e+00,1.199871493472769224e+00
1.224469790593221363e+00,4.024502898019213681e+00,1.101075349728661390e+00
1.738013819434524043e+00,4.822341035340356186e+00,6.626898037630973848e-01
1.219821485837021768e+00,4.310321884240013723e+00,1.250639003682190165e+00
1.680695161374365254e+00,4.370492141352993798e+00,6.795765851584927297e-01
1.760243309860227257e+00,3.656728327335070805e+00,1.002977574145463624e+00
2.196319564235788668e+00,3.197460471470596310e+00,1.400976525100795733e+00
1.138807184397245598e+00,3.753367633823856853e+00,7.849994415726559982e-01
1.994559553072130287e+00,3.743067559429938296e+00,1.138607811059048291e+00
1.757587915715850491e+00,3.955049916499700835e+00,9.725140131416093459e-01
2.850660236126078217e+00,3.198958966566042506e+00,1.090086100672209124e+00
1.752071600254457184e+00,4.335624149686903017e+00,1.162246736496134636e+00
1.925670270542445994e+00,4.540150108705918619e+00,1.304210743354258684e+00
2.030308338245550015e+00,3.596614732966075589e+00,8.668186511956506024e-01
1.218656774218640493e+00,3.853183465465887636e+00,9.227073640863040493e-01
2.596794637456066646e+00,3.567883313229427422e+00,7.780698378380215274e-01
2.106856569001652968e+00,3.601317119366862940e+00,3.082907501245297777e-01
1.949326536206774652e+00,4.422802523946788078e+00,7.513721145130771717e-01
1.433096027426274510e+00,4.200150609356550824e+00,3.127283494217800719e-01
1.881816636933252740e+00,3.715771737119980767e+00,1.004716716883719441e+00
1.993582192748220017e+00,3.744714583280635889e+00,1.401067013612432799e+00
1.829445414457573582e+00,4.222018007942087259e+00,3.199145476605411709e-01
1.930156293026208170e+00,4.293752018865594877e+00,1.819012447763800111e+00
2.439621947229397847e+00,3.502353604484865102e+00,6.747785909153044548e-01
2.639759911666706316e+00,4.716197533095222383e+00,1.731706252024751480e+00
1.337711864277211671e+00,2.947030634227968626e+00,1.223194760895243371e+00
2.117812667573228946e+00,4.662900604308840791e+00,2.490000157001409420e+00
3.185275668742569177e+00,2.999060073268554838e+00,3.703406428844412401e-01
2.165511471184679237e+00,4.725912207025821488e+00,1.615206406262414074e+00
1.960931915306997730e+00,4.164038045746946359e+00,1.661761457989533231e+00
8.454424043017290114e-01,4.445847910990158525e+00,1.062013086953714103e+00
2.700757971472044439e+00,3.741060380685053310e+00,1.836571651830690710e+00
1.846231256526688735e+00,4.854738101319699517e+00,1.310153314842733341e+00
2.288781578101378500e+00,3.608736931140875015e+00,1.136160305436014095e+00
2.277453297036126312e+00,4.739164400291496548e+00,1.625288913869658902e+00
2.749447159134194685e+00,3.803172655091995757e+00,4.406918611500596494e-01
1.303986072205833846e+00,4.425273105407828034e+00,6.923282164328943278e-01
1.982272902632174816e+00,4.371893448553386463e+00,9.969325226388000560e-01
2.646068697687259608e+00,3.465829546145029472e+00,8.095270664514595538e-01
2.431131453969872958e+00,4.950278252948294266e+00,1.429540980528984928e+00
1.980135831905079469e+00,3.903102591897534168e+00,1.516208288971641061e+00
2.539577192088267044e+00,4.554061797759082708e+00,7.030339422024196594e-01
9.930518316608716312e-01,3.801719605110085443e+00,3.154633524233928510e-01
2.271143399114325501e+00,3.998590626721437946e+00,1.478399140104267317e+00
2.144167843220643466e+00,3.698074988929115126e+00,1.033120600292234181e+00
8.392069428362036732e-01,3.756972346594663392e+00,6.736035576197152430e-02
1.243363551863842620e+00,4.677920597343842246e+00,7.306918620235296480e-01
2.901866671563217981e+00,4.261035682979344763e+00,1.048118379475954765e+00
2.359724701701266802e+00,4.418365391245772322e+00,6.376120778033329550e-01
1.866928662742076250e+00,2.361044120005112212e+00,8.850432897779981767e-01
2.819487853810862532e+00,3.943089100860780238e+00,1.091701384886640369e+00
2.006709651838817887e+00,5.376415172111857821e+00,1.587559862933593413e+00
2.088438192974026109e+00,3.962220268281991142e+00,1.439370750840214708e+00
9.993143068907954785e-01,4.284111150661886747e+00,3.425920439817012886e-01
1.426175117783040402e+00,3.805150729556824096e+00,7.034523156797257704e-01
1.031745970638356935e+00,4.750162708849085647e+00,1.487456448843468726e+00
2.652605681501055024e+00,4.367888587344379125e+00,1.642774214000046973e+00
1.772893269100049629e+00,4.070252805687263553e+00,9.985293661357800277e-01
1.868276167120986653e+00,3.953412493403261507e+00,1.185344764308325249e+00
1.533125478046099444e+00,3.648011235482373049e+00,1.425076679856911888e+00
1.507955720771758434e+00,4.653778652753331357e+00,1.391966513849258291e+00
2.777871112618813587e+00,3.878051244363137862e+00,1.516591559545632295e+00
1.492592752890721464e+00,3.371945119044919448e+00,9.121828595698961983e-01
1.257900536797989854e+00,4.708080507583987995e+00,1.170509206661819679e+00
2.424455157697474217e+00,3.266461809932408755e+00,1.169718253630568139e+00
2.145922822841732636e+00,4.836189698320493946e+00,2.026912792352535853e+00
1.757768102593014081e+00,3.774698780116984675e+00,2.152121916463732854e-01
2.135867853362682034e+00,3.935329889530107206e+00,1.112355804703612616e+00
2.164273381298917442e+00,3.475425428115319182e+00,1.372901652573276454e+00
2.970848176479111924e+00,3.419915024485490562e+00,1.249933436793136510e+00
8.179987010517557611e-01,4.645125450062902672e+00,8.777339936935554254e-01
2.591629363915944673e+00,4.033706340057880979e+00,1.014774557736120464e+00
2.320514011556460421e+00,4.167792356985440705e+00,1.842241804131670824e+00
1.045812280133563643e+00,4.113104580023546397e+00,1.484350615857026989e+00
1.562324642321850643e+00,3.265675406386602475e+00,7.315486301680901304e-01
2.149723569116742894e+00,3.402086755023474129e+00,1.285349712536459243e+00
1.628306423091694599e+00,4.111812769242823684e+00,4.626494586631719752e-01
1.895179997855205078e+00,3.581925178060537451e+00,1.614190442274719750e+00
2.438864383300303640e+00,4.314759307551582879e+00,1.557999221187315930e+00
2.163805835329957628e+00,3.812486153441788428e+00,1.543744710601953507e+00
1.958012807473600958e+00,4.026762741327378770e+00,1.613424777113296349e+00
1.951874522923000344e+00,4.254760007309737802e+00,7.486246881407483400e-01
1.678749258056513760e+00,3.248986153564385582e+00,1.244600123679941994e+00
2.549788326083246126e+00,4.895333010723305733e+00,1.330555187771664372e+00
2.329262896390495996e+00,4.162173729324833538e+00,8.083888440950844911e-01
1.790374195734094398e+00,4.177037374170607720e+00,1.562990151238058623e+00
1.348686792057430583e+00,4.234408696931642346e+00,1.608536598106672821e+00
1.607035698878379604e+00,4.766964322087758887e+00,1.691773323082704117e+00
2.692123038987244144e+00,4.324142969873749465e+00,1.623431293876997028e+00
2.359857098606283010e+00,4.889579637958425984e+00,2.069871695223772790e+00
2.005708172915139365e+00,4.069485974316934929e+00,1.544722164598548497e+00
1.879909780469353864e+00,3.574268679305953711e+00,1.507416465500438507e-01
2.339983016221221845e+00,2.869839385649022745e+00,7.533450217989657860e-01
2.139613523223385716e+00,3.806942293472296956e+00,1.063564406028059350e+00
2.399119013850775861e+00,4.518617283046115318e+00,6.913570108395447056e-01
2.242769179562131399e+00,4.680534270782030326e+00,7.814126709207077637e-01
1.874535109962379487e+00,5.345249117539847106e+00,3.378199560729837625e-01
2.678277239381494645e+00,4.243631937087910977e+00,4.650560525501408193e-01
2.738987782750022415e+00,4.589896785998026196e+00,6.223382067131744133e-01
2.778051837673868985e+00,4.300827692448871531e+00,3.429228470541949569e-01
1.926618992682345599e+00,3.687544313224646153e+00,2.054501053711554892e-01
2.645928339750329705e+00,3.966752336068530838e+00,1.132025755510994713e-01
1.371610487927305222e+00,4.122322909667969881e+00,1.002129921811777180e+00
1.639278482513561785e+00,4.317919580040507910e+00,4.726618925068005739e-01
1.321762156172265001e+00,3.534942448534697412e+00,1.815839372119580908e+00
2.298472270190395683e+00,4.571943967105523754e+00,1.048205435765560134e+00
1.562255252818330220e+00,4.223640895803815631e+00,2.967716305755658812e-01
1.474218037667560655e+00,4.034533274514471302e+00,6.650210317719187358e-01
5.694575313860759103e-01,3.684541619931192891e+00,1.797386105740372386e+00
1.622568089130960844e+00,4.745284339883807156e+00,8.351522958123648310e-01
1.496042008919284516e+00,4.090383733531726129e+00,1.293135833352176967e-02
1.275594933510582951e+00,4.368766000360118973e+00,2.979395923418788339e-01
2.158106195268036931e+00,4.223495476654695935e+00,6.222283050030852358e-02
9.419273917858341783e-01,3.895061734661768416e+00,8.659871059622227252e-01
1.636018651111614375e+00,3.763145472372064759e+00,9.729477011511010742e-01
1.837171902281045988e+00,2.633878217177612946e+00,5.379588892676955281e-01
1.547788066426494025e+00,4.378687992049752786e+00,5.734722324243797242e-01
1.923373906846993053e+00,4.381182429703995851e+00,1.214853401033537006e+00
2.678101949661659820e+00,3.913045452669665192e+00,7.658905572009409024e-01
2.617195512280136249e+00,3.295710869405172438e+00,1.106908823883665516e+00
1.118133718478712790e+00,3.546747201820444229e+00,9.463505350233251123e-01
2.320475013911492024e+00,4.628885536329923056e+00,1.074555392411600030e+00
2.064570095123144267e+00,3.537254992560071365e+00,3.978839365058008948e-01
1.638524529587739309e+00,4.543099049832737713e+00,4.307483028298429995e-01
1.132494772750247236e+00,3.802466023765288750e+00,5.971130687483101607e-01
1.765187665674056827e+00,3.590459280854845225e+00,1.148574649472468012e+00
